age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Nat,Years to Olympics,Olympic Ranking
23,10.22333333,10.20888889,10.09,0.004661111,1.888888889,1.0,18927.44444,1.0,1151.202683,3,9
24,10.18461538,10.13153846,9.94,0.012197436,3.0,1.0,12072.69231,1.0,1151.202683,2,9
25,10.254,10.16,10.07,0.00565,3.0,2.0,12966.2,1.0,1151.202683,1,9
26,10.26636364,10.20181818,10.12,0.003256364,2.636363636,1.0,17475.27273,0.909090909,1151.202683,5,9
27,10.435,10.26,10.24,0.0008,2.0,2.0,25730.5,1.0,1151.202683,4,9
28,10.30571429,10.20428571,10.15,0.002428571,1.428571429,1.0,17528.85714,0.857142857,1151.202683,3,9
24,10.30125,10.2225,10.16,0.002935714,2.0,1.0,20376.5,0.875,1138.35625,1,9
25,10.24272727,10.22181818,10.03,0.006936364,2.454545455,1.0,21600.54545,1.0,1138.35625,4,9
27,10.36285714,10.21428571,10.14,0.001928571,1.857142857,1.0,18721.42857,0.714285714,1138.35625,2,9
28,10.265,10.27,10.25,0.0008,1.5,1.0,27657.0,1.0,1138.35625,1,9
29,10.33714286,10.22285714,10.13,0.002490476,2.571428571,1.0,20190.0,0.714285714,1138.35625,4,9
30,10.234,10.256,10.19,0.00168,1.0,1.0,25450.4,1.0,1138.35625,3,9
18,10.55,10.28,10.28,0.0,1.0,1.0,29380.0,0.0,1144.561396,3,9
20,10.94,10.19,10.19,0.0,4.0,4.0,14702.0,0.0,1144.561396,1,9
22,10.34,10.26,10.26,0.0,1.0,1.0,25590.0,1.0,1144.561396,4,9
23,10.342,10.178,10.13,0.00407,2.4,1.0,14601.2,0.6,1144.561396,3,9
25,10.312,10.178,10.04,0.01087,2.6,1.0,16484.4,0.6,1144.561396,1,9
20,10.58,10.3,10.3,0.0,1.0,1.0,33876.0,0.0,1137.753126,3,9
21,10.505,10.275,10.26,0.00045,1.5,1.0,28567.0,0.5,1137.753126,2,9
22,10.58,10.24,10.24,0.0,1.0,1.0,22081.0,0.0,1137.753126,1,9
23,10.465,10.2225,10.14,0.005491667,2.25,2.0,20980.0,0.5,1137.753126,4,9
24,10.345,10.2125,10.1,0.006225,1.25,1.0,19603.25,0.75,1137.753126,3,9
25,10.3375,10.22,10.19,0.000466667,2.75,1.0,19043.0,0.75,1137.753126,2,9
26,10.37333333,10.235,10.15,0.00371,2.833333333,1.0,22547.33333,0.833333333,1137.753126,1,9
27,10.39375,10.2325,10.15,0.002335714,1.75,1.0,21733.25,0.625,1137.753126,5,9
28,10.558,10.236,10.06,0.00988,2.0,1.0,24471.6,0.2,1137.753126,4,9
29,10.35833333,10.22166667,10.03,0.010856667,2.5,1.0,22495.83333,0.666666667,1137.753126,3,9
30,10.54,10.16,10.03,0.0139,1.0,1.0,14379.0,0.333333333,1137.753126,2,9
31,10.2975,10.1925,10.01,0.013364286,1.625,1.0,19183.0,0.75,1137.753126,1,9
24,10.16,10.21,10.21,0.0,4.0,4.0,17420.0,1.0,1119.149123,2,9
25,10.42,10.255,10.23,0.00125,2.5,2.0,24930.0,1.0,1119.149123,1,9
30,10.25,10.23,10.23,0.0,1.0,1.0,20480.0,1.0,1119.149123,4,9
31,10.34,10.26,10.26,0.0,1.0,1.0,25590.0,1.0,1119.149123,3,9
32,10.3,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1119.149123,2,9
33,10.24,10.24,10.24,0.0,1.0,1.0,22081.0,1.0,1119.149123,1,9
34,10.335,10.2175,10.19,0.001425,2.75,1.0,18941.25,0.75,1119.149123,4,9
23,10.3025,10.2725,10.25,0.000425,3.5,1.0,28112.0,1.0,1119.149123,1,9
24,10.585,10.275,10.26,0.00045,3.0,2.0,28567.0,0.0,1119.149123,4,9
25,10.36833333,10.20666667,10.1,0.006826667,2.666666667,1.0,19208.0,0.666666667,1119.149123,3,9
27,10.29,10.225,10.18,0.0023,2.25,1.0,20344.25,1.0,1119.149123,1,9
20,10.27,10.27,10.27,0.0,1.0,1.0,27452.0,1.0,1129.376263,1,9
24,10.2,10.255,10.25,5e-05,2.5,1.0,24680.0,1.0,1129.376263,1,9
25,10.374,10.212,10.1,0.00632,1.25,1.0,19716.2,0.6,1129.376263,4,9
26,10.4125,10.2425,10.22,0.000691667,1.0,1.0,22712.5,0.75,1129.376263,3,9
27,10.34333333,10.2,10.06,0.004872727,1.75,1.0,17793.25,0.75,1129.376263,2,9
28,10.2575,10.245,10.13,0.006166667,2.75,1.0,24899.25,1.0,1129.376263,1,9
29,10.352,10.21,10.1,0.003666667,1.5,1.0,18735.2,0.7,1129.376263,4,9
31,10.39,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1129.376263,2,9
32,10.314,10.246,10.15,0.00413,2.2,1.0,24520.4,1.0,1129.376263,1,9
33,10.41,10.29,10.29,0.0,2.0,2.0,31544.0,1.0,1129.376263,4,9
21,10.293,10.219,10.11,0.003743333,2.1,1.0,20113.9,0.9,1123.907692,4,9
22,10.405,10.215,10.21,5e-05,1.5,1.0,18164.5,0.5,1123.907692,3,9
23,10.375,10.28,10.28,0.0,1.0,1.0,29380.0,1.0,1123.907692,2,9
24,10.23,10.2125,10.13,0.004425,3.0,1.0,19159.5,1.0,1123.907692,1,9
27,10.58,10.27,10.27,0.0,1.0,1.0,27452.0,0.0,1123.907692,2,9
23,10.57,10.28,10.28,0.0,3.0,3.0,29380.0,0.0,1123.724138,3,9
24,10.48,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1123.724138,2,9
25,10.24,10.245,10.23,0.00045,2.5,2.0,23035.0,1.0,1123.724138,1,9
26,10.355,10.25,10.23,0.0008,3.0,2.0,23966.0,1.0,1123.724138,4,9
27,10.27833333,10.18666667,10.12,0.002626667,2.25,1.0,15177.33333,0.833333333,1123.724138,3,9
30,10.475,10.2175,10.18,0.000891667,1.666666667,1.0,18798.75,0.25,1123.724138,4,9
31,10.545,10.25,10.21,0.0032,1.0,1.0,24482.0,0.0,1123.724138,3,9
22,10.575,10.275,10.27,5e-05,2.0,1.0,28416.0,0.5,1140.106017,4,9
23,10.3475,10.19375,10.04,0.008026786,1.75,1.0,17809.125,0.625,1140.106017,3,9
24,10.3825,10.2825,10.27,0.000225,2.25,1.0,30081.0,1.0,1140.106017,2,9
25,10.4275,10.28,10.25,0.0006,5.5,3.0,29743.5,0.75,1140.106017,1,9
26,10.56,10.17,10.15,0.0008,6.0,4.0,12542.0,0.0,1140.106017,4,9
27,10.35875,10.255,10.12,0.003342857,4.0,2.0,25902.25,0.75,1140.106017,3,9
28,10.396,10.22,10.12,0.0052,3.4,2.0,20610.8,0.6,1140.106017,2,9
29,10.344,10.252,10.23,0.00027,3.4,1.0,24238.6,1.0,1140.106017,1,9
33,10.52,10.22,10.22,0.0,4.0,4.0,18909.0,0.0,1140.106017,1,9
26,10.29,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1144.561396,2,9
28,10.34,10.25,10.25,0.0,3.0,3.0,23770.0,1.0,1144.561396,4,9
30,10.48333333,10.11333333,9.96,0.021233333,2.0,1.0,11152.66667,0.666666667,1144.561396,2,9
31,10.392,10.206,10.13,0.00313,2.0,2.0,17872.2,0.6,1144.561396,1,9
32,10.4,10.25,10.25,0.0,2.0,2.0,23770.0,1.0,1144.561396,4,9
20,10.565,10.265,10.25,0.00045,2.0,2.0,26575.0,0.5,1144.561396,4,9
21,10.33,10.25,10.23,0.0007,1.333333333,1.0,23980.33333,1.0,1144.561396,3,9
22,10.42666667,10.2,10.1,0.0076,1.333333333,1.0,18008.33333,0.666666667,1144.561396,2,9
23,10.3875,10.22,10.15,0.0038,3.0,1.0,20146.75,0.75,1144.561396,1,9
24,10.55,10.27,10.27,0.0,1.0,1.0,27452.0,0.0,1144.561396,4,9
25,10.34,10.24333333,10.2,0.001633333,3.333333333,2.0,23059.0,1.0,1144.561396,3,9
22,10.47,10.2,10.16,0.0032,2.5,1.0,16733.5,0.0,1144.561396,2,9
23,10.26,10.26,10.26,0.0,2.0,2.0,25590.0,1.0,1144.561396,1,9
23,10.24,10.115,10.1,0.00045,1.0,1.0,7470.5,1.0,1144.561396,3,9
25,10.30666667,10.24333333,10.21,0.000933333,5.666666667,4.0,22880.66667,1.0,1144.561396,1,9
27,10.4,10.3,10.3,0.0,2.0,2.0,33876.0,1.0,1144.561396,3,9
28,10.74,10.07,9.95,0.0288,2.0,1.0,7835.0,0.0,1144.561396,2,9
17,10.36,10.21,10.15,0.0072,1.0,1.0,18917.0,1.0,1144.561396,5,9
18,10.29555556,10.15555556,10.07,0.003052778,1.111111111,1.0,11833.77778,0.777777778,1144.561396,4,9
19,10.38,10.24666667,10.21,0.001233333,3.666666667,2.0,23523.33333,0.666666667,1144.561396,3,9
24,10.43875,10.19625,10.1,0.004255357,3.625,1.0,17013.875,0.375,1148.778061,1,9
25,10.30333333,10.19666667,10.0,0.011478788,2.833333333,1.0,19437.41667,0.75,1148.778061,4,9
26,10.31,10.20571429,10.01,0.007518681,2.5,1.0,19447.57143,0.785714286,1148.778061,3,9
27,10.29272727,10.17181818,10.03,0.010056364,2.454545455,1.0,15853.36364,0.727272727,1148.778061,2,9
28,10.26333333,10.17666667,10.08,0.009033333,3.333333333,1.0,15374.33333,0.666666667,1148.778061,1,9
29,10.3775,10.1925,10.11,0.005091667,1.75,1.0,16565.75,0.5,1148.778061,5,9
30,10.3,10.26,10.26,0.0,3.0,3.0,25590.0,1.0,1127.115385,3,9
31,10.312,10.238,10.18,0.00207,1.75,1.0,22472.2,0.8,1127.115385,2,9
32,10.276,10.196,10.02,0.007493333,2.571428571,1.0,18010.2,0.9,1127.115385,1,9
33,10.385,10.245,10.18,0.002166667,2.0,1.0,23607.25,0.75,1127.115385,4,9
34,10.54,10.165,10.14,0.00125,6.0,6.0,12086.5,0.0,1127.115385,3,9
35,10.11,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1127.115385,2,9
25,10.71666667,10.28,10.24,0.0012,3.0,2.0,29944.33333,0.0,1129.9002,1,9
26,10.7,10.165,10.16,5e-05,2.0,1.0,11916.0,0.0,1129.9002,5,9
28,10.465,10.1725,10.06,0.009691667,1.75,1.0,15309.0,0.25,1129.9002,3,9
30,10.365,10.235,10.19,0.00405,1.5,1.0,22041.0,0.5,1129.9002,1,9
23,10.3975,10.205,10.14,0.0059,1.333333333,1.0,18564.0,0.5,1123.907692,4,9
24,10.31,10.22,10.2,0.0007,2.0,1.0,19072.33333,1.0,1123.907692,3,9
25,10.2725,10.215,10.17,0.002766667,3.0,2.0,19028.0,1.0,1123.907692,2,9
21,10.83,10.06,10.06,0.0,2.0,2.0,4132.0,0.0,1129.376263,4,9
24,10.316,10.204,10.12,0.00568,2.2,1.0,18425.0,1.0,1129.376263,1,9
27,10.31,10.24,10.24,0.0,2.0,2.0,22081.0,1.0,1129.376263,2,9
29,10.44,10.26,10.26,0.0,1.0,1.0,25590.0,1.0,1129.376263,4,9
31,10.38,10.25,10.25,0.0,4.0,4.0,23770.0,1.0,1129.376263,2,9
32,10.425,10.145,10.12,0.00125,2.0,2.0,10095.0,0.5,1129.376263,1,9
21,10.32125,10.24,10.19,0.001171429,1.375,1.0,22503.0,0.875,1142.590106,5,9
22,10.238,10.13666667,9.94,0.008538095,2.785714286,1.0,11469.6,0.866666667,1142.590106,4,9
23,10.18727273,10.15818182,9.93,0.011272727,3.045454545,1.0,14633.45455,0.954545455,1142.590106,3,9
24,10.116,10.162,10.04,0.00837,1.6,1.0,13832.8,0.8,1142.590106,2,9
25,10.33545455,10.16636364,10.01,0.007805455,2.545454545,1.0,14498.09091,0.818181818,1142.590106,1,9
20,10.30636364,10.23727273,10.12,0.002581818,2.272727273,1.0,22603.72727,0.909090909,1151.202683,3,5
21,10.18777778,10.10777778,10.02,0.003444444,1.666666667,1.0,7783.222222,0.888888889,1151.202683,2,5
22,9.987142857,10.00285714,9.87,0.013191209,1.357142857,1.0,4648.0,0.928571429,1151.202683,1,5
23,10.08375,9.9275,9.77,0.013335714,1.25,1.0,1614.0,0.75,1151.202683,4,5
24,10.0015,9.9725,9.77,0.021019737,1.0,1.0,4658.05,0.95,1151.202683,3,5
25,9.990666667,9.976666667,9.74,0.020180952,1.2,1.0,3842.733333,1.0,1151.202683,2,5
26,9.953333333,9.946190476,9.72,0.020424762,1.476190476,1.0,3649.571429,0.952380952,1151.202683,1,5
27,10.01391304,10.00130435,9.82,0.015120949,2.043478261,1.0,4493.086957,0.913043478,1151.202683,4,7
28,9.939,9.884,9.72,0.015826667,1.2,1.0,1300.5,0.7,1151.202683,3,7
29,10.00545455,9.927272727,9.78,0.005681818,1.181818182,1.0,1104.0,0.909090909,1151.202683,2,7
30,10.00333333,9.958888889,9.85,0.011536111,1.888888889,1.0,2582.222222,1.0,1151.202683,1,9
32,10.0675,10.04125,9.87,0.019783929,2.125,1.0,7210.875,1.0,1151.202683,3,9
33,9.954210526,9.963157895,9.81,0.006745029,1.631578947,1.0,1784.105263,0.894736842,1151.202683,2,9
34,10.07,10.025,9.92,0.00675,1.928571429,1.0,3946.571429,0.928571429,1151.202683,1,9
35,10.15714286,10.15428571,10.08,0.002195238,2.857142857,1.0,11412.85714,1.0,1151.202683,5,9
36,10.23,10.24,10.24,0.0,4.0,4.0,22081.0,1.0,1151.202683,4,9
37,10.28375,10.2025,10.02,0.007507143,2.75,1.0,18762.875,1.0,1151.202683,3,9
39,10.52,10.07,10.07,0.0,2.0,2.0,4606.0,0.0,1151.202683,1,9
22,10.54,10.25,10.25,0.0,1.0,1.0,23770.0,0.0,1144.561396,2,9
23,10.34166667,10.19,10.13,0.00352,1.333333333,1.0,15929.33333,0.5,1144.561396,1,9
24,10.48,10.23,10.23,0.0,1.0,1.0,20480.0,0.0,1144.561396,4,9
27,10.505,10.3,10.3,0.0,3.0,1.0,33876.0,0.5,1144.561396,1,9
21,10.42666667,10.24,10.21,0.0009,2.333333333,2.0,22317.66667,0.666666667,1127.759152,3,9
23,10.19333333,10.18222222,10.1,0.003944444,2.0,1.0,15232.88889,1.0,1127.759152,1,9
24,10.285,10.1225,9.98,0.005602273,2.583333333,1.0,9478.916667,0.583333333,1127.759152,5,9
25,10.28090909,10.20545455,10.12,0.002387273,2.181818182,1.0,17665.36364,0.818181818,1127.759152,4,9
26,10.33333333,10.24,10.2,0.0028,4.333333333,2.0,22937.33333,1.0,1127.759152,3,9
27,10.196,10.176,10.03,0.008848889,1.7,1.0,15942.8,1.0,1127.759152,2,9
28,10.40666667,10.26666667,10.24,0.000533333,3.0,1.0,26947.0,0.666666667,1127.759152,1,9
21,10.38,10.26,10.26,0.0,2.0,2.0,25590.0,1.0,1140.106017,3,9
23,10.13,10.28,10.28,0.0,2.0,2.0,29380.0,1.0,1140.106017,1,9
25,10.37,10.18,10.18,0.0,1.0,1.0,13525.0,1.0,1140.106017,3,9
26,10.36666667,10.14666667,10.01,0.015233333,3.666666667,2.0,13177.33333,0.666666667,1140.106017,2,9
27,10.3,10.16,10.16,0.0,2.0,2.0,11386.0,1.0,1140.106017,1,9
28,10.2425,10.225,10.2,0.000566667,3.0,1.0,19824.5,1.0,1140.106017,4,9
19,10.38666667,10.27,10.22,0.0019,1.0,1.0,28109.66667,1.0,1147.236581,1,9
20,10.3,10.23,10.23,0.0,1.0,1.0,20480.0,1.0,1147.236581,4,3
21,10.30333333,10.10333333,10.07,0.001733333,3.0,2.0,6903.333333,0.666666667,1147.236581,3,3
22,10.153125,10.135,10.01,0.00728,1.875,1.0,11174.5,0.9375,1147.236581,2,3
23,10.06526316,10.03684211,9.9,0.00845614,2.117647059,1.0,4634.736842,0.947368421,1147.236581,1,3
24,10.08454545,10.02727273,9.87,0.013641818,2.545454545,1.0,5047.818182,0.909090909,1147.236581,4,2
25,10.02190476,10.00380952,9.86,0.010754762,1.65,1.0,3808.142857,0.904761905,1147.236581,3,2
26,10.04125,9.98125,9.86,0.012869643,1.375,1.0,3110.375,0.875,1147.236581,2,2
27,10.15238095,10.09095238,9.95,0.008049048,2.277777778,1.0,7795.809524,0.857142857,1147.236581,1,2
28,10.15764706,10.10823529,9.88,0.013577941,2.235294118,1.0,10421.35294,0.823529412,1147.236581,4,9
29,10.42,10.24,10.23,0.0002,7.0,6.0,22125.0,0.5,1147.236581,3,9
30,10.31,10.22142857,10.09,0.006047619,4.285714286,1.0,21262.14286,1.0,1147.236581,2,9
31,10.08,10.11,10.09,0.0008,1.5,1.0,7154.5,1.0,1147.236581,1,9
24,10.26,10.225,10.18,0.00405,2.0,2.0,20488.5,1.0,1118.43956,1,9
25,10.16,10.27,10.27,0.0,1.0,1.0,27452.0,1.0,1118.43956,4,9
26,10.35,10.27,10.26,0.0003,1.5,1.0,27574.66667,0.666666667,1118.43956,3,9
27,10.3075,10.205,10.09,0.004371429,2.125,1.0,18235.0,0.875,1118.43956,2,9
28,10.43,10.256,10.17,0.00253,2.2,1.0,25748.8,0.8,1118.43956,1,9
31,10.53666667,10.26333333,10.23,0.001233333,3.0,1.0,26648.66667,0.333333333,1118.43956,2,9
33,10.46,10.28,10.28,0.0,2.0,2.0,29380.0,1.0,1118.43956,4,9
25,10.44,10.246,10.17,0.00248,2.4,1.0,23956.8,0.4,1125.5,4,9
26,10.365,10.27,10.26,0.0002,4.5,3.0,27485.0,1.0,1125.5,3,9
27,10.28428571,10.21857143,10.09,0.00309011,1.928571429,1.0,19825.92857,0.928571429,1125.5,2,9
28,10.37333333,10.22333333,10.1,0.011433333,1.666666667,1.0,22426.0,0.666666667,1125.5,1,9
29,10.3475,10.22,10.12,0.0066,2.75,1.0,20943.5,0.5,1125.5,4,9
30,10.33,10.29,10.29,0.0,6.0,6.0,31544.0,1.0,1125.5,3,9
31,10.28857143,10.19571429,10.07,0.008961905,3.285714286,2.0,18462.42857,0.714285714,1125.5,2,9
32,10.28,10.265,10.24,0.00125,1.0,1.0,26812.5,1.0,1125.5,1,9
20,10.36,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1138.229236,1,9
21,10.31,10.27666667,10.26,0.000233333,3.666666667,3.0,28838.0,1.0,1138.229236,4,8
22,10.29333333,10.25,10.17,0.0048,1.0,1.0,25178.0,1.0,1138.229236,3,8
23,10.4,10.08,10.08,0.0,5.0,5.0,5146.0,0.0,1138.229236,2,8
24,10.21083333,10.1675,10.06,0.003420455,2.583333333,1.0,13283.66667,0.833333333,1138.229236,1,8
25,10.178,10.1645,10.04,0.006689211,2.4,1.0,14032.65,0.95,1138.229236,4,8
26,10.28230769,10.20230769,10.13,0.001985897,3.615384615,2.0,17115.23077,0.846153846,1138.229236,3,8
27,10.21125,10.204375,9.98,0.010199583,2.75,1.0,20194.25,0.875,1138.229236,2,8
28,10.12095238,10.16428571,10.0,0.007575714,2.238095238,1.0,14260.2381,1.0,1138.229236,1,8
29,10.13052632,10.09894737,9.99,0.009832164,2.631578947,1.0,9000.736842,0.947368421,1138.229236,4,9
30,10.245,10.23,10.22,0.0002,4.0,3.0,20495.0,1.0,1138.229236,3,9
32,10.314,10.204,10.15,0.00143,2.2,1.0,17075.4,0.8,1138.229236,1,9
33,10.3075,10.2425,10.12,0.006758333,1.0,1.0,24571.0,0.75,1138.229236,4,9
34,10.2925,10.235,10.12,0.004742857,2.0,1.0,23000.75,1.0,1138.229236,3,9
35,10.45166667,10.23333333,10.16,0.002466667,1.666666667,1.0,21883.66667,0.5,1138.229236,2,9
22,10.3475,10.275,10.26,0.000166667,1.5,1.0,28491.5,1.0,1123.596154,3,9
23,10.4,10.256,10.17,0.00268,1.2,1.0,25817.6,0.8,1123.596154,2,9
25,10.25333333,10.28,10.27,0.0003,1.666666667,1.0,29593.33333,1.0,1123.596154,4,9
26,10.33,10.29,10.29,0.0,4.0,1.0,31544.0,1.0,1123.596154,3,9
27,10.34833333,10.16166667,10.05,0.008376667,3.166666667,1.0,14038.16667,0.666666667,1123.596154,2,9
28,10.1925,10.145,10.05,0.0051,1.5,1.0,11129.0,1.0,1123.596154,1,9
29,10.395,10.27,10.25,0.000533333,2.5,1.0,27657.0,0.75,1123.596154,5,9
30,10.226,10.172,9.97,0.01642,2.2,1.0,16883.6,1.0,1123.596154,4,9
31,10.47,10.3,10.3,0.0,4.0,4.0,33876.0,1.0,1123.596154,3,9
33,10.27,10.27,10.27,0.0,1.0,1.0,27452.0,1.0,1123.596154,1,9
19,10.55,10.27,10.26,0.0002,5.5,4.0,27485.0,0.5,1144.561396,1,9
20,10.3775,10.1675,10.07,0.011491667,2.0,1.0,15243.5,0.5,1144.561396,4,9
21,10.29666667,10.23,10.16,0.0039,3.333333333,2.0,21512.0,0.666666667,1144.561396,3,9
22,10.25705882,10.08588235,9.94,0.007463235,2.705882353,1.0,7160.882353,0.588235294,1144.561396,2,9
23,10.25727273,10.17636364,10.08,0.005885455,3.363636364,1.0,15192.45455,0.909090909,1144.561396,1,9
24,10.255,10.21,10.05,0.006555556,3.8,1.0,19728.2,0.9,1144.561396,5,9
20,10.25,10.25,10.25,0.0,2.0,2.0,23770.0,1.0,1140.106017,4,3
22,10.30333333,10.21,10.19,0.0012,2.666666667,1.0,17724.66667,1.0,1140.106017,2,3
23,10.29285714,10.16285714,10.01,0.005890476,2.0,1.0,13233.14286,0.857142857,1140.106017,1,3
24,10.19714286,10.10285714,10.0,0.00702381,1.5,1.0,8152.714286,0.857142857,1140.106017,4,9
25,10.17882353,10.10117647,9.95,0.006936029,1.083333333,1.0,8214.411765,0.882352941,1140.106017,3,9
31,10.295,10.23,10.16,0.0098,3.0,2.0,22631.0,1.0,1140.106017,1,9
23,10.464,10.252,10.15,0.00477,1.0,1.0,25886.0,0.4,1142.590106,4,9
24,10.35875,10.2325,10.08,0.005278571,2.5,1.0,22717.5,0.75,1142.590106,3,9
25,10.374,10.234,10.14,0.00373,1.6,1.0,22317.0,0.6,1142.590106,2,9
26,10.27714286,10.21,10.06,0.0076,1.714285714,1.0,19965.14286,0.857142857,1142.590106,1,9
29,10.17090909,10.16181818,10.04,0.005496364,2.0,1.0,13239.36364,0.909090909,1142.590106,2,9
30,10.14352941,10.07058824,9.95,0.011680882,1.647058824,1.0,7438.294118,0.764705882,1142.590106,1,9
31,10.09461538,10.04615385,9.84,0.009408974,3.307692308,1.0,5142.307692,0.846153846,1142.590106,5,9
32,10.25,10.18333333,10.13,0.007033333,5.0,2.0,15812.66667,0.666666667,1142.590106,4,9
23,10.16833333,10.04333333,9.97,0.002866667,1.333333333,1.0,3847.0,1.0,1138.229236,1,9
18,10.292,10.246,10.17,0.00328,1.6,1.0,24221.8,1.0,1140.91766,1,9
23,10.476,10.246,10.21,0.00063,3.2,1.0,23306.4,0.4,1140.106017,2,9
24,10.29,10.26,10.26,0.0,3.0,3.0,25590.0,1.0,1140.106017,1,9
25,10.5,10.21,10.21,0.0,3.0,3.0,17420.0,0.0,1140.106017,5,9
27,10.4175,10.2425,10.17,0.002491667,3.25,1.0,23262.0,0.5,1140.106017,3,9
29,10.54,10.25,10.25,0.0,1.0,1.0,23770.0,0.0,1140.106017,1,9
20,10.29375,10.1225,10.03,0.005992857,2.2,1.0,9635.125,0.625,1144.561396,3,9
21,10.348,10.187,10.08,0.005601111,3.571428571,1.0,16340.5,0.4,1144.561396,2,9
22,10.25913043,10.15304348,9.99,0.007622134,2.875,1.0,13025.08696,0.739130435,1144.561396,1,9
23,10.15380952,10.07857143,9.94,0.008652857,1.95,1.0,7042.571429,0.761904762,1144.561396,4,9
24,10.17631579,10.13684211,9.99,0.007811696,2.315789474,1.0,11501.47368,0.894736842,1144.561396,3,9
25,10.17333333,10.11444444,10.04,0.003261438,2.444444444,1.0,8298.222222,0.944444444,1144.561396,2,9
26,10.078,10.104,10.04,0.00403,3.4,2.0,7479.2,1.0,1144.561396,1,9
27,10.42,10.27666667,10.26,0.000433333,2.666666667,1.0,28972.66667,0.666666667,1144.561396,4,9
28,10.32428571,10.24857143,10.17,0.001947619,3.571428571,2.0,24261.0,1.0,1144.561396,3,9
29,10.355,10.26,10.22,0.00068,3.5,2.0,25826.0,0.833333333,1144.561396,2,9
30,10.35666667,10.24,10.21,0.0019,2.5,2.0,22624.33333,0.666666667,1144.561396,1,9
31,10.4425,10.2,10.14,0.005066667,4.25,1.0,17600.75,0.25,1144.561396,4,9
20,10.24,10.28,10.28,0.0,1.0,1.0,29380.0,1.0,1137.046569,4,9
22,10.29,10.21333333,10.16,0.003033333,1.666666667,1.0,18752.66667,1.0,1137.046569,2,9
23,10.345,10.18,10.04,0.0102,3.25,1.0,16184.5,0.75,1137.046569,1,9
24,10.1875,10.16875,10.06,0.005155357,2.0,1.0,13997.625,1.0,1137.046569,4,9
25,10.23111111,10.19,10.1,0.002675,3.888888889,1.0,15674.66667,1.0,1137.046569,3,9
26,10.04833333,10.03833333,9.99,0.001896667,4.0,2.0,3482.5,1.0,1137.046569,2,9
27,10.16666667,10.09666667,10.04,0.004433333,4.666666667,3.0,6942.666667,0.666666667,1137.046569,1,9
28,10.17909091,10.09636364,9.92,0.009925455,2.727272727,1.0,8449.636364,0.727272727,1137.046569,5,6
29,10.08090909,10.05545455,9.9,0.020027273,1.9,1.0,8140.363636,0.909090909,1137.046569,4,6
30,10.192,10.19,10.05,0.007,4.2,1.0,16748.8,1.0,1137.046569,3,6
32,10.035,10.04416667,9.83,0.011826515,1.5,1.0,5509.5,1.0,1137.046569,1,6
24,10.55,10.21,10.21,0.0,1.0,1.0,17420.0,0.0,1140.106017,1,9
25,10.65,10.26,10.22,0.0032,2.0,2.0,26392.5,0.0,1140.106017,5,9
26,10.2925,10.22125,10.14,0.004098214,3.0,1.0,20617.875,1.0,1140.106017,4,9
27,10.37428571,10.25428571,10.17,0.001728571,2.714285714,1.0,25174.85714,0.714285714,1140.106017,3,9
29,10.34625,10.22125,10.12,0.002926786,3.125,1.0,20124.0,0.75,1140.106017,1,9
22,10.385,10.18,10.11,0.0098,2.5,1.0,15393.5,0.5,1144.561396,2,9
23,10.5275,10.255,10.23,0.0011,1.25,1.0,25106.5,0.0,1144.561396,1,9
24,10.454,10.2,10.14,0.0042,2.5,1.0,17442.6,0.2,1144.561396,5,9
25,10.52,10.11,10.11,0.0,3.0,3.0,7017.0,0.0,1144.561396,4,9
20,10.48,10.27,10.27,0.0,1.0,1.0,27452.0,0.0,1140.106017,2,9
21,10.23,10.23,10.15,0.003466667,2.5,1.0,21544.0,1.0,1140.106017,1,9
22,10.29666667,10.22,10.17,0.0039,1.0,1.0,20005.66667,1.0,1140.106017,5,9
23,10.25,10.23333333,10.18,0.003733333,2.0,1.0,22103.33333,1.0,1140.106017,4,9
24,10.5,10.19,10.16,0.0018,1.5,1.0,15147.5,0.0,1140.106017,3,9
26,10.34666667,10.16166667,10.07,0.003416667,1.0,1.0,12534.0,0.5,1140.106017,1,9
20,10.43,10.19333333,10.1,0.006533333,1.666666667,1.0,16838.66667,0.333333333,1144.561396,2,9
21,10.57666667,10.20333333,10.06,0.015433333,1.333333333,1.0,20321.33333,0.0,1144.561396,1,9
22,10.316,10.12666667,9.97,0.007795238,2.4,1.0,10418.46667,0.533333333,1144.561396,5,9
23,10.29888889,10.16666667,10.05,0.0043,3.888888889,1.0,13366.77778,0.777777778,1144.561396,4,9
24,10.26666667,10.21,10.12,0.0067,3.333333333,2.0,19201.33333,1.0,1144.561396,3,9
25,10.57,10.29,10.29,0.0,1.0,1.0,31544.0,0.0,1144.561396,2,9
26,10.33,10.19,10.19,0.0,2.0,2.0,14702.0,1.0,1144.561396,1,9
19,10.36333333,10.19333333,10.15,0.001633333,1.0,1.0,15629.66667,0.666666667,1148.741935,3,9
20,10.36,10.26,10.24,0.0007,1.333333333,1.0,25798.33333,0.666666667,1148.741935,2,9
