age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Nat,Years to Olympics,Olympic Ranking
21,10.085,10.07642857,9.95,0.011547802,2.928571429,1.0,7749.785714,0.857142857,1138.013621,4,7
22,10.082,9.994,9.89,0.00513,1.6,1.0,2312.4,0.8,1138.013621,3,7
23,10.03,10.01933333,9.86,0.008820952,2.733333333,1.0,4056.266667,1.0,1138.013621,2,7
24,10.07076923,10.01076923,9.86,0.008874359,2.307692308,1.0,3577.538462,1.0,1138.013621,1,7
25,10.07285714,10.05857143,9.97,0.003214286,2.428571429,1.0,4634.0,1.0,1138.013621,5,9
26,10.018,9.964,9.91,0.00233,1.4,1.0,1377.6,1.0,1138.013621,4,9
27,10.16,10.14333333,10.02,0.006052381,2.133333333,1.0,11598.93333,1.0,1138.013621,3,9
29,10.14666667,10.14666667,10.06,0.006986667,2.833333333,1.0,12047.16667,1.0,1138.013621,1,9
18,10.2,10.21,10.21,0.0,6.0,6.0,17420.0,1.0,1144.561396,4,9
20,10.395,10.155,10.1,0.00605,2.0,2.0,11887.0,0.5,1144.561396,2,9
21,10.27875,10.0825,9.9,0.013992857,2.0,1.0,8198.125,0.625,1144.561396,1,9
22,10.455,10.125,9.97,0.04805,1.5,1.0,15328.5,0.5,1144.561396,4,9
23,10.46,10.3,10.3,0.0,5.0,5.0,33876.0,1.0,1144.561396,3,9
24,10.36,10.235,10.22,0.00045,1.0,1.0,21339.5,0.5,1137.753126,1,9
25,10.286,10.194,10.1,0.00673,1.2,1.0,17334.8,1.0,1137.753126,4,9
26,10.37666667,10.27333333,10.26,0.000233333,2.0,1.0,28195.33333,1.0,1137.753126,3,9
28,10.18454545,10.06545455,9.96,0.004007273,1.636363636,1.0,5185.727273,0.909090909,1137.753126,1,9
29,10.33363636,10.25272727,10.2,0.000941818,2.272727273,1.0,24640.54545,0.818181818,1137.753126,5,9
19,10.25,10.25,10.25,0.0,1.0,1.0,23770.0,1.0,1131.117647,3,9
22,10.2925,10.2375,10.18,0.002091667,1.75,1.0,22329.75,1.0,1131.117647,4,9
24,10.13,10.25,10.25,0.0,1.0,1.0,23770.0,1.0,1131.117647,2,9
25,10.21,10.21,10.21,0.0,1.0,1.0,17420.0,1.0,1131.117647,1,9
26,10.40666667,10.25,10.17,0.0049,3.666666667,2.0,25234.0,0.666666667,1131.117647,4,9
28,10.33,10.20333333,10.17,0.000833333,3.333333333,1.0,16754.66667,0.666666667,1131.117647,2,9
20,10.4,10.29,10.28,0.0002,1.5,1.0,31628.0,1.0,1137.753126,1,9
21,10.50714286,10.25285714,10.13,0.00332381,1.285714286,1.0,25501.42857,0.285714286,1137.753126,4,9
23,10.5,10.22,10.22,0.0,2.0,2.0,18909.0,0.0,1137.753126,2,9
21,10.23222222,10.16333333,10.03,0.0075,1.666666667,1.0,14017.0,1.0,1144.561396,2,9
22,10.2925,10.175,10.12,0.002542857,2.5,1.0,13814.375,0.75,1144.561396,1,9
25,10.19153846,10.15692308,9.97,0.01215641,2.230769231,1.0,14739.76923,1.0,1144.561396,2,9
26,10.160625,10.145625,9.95,0.010159583,3.25,1.0,12928.4375,0.875,1144.561396,1,9
27,10.22714286,10.16285714,10.08,0.00322381,2.714285714,1.0,12602.42857,0.857142857,1144.561396,4,9
30,10.27333333,10.18333333,10.06,0.005025,2.777777778,1.0,15603.55556,1.0,1144.561396,1,9
22,10.35,10.25,10.15,0.0032,1.8,1.0,24856.4,0.8,1138.25,2,9
24,10.45333333,10.24666667,10.23,0.000233333,2.666666667,1.0,23280.0,0.333333333,1138.25,4,9
25,10.54,10.185,10.18,5e-05,1.0,1.0,14113.5,0.0,1138.25,3,9
22,10.37,10.3,10.3,0.0,2.0,2.0,33876.0,1.0,1137.753126,5,9
23,10.4,10.3,10.3,0.0,2.0,2.0,33876.0,1.0,1137.753126,4,9
20,10.47,10.27,10.27,0.0,3.0,3.0,27452.0,1.0,1144.561396,4,9
21,10.34833333,10.10833333,9.91,0.010536667,1.5,1.0,8894.833333,0.5,1144.561396,3,9
22,10.266,10.04,9.95,0.00995,1.4,1.0,5008.8,0.4,1144.561396,2,9
23,10.292,10.184,10.0,0.006826667,3.1,1.0,16165.5,0.7,1144.561396,1,9
24,10.41,10.195,10.1,0.01805,2.0,1.0,18949.0,0.5,1144.561396,5,9
25,10.42,10.24,10.21,0.0018,4.5,2.0,22436.0,1.0,1144.561396,4,9
23,10.455,10.205,10.16,0.00405,3.0,1.0,17578.0,0.5,1144.561396,4,9
24,10.4,10.275,10.25,0.000566667,1.25,1.0,28695.0,1.0,1144.561396,3,9
25,10.42166667,10.225,10.16,0.00251,2.333333333,1.0,20532.0,0.666666667,1144.561396,2,9
26,10.26,10.27,10.27,0.0,1.0,1.0,27452.0,1.0,1144.561396,1,9
27,10.55,10.25,10.25,0.0,1.0,1.0,23770.0,0.0,1144.561396,4,9
21,10.4925,10.2575,10.2,0.002558333,2.5,1.0,26064.75,0.5,1144.561396,4,9
22,10.37428571,10.26571429,10.2,0.001095238,2.0,1.0,27071.57143,1.0,1144.561396,3,9
19,10.37,10.28,10.28,0.0,1.0,1.0,29380.0,1.0,1144.561396,2,9
20,10.215,10.25,10.25,0.0,2.5,1.0,23770.0,1.0,1144.561396,1,9
21,10.22,10.225,10.21,0.00045,1.5,1.0,19750.5,1.0,1144.561396,4,9
22,10.28,10.135,10.1,0.00245,2.0,1.0,9400.0,0.5,1144.561396,3,9
23,10.3925,10.175,10.03,0.009966667,1.25,1.0,15449.25,0.75,1144.561396,2,9
24,10.31,10.22,10.12,0.0044,2.4,1.0,20361.8,1.0,1144.561396,1,9
25,10.21533333,10.09133333,9.92,0.00748381,2.333333333,1.0,7556.2,0.733333333,1144.561396,4,9
26,10.13956522,10.11434783,9.99,0.007471146,2.043478261,1.0,9400.826087,0.913043478,1144.561396,3,9
27,10.19769231,10.16615385,10.08,0.003392308,3.230769231,1.0,13161.07692,0.923076923,1144.561396,2,9
28,10.16,10.10190476,9.98,0.00670619,3.285714286,1.0,8160.571429,0.904761905,1144.561396,1,9
29,10.175,10.0725,9.92,0.006792857,2.666666667,1.0,6003.5,0.75,1144.561396,4,5
30,10.085,10.07083333,9.94,0.007826515,2.727272727,2.0,6429.75,0.916666667,1144.561396,3,5
31,10.16090909,10.11636364,10.04,0.002385455,3.111111111,1.0,8109.818182,0.818181818,1144.561396,2,5
32,10.09,10.10833333,9.96,0.00399697,3.3,1.0,7842.5,0.916666667,1144.561396,1,5
33,10.3,10.14909091,10.04,0.003449091,3.0,1.0,11283.09091,0.545454545,1144.561396,4,9
34,10.21055556,10.17611111,9.97,0.008836928,3.888888889,1.0,15953.11111,0.944444444,1144.561396,3,9
35,10.21,10.1925,10.07,0.003693182,2.666666667,1.0,16359.41667,0.916666667,1144.561396,2,9
22,10.26,10.3,10.3,0.0,3.0,3.0,33876.0,1.0,1137.753126,1,9
21,10.36,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1144.561396,4,9
23,10.38,10.19,10.19,0.0,1.0,1.0,14702.0,1.0,1144.561396,2,9
24,10.47,10.24333333,10.17,0.004033333,2.0,1.0,23735.33333,0.333333333,1144.561396,1,9
26,10.40555556,10.14666667,10.0,0.0113,2.8,1.0,13334.55556,0.333333333,1144.561396,3,9
27,10.52,10.245,10.21,0.00245,4.0,4.0,23400.0,0.0,1144.561396,2,9
28,10.418,10.232,10.18,0.00197,2.666666667,2.0,21476.4,0.6,1144.561396,1,9
29,10.4075,10.2625,10.23,0.001025,4.0,1.0,26412.25,0.5,1144.561396,4,9
18,10.4725,10.25,10.18,0.0026,2.0,1.0,24655.75,0.5,1147.236581,3,9
22,10.6,10.255,10.21,0.00405,1.5,1.0,25648.0,0.0,1147.236581,4,9
23,10.42,10.25,10.24,0.0002,2.5,1.0,23835.5,1.0,1147.236581,3,9
21,10.402,10.254,10.17,0.001848889,1.3,1.0,25226.2,0.5,1138.25,5,9
22,10.485,10.21,10.2,0.0002,1.0,1.0,17468.0,0.5,1138.25,4,9
23,10.5,10.28,10.28,0.0,2.0,2.0,29380.0,0.0,1138.25,3,9
25,10.54,10.25,10.25,0.0,1.0,1.0,23770.0,0.0,1138.25,1,9
24,10.56,10.27,10.27,0.0,2.0,2.0,27452.0,0.0,1144.561396,3,9
28,10.24875,10.25375,10.2,0.001283929,2.25,1.0,24952.75,1.0,1144.561396,3,9
29,10.3,10.21,10.21,0.0,4.0,4.0,17420.0,1.0,1144.561396,2,9
30,10.47,10.28,10.28,0.0,3.0,3.0,29380.0,1.0,1144.561396,1,9
22,10.44,10.28,10.28,0.0,1.0,1.0,29380.0,1.0,1129.376263,3,9
23,10.635,10.29,10.28,0.0002,4.5,2.0,31628.0,0.0,1129.376263,2,9
24,10.37428571,10.26142857,10.22,0.000980952,1.857142857,1.0,26232.85714,0.714285714,1129.376263,1,9
26,10.26583333,10.1925,10.08,0.004747727,1.333333333,1.0,16760.75,0.916666667,1129.376263,4,9
27,10.388,10.232,10.2,0.00057,2.8,1.0,20955.2,0.8,1129.376263,3,9
29,10.345,10.29,10.28,0.0002,1.0,1.0,31628.0,1.0,1129.376263,1,9
20,10.43,10.29,10.29,0.0,6.0,6.0,31544.0,1.0,1131.261803,4,9
21,10.354,10.236,10.16,0.00208,2.8,1.0,22108.0,0.8,1131.261803,3,9
22,10.35714286,10.25571429,10.17,0.002461905,2.142857143,1.0,25705.28571,1.0,1131.261803,2,9
23,10.47,10.25,10.25,0.0,2.0,2.0,23770.0,0.0,1131.261803,1,9
20,10.34285714,10.16571429,10.01,0.009761905,3.142857143,1.0,14782.85714,0.571428571,1145.780702,1,9
24,10.485,10.225,10.09,0.0087,2.75,1.0,22282.75,0.75,1144.561396,4,9
25,10.43,10.26,10.26,0.0,1.0,1.0,25590.0,1.0,1144.561396,3,9
26,10.33636364,10.14727273,9.98,0.011321818,1.818181818,1.0,13320.54545,0.545454545,1144.561396,2,9
27,10.39818182,10.19545455,10.09,0.003467273,2.272727273,1.0,16724.09091,0.636363636,1144.561396,1,9
28,10.265,10.255,10.25,5e-05,2.0,1.0,24680.0,0.5,1144.561396,5,9
25,10.58,10.28,10.28,0.0,3.0,3.0,29380.0,0.0,1138.229236,1,9
20,10.24857143,10.20428571,10.16,0.001428571,2.0,1.0,17149.57143,1.0,1141.238585,1,9
21,10.3,10.27333333,10.26,0.000233333,1.0,1.0,28195.33333,1.0,1141.238585,4,9
22,10.29333333,10.27333333,10.25,0.000633333,1.666666667,1.0,28366.0,1.0,1141.238585,3,9
23,10.345,10.205,10.12,0.01445,2.0,1.0,19644.0,0.5,1141.238585,2,9
24,10.19,10.11,10.11,0.0,1.0,1.0,7017.0,1.0,1141.238585,1,9
25,10.44666667,10.27666667,10.27,0.000133333,4.333333333,2.0,28816.0,0.666666667,1141.238585,4,9
26,10.225,10.265,10.25,0.00045,2.0,1.0,26575.0,1.0,1141.238585,3,9
27,10.4,10.28,10.28,0.0,1.0,1.0,29380.0,1.0,1141.238585,2,9
29,10.76,10.28,10.28,0.0,1.0,1.0,29380.0,0.0,1141.238585,5,9
20,10.50666667,10.24,10.24,0.0,1.333333333,1.0,22081.0,0.0,1138.229236,5,9
21,10.34,10.2175,10.2,0.000158333,2.0,1.0,18581.25,1.0,1138.229236,4,9
22,10.256,10.163,10.01,0.006756667,2.6,1.0,13707.1,0.9,1138.229236,3,9
24,10.3,10.14333333,10.0,0.010986667,1.333333333,1.0,12655.0,0.833333333,1138.229236,1,9
23,10.27714286,10.22428571,10.12,0.003561905,2.428571429,1.0,20781.0,0.857142857,1144.561396,1,9
24,10.82333333,10.29333333,10.29,3.33e-05,1.333333333,1.0,32321.33333,0.0,1137.753126,3,9
27,10.425,10.25,10.2,0.005,3.0,1.0,24951.5,1.0,1137.753126,4,9
30,10.4125,10.2675,10.22,0.001164286,2.5,1.0,27529.0,0.625,1137.753126,1,9
22,10.62,10.29,10.29,0.0,2.0,2.0,31544.0,0.0,1123.370066,1,9
19,10.53,10.2,10.2,0.0,1.0,1.0,16027.0,0.0,1123.370066,3,9
20,10.37,10.26,10.19,0.0037,1.333333333,1.0,26707.33333,0.666666667,1123.370066,2,9
21,10.22,10.18,10.15,0.0018,1.0,1.0,13901.0,1.0,1123.370066,1,9
22,10.38,10.23666667,10.22,0.000433333,1.0,1.0,21659.66667,0.666666667,1123.370066,5,9
23,10.47,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1123.370066,4,9
25,10.51,10.3,10.3,0.0,2.0,2.0,33876.0,0.0,1123.370066,2,9
20,10.4,10.21,10.16,0.005,2.0,1.0,18488.0,0.5,1124.962329,3,9
21,10.2825,10.235,10.14,0.004833333,1.75,1.0,22819.75,1.0,1124.962329,2,9
22,10.34,10.3,10.3,0.0,3.0,3.0,33876.0,1.0,1124.962329,1,9
24,10.33333333,10.22666667,10.19,0.001033333,2.333333333,2.0,20184.33333,0.666666667,1144.561396,1,9
25,10.35333333,10.21666667,10.1,0.005225,2.75,1.0,20296.22222,0.555555556,1144.561396,4,9
26,10.265,10.12666667,9.95,0.010906667,2.833333333,1.0,10836.33333,0.666666667,1144.561396,3,9
27,10.22285714,10.16,10.05,0.004538462,2.0,1.0,12807.71429,0.857142857,1144.561396,2,9
28,10.2,10.21333333,10.11,0.003626667,3.166666667,1.0,19122.16667,1.0,1144.561396,1,9
29,10.21,10.19666667,10.09,0.005546667,2.333333333,1.0,17402.66667,1.0,1144.561396,4,9
31,10.28090909,10.16454545,9.92,0.013607273,3.0,1.0,15679.63636,0.818181818,1144.561396,2,9
21,10.37,10.17,10.17,0.0,1.0,1.0,12446.0,1.0,1144.561396,4,9
22,10.56,10.23,10.21,0.0008,4.5,3.0,20595.0,0.0,1144.561396,3,9
24,10.31866667,10.24666667,10.09,0.003380952,2.866666667,1.0,24509.4,0.733333333,1144.561396,1,9
25,10.34,10.18666667,10.1,0.010533333,2.0,1.0,17205.33333,0.666666667,1144.561396,4,9
26,10.38666667,10.25666667,10.24,0.000233333,2.333333333,1.0,25041.0,0.666666667,1144.561396,3,9
27,10.48,10.28,10.28,0.0,5.0,5.0,29380.0,1.0,1144.561396,2,9
28,10.375,10.24,10.21,0.0018,3.0,1.0,22436.0,1.0,1144.561396,1,9
30,10.45,10.27,10.25,0.0008,1.0,1.0,27657.0,1.0,1144.561396,3,9
31,10.46,10.25,10.19,0.00165,3.8,1.0,24339.2,0.6,1144.561396,2,9
23,10.33285714,10.26142857,10.22,0.000780952,3.142857143,1.0,26141.57143,0.857142857,1123.370066,1,9
24,10.3775,10.24083333,10.12,0.003208333,2.545454545,1.0,23434.16667,0.583333333,1123.370066,4,9
25,10.405,10.2625,10.23,0.000558333,4.25,3.0,26207.5,0.75,1123.370066,3,9
26,10.27181818,10.17909091,10.08,0.005069091,1.636363636,1.0,15172.72727,0.909090909,1123.370066,2,9
27,10.4,10.29,10.29,0.0,2.0,2.0,31544.0,1.0,1123.370066,1,9
31,10.2975,10.23,10.16,0.003266667,2.0,1.0,21555.5,0.75,1123.370066,1,9
32,10.464,10.258,10.2,0.00157,1.8,1.0,25797.4,0.6,1123.370066,4,9
23,10.26,10.255,10.23,0.000566667,1.75,1.0,24848.25,1.0,1129.376263,3,9
24,10.265,10.2,10.16,0.0032,1.0,1.0,16733.5,1.0,1129.376263,2,9
25,10.35777778,10.27,10.22,0.0009,3.444444444,1.0,27870.11111,0.777777778,1129.376263,1,9
26,10.295,10.242,10.15,0.002417778,2.1,1.0,23343.7,1.0,1129.376263,4,9
30,10.23,10.16,10.16,0.0,1.0,1.0,11386.0,1.0,1129.376263,4,9
32,10.26,10.24,10.24,0.0,1.0,1.0,22081.0,1.0,1129.376263,2,9
33,10.34,10.265,10.25,0.00045,3.5,2.0,26575.0,1.0,1129.376263,1,9
24,10.73,10.28,10.28,0.0,3.0,3.0,29380.0,0.0,1129.119266,3,9
26,10.365,10.27,10.26,0.0002,1.5,1.0,27485.0,1.0,1129.119266,1,9
19,10.2,10.19,10.19,0.0,1.0,1.0,14702.0,1.0,1151.202683,1,9
20,10.2525,10.155,9.98,0.008314286,2.625,1.0,13177.125,0.875,1151.202683,4,9
21,10.199,10.181,10.03,0.008321111,2.2,1.0,16318.3,1.0,1151.202683,3,9
22,10.205,10.1175,10.06,0.001878571,2.75,1.0,8064.25,1.0,1151.202683,2,9
23,10.15444444,10.09777778,9.94,0.012319444,2.333333333,1.0,9212.222222,0.777777778,1151.202683,1,9
24,10.09888889,10.07222222,9.91,0.010794444,2.111111111,1.0,7020.555556,1.0,1151.202683,5,9
25,10.16,10.14,10.11,0.0018,3.0,1.0,9731.5,1.0,1151.202683,4,9
26,10.2425,10.225,10.17,0.0027,3.0,2.0,20524.5,1.0,1151.202683,3,9
27,10.12,10.085,9.96,0.012033333,2.25,1.0,7588.75,0.75,1151.202683,2,9
28,10.255,10.13083333,10.03,0.004699242,3.0,1.0,9930.833333,0.833333333,1151.202683,1,9
19,10.28,10.28,10.28,0.0,1.0,1.0,29380.0,1.0,1124.962329,2,9
24,10.365,10.23166667,10.09,0.005496667,1.666666667,1.0,22553.16667,0.666666667,1124.962329,1,9
25,10.30777778,10.18555556,10.0,0.009752778,1.555555556,1.0,17303.55556,0.777777778,1124.962329,4,9
26,10.29666667,10.14166667,10.01,0.009656667,1.833333333,1.0,12118.0,0.833333333,1124.962329,3,9
27,10.2275,10.1575,10.07,0.004678571,2.25,1.0,12553.875,0.875,1124.962329,2,9
28,10.22777778,10.16888889,10.01,0.012261111,1.444444444,1.0,16114.44444,0.777777778,1124.962329,1,9
29,10.27444444,10.18888889,9.99,0.008436111,2.444444444,1.0,17183.11111,0.888888889,1124.962329,5,9
30,10.4175,10.25,10.15,0.0046,1.5,1.0,25272.5,0.75,1124.962329,4,9
31,10.36571429,10.26,10.13,0.0036,2.428571429,1.0,26926.42857,1.0,1124.962329,3,9
32,10.31,10.26857143,10.24,0.000547619,1.571428571,1.0,27462.14286,1.0,1124.962329,2,9
33,10.32,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1124.962329,1,9
21,10.52,10.3,10.3,0.0,3.0,3.0,33876.0,0.0,1124.962329,3,9
23,10.165,10.16166667,10.0,0.009256667,1.666666667,1.0,13999.66667,0.833333333,1124.962329,1,9
26,10.27,10.225,10.21,0.00045,4.0,3.0,19750.5,1.0,1151.202683,4,9
27,10.4,10.205,10.16,0.00405,2.0,1.0,17578.0,0.5,1151.202683,3,9
28,10.1625,10.17,10.09,0.0078,1.0,1.0,14633.75,1.0,1151.202683,2,9
29,10.365,10.23,10.16,0.004933333,2.0,1.0,22041.75,0.75,1151.202683,1,9
32,10.34,10.14,10.1,0.0032,1.0,1.0,9939.5,0.5,1151.202683,2,9
33,10.37875,10.215,10.07,0.005971429,1.285714286,1.0,20227.875,0.75,1151.202683,1,9
20,10.38,10.2,10.18,0.0008,1.5,1.0,16217.0,1.0,1144.561396,3,9
23,10.32,10.1925,10.08,0.010091667,4.0,2.0,18065.75,0.75,1144.561396,5,9
24,10.52,10.29,10.29,0.0,1.0,1.0,31544.0,0.0,1144.561396,4,9
25,10.48333333,10.21,10.19,0.0007,1.0,1.0,17603.33333,0.333333333,1144.561396,3,9
19,10.22666667,10.15333333,10.08,0.005546667,1.166666667,1.0,12320.16667,0.666666667,1144.561396,4,1
21,10.15111111,10.10555556,9.97,0.008052778,2.111111111,1.0,8800.888889,0.777777778,1144.561396,2,1
22,10.09625,10.025,9.85,0.0128,2.375,1.0,4978.375,0.8125,1144.561396,1,1
23,10.07,10.057,9.84,0.014253684,1.25,1.0,6877.6,0.9,1144.561396,4,9
28,10.20285714,10.18142857,10.09,0.003947619,1.285714286,1.0,15013.57143,0.857142857,1144.561396,3,3
29,10.14933333,10.08533333,9.95,0.00738381,2.6,1.0,7108.4,0.866666667,1144.561396,2,3
30,10.03916667,9.916666667,9.79,0.01189697,1.25,1.0,1517.416667,0.916666667,1144.561396,1,3
31,10.02375,9.954375,9.85,0.00422625,1.5625,1.0,1452.3125,0.8125,1144.561396,4,9
32,9.915625,9.93625,9.76,0.015985,1.0,1.0,2185.3125,0.8125,1144.561396,3,9
33,9.867777778,9.824444444,9.74,0.010777778,1.111111111,1.0,485.0,0.888888889,1144.561396,2,9
34,10.03461538,9.946153846,9.8,0.010075641,1.076923077,1.0,2065.846154,0.846153846,1144.561396,1,9
35,10.03166667,10.035,9.92,0.0099,1.916666667,1.0,5177.583333,0.916666667,1144.561396,5,9
36,10.074,10.094,10.03,0.00493,2.8,1.0,7056.2,1.0,1144.561396,4,9
37,10.06285714,10.04071429,9.87,0.015407143,2.0,1.0,6282.571429,1.0,1144.561396,3,9
38,10.2725,10.0425,9.99,0.002091667,2.0,2.0,3643.75,0.5,1144.561396,2,9
39,10.18230769,10.07461538,9.93,0.013460256,2.769230769,1.0,7946.153846,0.769230769,1144.561396,1,9
20,10.455,10.14,10.13,0.0002,1.5,1.0,9484.5,0.0,1144.561396,3,9
21,10.6,10.2,10.18,0.0008,1.5,1.0,16217.0,0.0,1144.561396,2,9
23,10.55,10.265,10.25,0.00045,4.0,1.0,26575.0,0.0,1144.561396,4,9
24,10.33375,10.12625,9.95,0.0109125,1.625,1.0,11143.0,0.5,1144.561396,3,9
25,10.32125,10.1675,10.06,0.005678571,3.375,1.0,13977.875,0.75,1144.561396,2,9
26,10.38,10.204,10.05,0.01038,4.0,1.0,19795.2,1.0,1144.561396,1,9
27,10.445,10.215,10.19,0.00125,4.5,2.0,18391.5,0.0,1144.561396,5,9
28,10.396,10.2,10.16,0.00095,4.2,2.0,16356.0,0.8,1144.561396,4,9
18,10.33,10.26,10.26,0.0,2.0,2.0,25590.0,1.0,1140.106017,4,9
20,10.47,10.295,10.29,5e-05,1.0,1.0,32710.0,0.5,1140.106017,2,9
21,10.34,10.23,10.23,0.0,1.0,1.0,20480.0,1.0,1140.106017,1,9
22,10.54,10.27,10.27,0.0,3.0,3.0,27452.0,0.0,1140.106017,4,9
24,10.302,10.222,10.15,0.00237,1.2,1.0,19972.2,1.0,1140.106017,2,9
25,10.3275,10.18166667,10.09,0.005578788,2.833333333,1.0,15732.25,0.75,1140.106017,1,9
26,10.3775,10.21,10.16,0.003133333,3.5,1.0,18414.75,0.5,1140.106017,4,9
27,10.48,10.27,10.27,0.0,3.0,3.0,27452.0,0.0,1140.106017,3,9
28,10.357,10.199,10.08,0.005032222,2.7,1.0,17712.4,0.6,1140.106017,2,9
29,10.48,10.23,10.23,0.0,4.0,4.0,20480.0,0.0,1140.106017,1,9
20,10.58,10.3,10.3,0.0,1.0,1.0,33876.0,0.0,1126.346154,1,9
21,10.25,10.22153846,10.15,0.002080769,2.615384615,1.0,19947.30769,0.923076923,1126.346154,5,9
22,10.38230769,10.21153846,10.07,0.004847436,2.461538462,1.0,19449.61538,0.692307692,1126.346154,4,9
23,10.45,10.285,10.28,5e-05,1.0,1.0,30462.0,1.0,1126.346154,3,9
24,10.3925,10.235,10.16,0.0027,1.25,1.0,22076.5,0.5,1126.346154,2,9
22,10.46666667,10.26666667,10.25,0.000233333,1.0,1.0,26867.33333,0.666666667,1144.561396,3,9
23,10.38833333,10.19833333,10.12,0.002216667,3.0,1.0,16562.66667,0.5,1144.561396,2,9
24,10.382,10.189,10.05,0.006454444,3.0,1.0,16811.1,0.6,1144.561396,1,9
25,10.275,10.24,10.2,0.0032,2.5,1.0,22703.5,1.0,1144.561396,4,9
26,10.315,10.19,10.16,0.001266667,2.75,1.0,15168.0,0.75,1144.561396,3,9
27,10.2625,10.2,10.14,0.004466667,3.0,1.0,17455.25,1.0,1144.561396,2,9
28,10.396,10.256,10.2,0.00223,2.0,1.0,25649.4,0.8,1144.561396,1,9
29,10.444,10.236,10.17,0.00228,3.4,1.0,22165.8,0.6,1144.561396,4,9
30,10.31888889,10.24777778,10.15,0.001794444,3.555555556,1.0,24086.77778,0.888888889,1144.561396,3,9
31,10.43,10.245,10.24,5e-05,4.0,4.0,22925.5,0.5,1144.561396,2,9
20,10.39,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1144.561396,4,9
21,10.4,10.21,10.21,0.0,5.0,5.0,17420.0,1.0,1144.561396,3,9
22,10.325,10.19,10.16,0.0018,4.5,3.0,15147.5,0.5,1144.561396,2,9
23,10.27,10.23,10.23,0.0,5.0,5.0,20480.0,1.0,1144.561396,1,9
24,10.146,10.112,9.96,0.004831429,2.923076923,1.0,8346.0,0.933333333,1144.561396,4,9
25,10.30125,10.19,10.07,0.005914286,2.833333333,1.0,16703.375,0.625,1144.561396,3,9
26,10.30416667,10.22833333,10.14,0.002433333,3.636363636,1.0,21122.16667,0.916666667,1144.561396,2,9
27,10.72,10.22,10.22,0.0,3.0,3.0,18909.0,0.0,1144.561396,1,9
31,10.26636364,10.22545455,10.15,0.002707273,2.909090909,1.0,20770.36364,0.909090909,1144.561396,1,9
20,10.43,10.27,10.27,0.0,1.0,1.0,27452.0,1.0,1141.238585,1,9
24,10.32,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1151.202683,2,9
25,10.32,10.2125,10.21,2.5e-05,2.5,1.0,17792.25,0.75,1151.202683,1,9
26,10.286,10.236,10.17,0.00363,3.2,2.0,22694.4,0.8,1151.202683,5,9
22,10.48,10.26,10.26,0.0,2.0,2.0,25590.0,0.0,1151.202683,1,9
23,10.416,10.23,10.15,0.00315,2.6,1.0,21497.2,0.6,1151.202683,4,9
25,10.79,10.23,10.23,0.0,1.0,1.0,20480.0,0.0,1151.202683,2,9
27,10.42333333,10.13666667,10.04,0.020233333,1.0,1.0,13906.0,0.333333333,1151.202683,4,9
18,10.36,10.23,10.23,0.0,3.0,3.0,20480.0,1.0,1127.759152,1,9
20,10.47166667,10.26,10.23,0.00056,2.833333333,2.0,25823.0,0.666666667,1127.759152,3,9
21,10.41,10.27,10.24,0.0007,1.333333333,1.0,27668.33333,0.666666667,1127.759152,2,9
22,10.34666667,10.21,10.19,0.0004,1.333333333,1.0,17534.0,0.666666667,1127.759152,1,9
24,10.6,10.29,10.29,0.0,1.0,1.0,31544.0,0.0,1127.759152,4,9
19,10.40285714,10.20714286,10.12,0.003190476,2.571428571,1.0,18168.28571,0.428571429,1144.561396,2,9
20,10.29818182,10.20363636,10.09,0.003565455,1.909090909,1.0,17842.90909,0.909090909,1144.561396,1,9
23,10.42,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1144.561396,2,9
24,10.48333333,10.25333333,10.21,0.001633333,1.333333333,1.0,24851.33333,0.333333333,1144.561396,1,9
25,10.335,10.255,10.23,0.00125,2.5,2.0,24930.0,1.0,1127.759152,4,9
26,10.26428571,10.17,10.13,0.0021,1.571428571,1.0,13106.0,0.714285714,1127.759152,3,9
27,10.236,10.212,10.09,0.00752,2.8,1.0,20077.6,1.0,1127.759152,2,9
28,10.35,10.265,10.25,0.00045,2.5,2.0,26575.0,0.5,1127.759152,1,9
31,10.625,10.27,10.24,0.0018,3.0,2.0,27978.5,0.0,1127.759152,3,9
20,10.32333333,10.2,10.15,0.0021,2.0,1.0,16627.66667,0.666666667,1144.561396,1,9
21,10.39333333,10.16333333,9.98,0.027233333,1.0,1.0,17595.0,0.666666667,1144.561396,5,9
22,10.39166667,10.215,10.12,0.00591,3.0,1.0,20247.33333,0.833333333,1144.561396,4,9
23,10.29,10.11,10.11,0.0,4.0,4.0,7017.0,1.0,1144.561396,3,9
22,10.38666667,10.24833333,10.21,0.001056667,2.666666667,1.0,23876.16667,0.833333333,1144.561396,1,9
23,10.35,10.2025,10.13,0.002691667,2.5,1.0,17194.0,0.75,1144.561396,4,9
24,10.324,10.252,10.16,0.00337,4.2,1.0,25333.2,1.0,1144.561396,3,9
