Year,Average Age mean,Average Net Result mean,Average Mark var,current_match_ranking mean,current_match_ranking min,Average Mark min,Nation mean,Athlete,Years to Olympics,Finalist_Weight
2011,19,10.505,0.0008,2,1,10.25,1162.025794,Aaron BROWN,2,0
2012,19.4,10.411,0.004533333,2.5,1,10.09,1162.025794,Aaron BROWN,1,0
2013,20.5,10.25166667,0.006584091,1.916666667,1,10.01,1162.025794,Aaron BROWN,4,0
2014,21.55555556,10.23111111,0.003136111,2,1,10.07,1162.025794,Aaron BROWN,3,0
2015,23,10.25,0.002758333,3,1,10.03,1162.025794,Aaron BROWN,2,0
2016,23.72727273,10.21454545,0.012609091,3,1,9.95,1162.025794,Aaron BROWN,1,0
2017,24.33333333,10.26666667,0.025633333,3.666666667,2,9.98,1162.025794,Aaron BROWN,5,0
2018,25.66666667,10.21,0.002946667,1.833333333,1,10.12,1162.025794,Aaron BROWN,4,0
2019,26.75,10.16416667,0.008244697,2.416666667,1,9.96,1162.025794,Aaron BROWN,3,0
2020,28,10.35,0.00207,2.8,1,10.15,1162.025794,Aaron BROWN,2,0
2021,28.5,10.2125,0.0017,3.75,1,10.08,1162.025794,Aaron BROWN,1,0
2012,19,10.32,0.009309695,1,1,10.19,1179.629412,Akani SIMBINE,1,0
2013,19,10.73,0.009309695,2,2,10.24,1179.629412,Akani SIMBINE,4,1
2014,20,10.26,0.005687912,2.071428571,1,10.02,1179.629412,Akani SIMBINE,3,1
2015,21,10.13190476,0.00965368,2.045454545,1,9.97,1179.629412,Akani SIMBINE,2,1
2016,22,10.15473684,0.015516374,2.105263158,1,9.89,1179.629412,Akani SIMBINE,1,1
2017,23,10.04375,0.006402917,2.1875,1,9.92,1179.629412,Akani SIMBINE,5,1
2018,24,10.0835,0.006448421,2.45,1,9.93,1179.629412,Akani SIMBINE,4,1
2019,25.1875,10.061875,0.006398333,2.5625,1,9.92,1179.629412,Akani SIMBINE,3,1
2020,26,10.06285714,0.010680952,1,1,9.91,1179.629412,Akani SIMBINE,2,1
2021,27,10.021875,0.013688971,2.294117647,1,9.82,1179.629412,Akani SIMBINE,1,1
2013,18,10.48833333,0.013696667,1.166666667,1,9.96,1162.025794,Andre DE GRASSE,4,1
2014,19,10.33333333,0.013233333,1.333333333,1,10.03,1162.025794,Andre DE GRASSE,3,1
2015,20,10.13941176,0.008750735,1.529411765,1,9.75,1162.025794,Andre DE GRASSE,2,1
2016,21,10.11583333,0.009154545,2.083333333,1,9.91,1162.025794,Andre DE GRASSE,1,1
2017,22,10.1475,0.027392857,2,1,9.69,1162.025794,Andre DE GRASSE,5,1
2018,23,10.25,0.0025,5,3,10.15,1162.025794,Andre DE GRASSE,4,1
2019,24,10.08076923,0.005357692,2.307692308,1,9.9,1162.025794,Andre DE GRASSE,3,1
2020,25,10.225,0.0121,1.75,1,9.97,1162.025794,Andre DE GRASSE,2,1
2021,26,10.09692308,0.0193,2.076923077,1,9.74,1162.025794,Andre DE GRASSE,1,1
2017,20,10.32125,0.001171429,1.375,1,10.19,1147.590476,Arthur CISS¨¦,5,0
2018,21,10.238,0.008538095,2.785714286,1,9.94,1147.590476,Arthur CISS¨¦,4,0
2019,22,10.18727273,0.011272727,3.045454545,1,9.93,1147.590476,Arthur CISS¨¦,3,0
2020,23,10.116,0.00837,1.6,1,10.04,1147.590476,Arthur CISS¨¦,2,0
2021,24,10.33545455,0.007805455,2.545454545,1,10.01,1147.590476,Arthur CISS¨¦,1,0
2002,19,10.316,0.002581818,2.272727273,1,10.12,1169.777336,Asafa POWELL,3,0
2003,20,10.18777778,0.003444444,1.666666667,1,10.02,1169.777336,Asafa POWELL,2,0
2004,21,9.987142857,0.013191209,1.357142857,1,9.87,1169.777336,Asafa POWELL,1,0
2005,22,10.08375,0.013335714,1.25,1,9.77,1169.777336,Asafa POWELL,4,1
2006,23,10.0015,0.021019737,1,1,9.77,1169.777336,Asafa POWELL,3,1
2007,24,9.990666667,0.020180952,1.2,1,9.74,1169.777336,Asafa POWELL,2,1
2008,25,9.953333333,0.020424762,1.476190476,1,9.72,1169.777336,Asafa POWELL,1,1
2009,26,10.01391304,0.015120949,2.043478261,1,9.82,1169.777336,Asafa POWELL,4,1
2010,27,9.939,0.015826667,1.2,1,9.72,1169.777336,Asafa POWELL,3,1
2011,28,10.00545455,0.005681818,1.181818182,1,9.78,1169.777336,Asafa POWELL,2,1
2012,29,10.00333333,0.011536111,1.888888889,1,9.85,1169.777336,Asafa POWELL,1,1
2014,31,10.0675,0.019783929,2.125,1,9.87,1169.777336,Asafa POWELL,3,0
2015,32,9.954210526,0.006745029,1.631578947,1,9.81,1169.777336,Asafa POWELL,2,0
2016,33,10.07,0.00675,1.928571429,1,9.92,1169.777336,Asafa POWELL,1,0
2017,34,10.15714286,0.002195238,2.857142857,1,10.08,1169.777336,Asafa POWELL,5,0
2018,35,10.23,0.011582845,4,4,10.24,1169.777336,Asafa POWELL,4,0
2019,36,10.28375,0.007507143,2.75,1,10.02,1169.777336,Asafa POWELL,3,0
2021,38,10.52,0.011582845,2,2,10.07,1169.777336,Asafa POWELL,1,0
1992,18,10.38666667,0.0019,1,1,10.22,1162.476471,Ato BOLDON,1,0
1993,19,10.3,0.007109192,1,1,10.23,1162.476471,Ato BOLDON,4,1
1994,20,10.30333333,0.001733333,3,2,10.07,1162.476471,Ato BOLDON,3,1
1995,21,10.153125,0.00728,1.875,1,10.01,1162.476471,Ato BOLDON,2,1
1996,22,10.06526316,0.00845614,2.117647059,1,9.9,1162.476471,Ato BOLDON,1,1
1997,23,10.08454545,0.013641818,2.545454545,1,9.87,1162.476471,Ato BOLDON,4,0
1998,24,10.02190476,0.010754762,1.65,1,9.86,1162.476471,Ato BOLDON,3,0
1999,25,10.04125,0.012869643,1.375,1,9.86,1162.476471,Ato BOLDON,2,0
2000,26,10.15238095,0.008049048,2.277777778,1,9.95,1162.476471,Ato BOLDON,1,0
2001,27,10.15764706,0.013577941,2.235294118,1,9.88,1162.476471,Ato BOLDON,4,1
2002,28,10.42,0.0002,7,6,10.23,1162.476471,Ato BOLDON,3,1
2003,29,10.31,0.006047619,4.285714286,1,10.09,1162.476471,Ato BOLDON,2,1
2004,30,10.08,0.0008,1.5,1,10.09,1162.476471,Ato BOLDON,1,1
1996,19,10.36,0.004641093,1,1,10.3,1142.260684,Aziz ZAKARI,1,0
1997,20,10.31,0.000233333,3.666666667,3,10.26,1142.260684,Aziz ZAKARI,4,0
1998,21.66666667,10.29333333,0.0048,1,1,10.17,1142.260684,Aziz ZAKARI,3,0
1999,22,10.4,0.004641093,5,5,10.08,1142.260684,Aziz ZAKARI,2,0
2000,23.25,10.21083333,0.003420455,2.583333333,1,10.06,1142.260684,Aziz ZAKARI,1,0
2001,24.1,10.178,0.006689211,2.4,1,10.04,1142.260684,Aziz ZAKARI,4,1
2002,25.07692308,10.28230769,0.001985897,3.615384615,2,10.13,1142.260684,Aziz ZAKARI,3,1
2003,26,10.21125,0.010199583,2.75,1,9.98,1142.260684,Aziz ZAKARI,2,1
2004,27.14285714,10.12095238,0.007575714,2.238095238,1,10,1142.260684,Aziz ZAKARI,1,1
2005,28.15789474,10.13052632,0.009832164,2.631578947,1,9.99,1142.260684,Aziz ZAKARI,4,0
2006,29,10.245,0.0002,4,3,10.22,1142.260684,Aziz ZAKARI,3,0
2008,31.2,10.314,0.00143,2.2,1,10.15,1142.260684,Aziz ZAKARI,1,0
2009,32,10.3075,0.006758333,1,1,10.12,1142.260684,Aziz ZAKARI,4,0
2010,33.125,10.2925,0.004742857,2,1,10.12,1142.260684,Aziz ZAKARI,3,0
2011,34.16666667,10.45166667,0.002466667,1.666666667,1,10.16,1142.260684,Aziz ZAKARI,2,0
1998,20,10.29375,0.005992857,2.2,1,10.03,1168.445443,Bernard WILLIAMS,3,0
1999,21,10.348,0.005601111,3.571428571,1,10.08,1168.445443,Bernard WILLIAMS,2,0
2000,22,10.25913043,0.007622134,2.875,1,9.99,1168.445443,Bernard WILLIAMS,1,0
2001,23,10.15380952,0.008652857,1.95,1,9.94,1168.445443,Bernard WILLIAMS,4,0
2002,24,10.17631579,0.007811696,2.315789474,1,9.99,1168.445443,Bernard WILLIAMS,3,0
2003,25,10.17333333,0.003261438,2.444444444,1,10.04,1168.445443,Bernard WILLIAMS,2,0
2004,26,10.078,0.00403,3.4,2,10.04,1168.445443,Bernard WILLIAMS,1,0
2005,27,10.42,0.000433333,2.666666667,1,10.26,1168.445443,Bernard WILLIAMS,4,0
2006,28,10.32428571,0.001947619,3.571428571,2,10.17,1168.445443,Bernard WILLIAMS,3,0
2007,29,10.355,0.00068,3.5,2,10.22,1168.445443,Bernard WILLIAMS,2,0
2008,30,10.35666667,0.0019,2.5,2,10.21,1168.445443,Bernard WILLIAMS,1,0
2009,31,10.4425,0.005066667,4.25,1,10.14,1168.445443,Bernard WILLIAMS,4,0
1994,19,10.43,0.006602206,5,5,10.27,1168.445443,Brian LEWIS,3,0
1995,20,10.47666667,0.012433333,2.333333333,1,10.03,1168.445443,Brian LEWIS,2,0
1996,21,10.25909091,0.009469091,2.333333333,1,10.03,1168.445443,Brian LEWIS,1,0
1997,22,10.19285714,0.007363187,2.75,1,10,1168.445443,Brian LEWIS,4,0
1998,23,10.19956522,0.006931225,2.857142857,1,9.98,1168.445443,Brian LEWIS,3,0
1999,24,10.203125,0.008413333,2.769230769,1,10,1168.445443,Brian LEWIS,2,0
2000,25,10.15043478,0.007985771,2.611111111,1,9.96,1168.445443,Brian LEWIS,1,0
2001,26,10.29416667,0.003415152,2.818181818,1,10.1,1168.445443,Brian LEWIS,4,0
2002,27,10.27666667,0.00815,1.666666667,1,9.99,1168.445443,Brian LEWIS,3,0
2003,28,10.33666667,0.004616667,2.833333333,1,10.1,1168.445443,Brian LEWIS,2,0
2004,29,10.219,0.002098889,2.5,1,10.14,1168.445443,Brian LEWIS,1,0
2005,30,10.31142857,0.001747619,2.714285714,1,10.16,1168.445443,Brian LEWIS,4,0
1989,21.66666667,10.35,0.003433333,2,1,10.14,1162.025794,Bruny SURIN,4,0
1990,22,10.37,0.006823538,3,3,10.24,1162.025794,Bruny SURIN,3,0
1991,23.6875,10.255,0.008299583,2.6,1,10.01,1162.025794,Bruny SURIN,2,0
1992,24.75,10.17916667,0.004111364,2.416666667,1,10.05,1162.025794,Bruny SURIN,1,0
1993,25.75,10.20875,0.004942917,2.9375,1,10.02,1162.025794,Bruny SURIN,4,1
1994,26.18181818,10.209,0.003247273,2.8,1,10.08,1162.025794,Bruny SURIN,3,1
1995,27.77272727,10.17863636,0.01107381,2.090909091,1,9.92,1162.025794,Bruny SURIN,2,1
1996,28.66666667,10.14722222,0.006920588,3.705882353,1,10.03,1162.025794,Bruny SURIN,1,1
1997,29.63636364,10.14636364,0.005656364,4.5,1,10.06,1162.025794,Bruny SURIN,4,0
1998,30.70588235,10.18235294,0.010090441,3.5625,1,9.89,1162.025794,Bruny SURIN,3,0
1999,31.5,10.07666667,0.015527124,1.5625,1,9.84,1162.025794,Bruny SURIN,2,0
2000,32.38461538,10.26538462,0.004741026,2,1,10.05,1162.025794,Bruny SURIN,1,0
2001,33.5,10.24583333,0.003838636,1.75,1,10.11,1162.025794,Bruny SURIN,4,0
1980,19,10.28,0.0012,2.666666667,2,10.17,1168.445443,Calvin SMITH,5,0
1981,20,10.26,0,1.5,1,10.21,1168.445443,Calvin SMITH,4,1
1982,21,10.15333333,0.015490476,1.142857143,1,9.91,1168.445443,Calvin SMITH,3,1
1983,22,10.23777778,0.012176471,1.277777778,1,9.93,1168.445443,Calvin SMITH,2,1
1984,23,10.28636364,0.013749091,1.636363636,1,9.94,1168.445443,Calvin SMITH,1,1
1985,24,10.2,0.003358333,2,1,10.1,1168.445443,Calvin SMITH,4,1
1986,25,10.244,0.00051,2,1,10.19,1168.445443,Calvin SMITH,3,1
1987,26,10.215,0.005934066,1.785714286,1,10.07,1168.445443,Calvin SMITH,2,1
1988,27,10.21117647,0.013898246,1.368421053,1,9.87,1168.445443,Calvin SMITH,1,1
1989,28,10.264,0.00867,1.4,1,10.05,1168.445443,Calvin SMITH,4,0
1990,29,10.21777778,0.0056,2.555555556,1,10.04,1168.445443,Calvin SMITH,3,0
1992,31,10.31666667,0.002266667,2.666666667,1,10.14,1168.445443,Calvin SMITH,1,0
1993,32,10.258,0.00544,2.333333333,1,10.06,1168.445443,Calvin SMITH,4,0
1994,33,10.28666667,0.001633333,5.666666667,4,10.22,1168.445443,Calvin SMITH,3,0
1995,34,10.29,0.008969194,1,1,10.25,1168.445443,Calvin SMITH,2,0
1996,35,10.43,0.008969194,4,4,10.25,1168.445443,Calvin SMITH,1,0
1980,18.625,10.3225,0.001171429,2.25,1,10.21,1168.445443,Carl LEWIS,5,0
1981,19.25,10.195,0.007860606,1.333333333,1,9.99,1168.445443,Carl LEWIS,4,1
1982,20.5,10.168,0.007066667,1.166666667,1,10,1168.445443,Carl LEWIS,3,1
1983,21.4,10.158,0.01356,1.1,1,9.93,1168.445443,Carl LEWIS,2,1
1984,22.5,10.07666667,0.004051515,1,1,9.99,1168.445443,Carl LEWIS,1,1
1985,23.4,10.158,0.01702,1,1,9.9,1168.445443,Carl LEWIS,4,1
1986,24.25,10.2175,0.011469643,1.5,1,9.91,1168.445443,Carl LEWIS,3,1
1987,25.45454545,10.13181818,0.003247273,1.090909091,1,9.93,1168.445443,Carl LEWIS,2,1
1988,26.73333333,10.15,0.014026667,1.266666667,1,9.78,1168.445443,Carl LEWIS,1,1
1989,27.6,10.114,0.00112,1.2,1,10.05,1168.445443,Carl LEWIS,4,0
1990,28.7,10.208,0.00541,1.555555556,1,10.05,1168.445443,Carl LEWIS,3,0
1991,29.72727273,10.13454545,0.016687273,1.454545455,1,9.8,1168.445443,Carl LEWIS,2,0
1992,30.66666667,10.19,0.0095,1.666666667,1,9.95,1168.445443,Carl LEWIS,1,0
1993,31.66666667,10.19916667,0.007627273,2.5,1,9.9,1168.445443,Carl LEWIS,4,0
1994,32.33333333,10.18,0.01,1,1,10.04,1168.445443,Carl LEWIS,3,0
1995,33.5,10.4,0.04805,4,3,9.94,1168.445443,Carl LEWIS,2,0
1996,34.125,10.24875,0.01025,3.142857143,1,9.94,1168.445443,Carl LEWIS,1,0
2012,18,10.41,0.008969194,1,1,10.26,1150.210219,Chijindu UJAH,1,0
2014,20,10.205,0.006225,2.3125,1,9.96,1150.210219,Chijindu UJAH,3,0
2015,21,10.13714286,0.005195604,3.214285714,1,9.96,1150.210219,Chijindu UJAH,2,0
2016,22,10.18,0.007248421,3,1,9.97,1150.210219,Chijindu UJAH,1,0
2017,23,10.07153846,0.008002564,1.846153846,1,9.95,1150.210219,Chijindu UJAH,5,0
2018,24,10.16083333,0.001651515,4.166666667,1,10.06,1150.210219,Chijindu UJAH,4,0
2019,25,10.18333333,0.002306667,3.666666667,2,10.13,1150.210219,Chijindu UJAH,3,0
2020,26,10.32,0.005,1.5,1,10.17,1150.210219,Chijindu UJAH,2,0
2021,27,10.1475,0.001742857,2.125,1,10.03,1150.210219,Chijindu UJAH,1,0
2008,18,10.42,0.0008,1.5,1,10.26,1165.952586,Christophe LEMAITRE,1,0
2009,18.63636364,10.30818182,0.009007273,1,1,10.03,1165.952586,Christophe LEMAITRE,4,0
2010,19.78947368,10.09947368,0.007716374,1.631578947,1,9.97,1165.952586,Christophe LEMAITRE,3,0
2011,20.71428571,10.09642857,0.008422527,1.857142857,1,9.92,1165.952586,Christophe LEMAITRE,2,0
2012,21.81818182,10.18363636,0.005007273,1.818181818,1,9.94,1165.952586,Christophe LEMAITRE,1,0
2013,22.63636364,10.16363636,0.011147273,2.7,1,9.98,1165.952586,Christophe LEMAITRE,4,0
2014,24,10.212,0.002333333,2.5,1,10.1,1165.952586,Christophe LEMAITRE,3,0
2015,24.77777778,10.20222222,0.003144444,2.777777778,1,10.07,1165.952586,Christophe LEMAITRE,2,0
2016,25.57142857,10.20714286,0.00252381,2.428571429,1,10.07,1165.952586,Christophe LEMAITRE,1,0
2017,26.5,10.25,0.00045,3.5,1,10.18,1165.952586,Christophe LEMAITRE,5,0
2018,28,10.26,0.004598692,6,6,10.17,1165.952586,Christophe LEMAITRE,4,0
2019,29,10.32333333,3.33E-05,2,1,10.27,1165.952586,Christophe LEMAITRE,3,0
2002,18,10.43,0.007624549,1,1,10.3,1158.621951,Churandy MARTINA,3,0
2003,18.5,10.435,0.00045,1.5,1,10.26,1158.621951,Churandy MARTINA,2,0
2004,19.57142857,10.30571429,0.002814286,2.285714286,1,10.13,1158.621951,Churandy MARTINA,1,0
2005,20.5,10.215,0.011656667,1.833333333,1,9.93,1158.621951,Churandy MARTINA,4,0
2006,21.33333333,10.25466667,0.019626667,2.333333333,1,9.76,1158.621951,Churandy MARTINA,3,0
2007,22.8125,10.151875,0.002211667,2.5625,1,10.06,1158.621951,Churandy MARTINA,2,0
2008,23.8,10.051,0.013706667,3.5,1,9.93,1158.621951,Churandy MARTINA,1,0
2009,24.69230769,10.19923077,0.008119231,3.538461538,1,9.97,1158.621951,Churandy MARTINA,4,1
2010,25.33333333,10.23666667,0.008553788,2.833333333,1,9.92,1158.621951,Churandy MARTINA,3,1
2011,26.4,10.252,0.00316,3.3,1,10.1,1148.84058,Churandy MARTINA,2,1
2012,27.5,10.10166667,0.02575,2.166666667,1,9.91,1148.84058,Churandy MARTINA,1,1
2013,28.85714286,10.19857143,0.004295238,2.571428571,1,10.03,1148.84058,Churandy MARTINA,4,0
2014,29.55555556,10.29777778,0.003352778,3.333333333,1,10.13,1148.84058,Churandy MARTINA,3,0
2015,30.77777778,10.22666667,0.005075,2.888888889,1,10.06,1148.84058,Churandy MARTINA,2,0
2016,31.57142857,10.17142857,0.004668681,2.857142857,1,10.01,1148.84058,Churandy MARTINA,1,0
2017,32,10.304,0.01243,4.2,3,10,1148.84058,Churandy MARTINA,5,0
2018,33.66666667,10.27666667,0.002496667,3.166666667,1,10.16,1148.84058,Churandy MARTINA,4,0
2019,34,10.285,0.00125,3,2,10.19,1148.84058,Churandy MARTINA,3,0
2021,37,10.43,0.007624549,3,3,10.13,1148.84058,Churandy MARTINA,1,0
2000,22,10.475,0.003091667,1.666666667,1,10.09,1168.445443,Darvis PATTON,1,0
2001,23,10.394,0.00365,2.2,1,10.14,1168.445443,Darvis PATTON,4,0
2002,24,10.23583333,0.002736364,2.666666667,1,10.14,1168.445443,Darvis PATTON,3,0
2003,25,10.22,0.01545,1.8,1,9.97,1168.445443,Darvis PATTON,2,0
2004,26,10.20142857,0.01632381,2.833333333,1,9.89,1168.445443,Darvis PATTON,1,0
2005,27,10.45,0.009619539,7,7,10.27,1168.445443,Darvis PATTON,4,1
2006,28,10.315,0.005,2,1,10.19,1168.445443,Darvis PATTON,3,1
2007,29,10.25733333,0.004102857,4,1,10.11,1168.445443,Darvis PATTON,2,1
2008,30,10.16375,0.012533333,3.1875,1,9.84,1168.445443,Darvis PATTON,1,1
2009,31,10.11176471,0.010876471,2.470588235,1,9.89,1168.445443,Darvis PATTON,4,0
2010,32,10.26666667,0.0007,1.666666667,1,10.19,1168.445443,Darvis PATTON,3,0
2011,33,10.23111111,0.006894444,3,1,9.94,1168.445443,Darvis PATTON,2,0
2012,34,10.185,0.007295055,3.642857143,1,9.96,1168.445443,Darvis PATTON,1,0
2013,35,10.05333333,0.0364,1.333333333,1,9.75,1168.445443,Darvis PATTON,4,0
1994,18,10.32333333,0.0018,1,1,10.17,1146.033254,Deji ALIU,3,0
1995,19,10.28333333,0.01,2,1,10.02,1146.033254,Deji ALIU,2,0
1996,20,10.31125,0.003469643,2.875,1,10.11,1146.033254,Deji ALIU,1,0
1997,21,10.335,0.002917033,2.307692308,1,10.09,1146.033254,Deji ALIU,4,0
1998,22,10.38666667,0.004061111,1.625,1,10.08,1146.033254,Deji ALIU,3,0
1999,23,10.24454545,0.004685455,3.125,1,10.07,1146.033254,Deji ALIU,2,0
2000,24,10.26375,0.003507143,2.428571429,1,10.1,1146.033254,Deji ALIU,1,0
2001,25,10.2675,0.004883929,1.75,1,10.07,1146.033254,Deji ALIU,4,0
2002,26,10.21105263,0.005811696,2.315789474,1,10.03,1146.033254,Deji ALIU,3,0
2003,27,10.12454545,0.007464069,2.090909091,1,9.95,1146.033254,Deji ALIU,2,0
2004,28,10.27545455,0.003676364,2.727272727,1,10.07,1146.033254,Deji ALIU,1,0
2005,29,10.33714286,0.001514286,4.285714286,1,10.19,1146.033254,Deji ALIU,4,0
2006,30,10.31666667,0.007044444,2.333333333,1,10.07,1146.033254,Deji ALIU,3,0
2007,31,10.39,0.004679629,3,3,10.22,1146.033254,Deji ALIU,2,0
2008,32,10.3,0.0002,2,2,10.26,1146.033254,Deji ALIU,1,0
1985,19,10.395,5.00E-05,1.5,1,10.21,1168.445443,Dennis MITCHELL,4,1
1987,21,10.35857143,0.004895238,2.571428571,1,10.11,1168.445443,Dennis MITCHELL,2,1
1988,22,10.19705882,0.008605556,1.944444444,1,9.86,1168.445443,Dennis MITCHELL,1,1
1989,23,10.20928571,0.00776044,1.642857143,1,10,1168.445443,Dennis MITCHELL,4,1
1990,24,10.30888889,0.004161111,1.875,1,10.05,1168.445443,Dennis MITCHELL,3,1
1991,25,10.1645,0.00992619,1.736842105,1,9.91,1168.445443,Dennis MITCHELL,2,1
1992,26,10.19166667,0.005899819,1.791666667,1,9.94,1168.445443,Dennis MITCHELL,1,1
1993,27,10.19714286,0.015763187,1.714285714,1,9.85,1168.445443,Dennis MITCHELL,4,1
1994,28,10.12166667,0.00837808,1.541666667,1,9.94,1168.445443,Dennis MITCHELL,3,1
1995,29,10.23454545,0.005369091,3,1,10.03,1168.445443,Dennis MITCHELL,2,1
1996,30,10.10153846,0.009033385,2,1,9.91,1168.445443,Dennis MITCHELL,1,1
1997,31,10.17166667,0.007252614,2.9375,1,10.01,1168.445443,Dennis MITCHELL,4,1
1998,32,10.2,0.007293565,3,3,10.25,1168.445443,Dennis MITCHELL,3,1
2000,34,10.22736842,0.004520468,2.6,1,10.04,1168.445443,Dennis MITCHELL,1,1
2001,35,10.31307692,0.005092308,3.166666667,1,10.07,1168.445443,Dennis MITCHELL,4,0
2004,21,10.595,0.005,5.5,5,10.19,1168.445443,Dennis MITCHELL,1,0
1994,26,10.21235294,0.005959649,2.388888889,1,10.03,1162.025794,Donovan BAILEY,3,0
1995,27,10.16576923,0.008338462,1.576923077,1,9.91,1162.025794,Donovan BAILEY,2,0
1996,28,10.12777778,0.010862678,1.807692308,1,9.84,1162.025794,Donovan BAILEY,1,0
1997,29,10.08555556,0.010630065,1.875,1,9.91,1162.025794,Donovan BAILEY,4,1
1998,30,10.13538462,0.013739744,1.666666667,1,9.93,1162.025794,Donovan BAILEY,3,1
1999,31,10.51,0.002966667,2.75,2,10.19,1162.025794,Donovan BAILEY,2,1
2000,32,10.26142857,0.010318681,3.583333333,1,9.98,1162.025794,Donovan BAILEY,1,1
2001,33,10.28,0.003228571,1.714285714,1,10.11,1162.025794,Donovan BAILEY,4,0
1997,19,10.33666667,0.005696667,1.6,1,10.06,1150.210219,Dwain CHAMBERS,4,0
1998,20,10.19909091,0.007309091,3,1,10.03,1150.210219,Dwain CHAMBERS,3,0
1999,21,10.194,0.009426667,2.357142857,1,9.97,1150.210219,Dwain CHAMBERS,2,0
2000,22,10.21583333,0.006851515,3.4,1,10.08,1150.210219,Dwain CHAMBERS,1,0
2001,23,10.145,0.008047059,2.055555556,1,9.97,1150.210219,Dwain CHAMBERS,4,1
2006,28,10.36166667,0.004986667,3.166666667,1,10.07,1150.210219,Dwain CHAMBERS,3,0
2008,30,10.20111111,0.009919444,1.333333333,1,10,1150.210219,Dwain CHAMBERS,1,0
2009,31,10.12428571,0.00778022,1.714285714,1,10,1150.210219,Dwain CHAMBERS,4,0
2010,32,10.10071429,0.006221978,1.5,1,9.99,1150.210219,Dwain CHAMBERS,3,0
2011,33,10.15588235,0.008123529,1.647058824,1,10.01,1150.210219,Dwain CHAMBERS,2,0
2012,34,10.24888889,0.014477778,2.25,1,10.02,1150.210219,Dwain CHAMBERS,1,0
2013,35,10.19444444,0.006325,2.555555556,1,10.02,1150.210219,Dwain CHAMBERS,4,0
2014,36,10.26666667,0.006027778,3.444444444,1,10.06,1150.210219,Dwain CHAMBERS,3,0
2016,38,10.37333333,0.0093,4.333333333,1,10.11,1150.210219,Dwain CHAMBERS,1,0
1996,21,10.23285714,0.000390476,2.857142857,1,10.23,1142.260684,Eric NKANSAH,1,0
1997,22,10.234,0.004845714,2.333333333,1,10.06,1142.260684,Eric NKANSAH,4,0
1998,23,10.25464286,0.004928439,2.117647059,1,10.03,1142.260684,Eric NKANSAH,3,0
1999,24,10.19458333,0.005638949,2.421052632,1,10,1142.260684,Eric NKANSAH,2,0
2002,27,10.2975,0.004825,2.25,1,10.15,1142.260684,Eric NKANSAH,3,0
2003,28,10.233,0.003185263,1.85,1,10.12,1142.260684,Eric NKANSAH,2,0
2004,29,10.32,0.003968974,2,2,10.27,1142.260684,Eric NKANSAH,1,0
2007,32,10.72,0.003968974,2,2,10.29,1142.260684,Eric NKANSAH,2,0
1996,17,10.28333333,0.005496667,1,1,10.12,1146.033254,Francis OBIKWELU,1,0
1997,18,10.275,0.004360606,1.818181818,1,10.1,1146.033254,Francis OBIKWELU,4,0
1998,19,10.18,0.00551625,3,1,10.01,1146.033254,Francis OBIKWELU,3,0
1999,20,10.23444444,0.006775,1.285714286,1,10.01,1146.033254,Francis OBIKWELU,2,0
2000,21,10.079,0.008844444,2.666666667,1,9.97,1146.033254,Francis OBIKWELU,1,0
2001,22,10.22111111,0.010636111,2.444444444,1,9.98,1146.033254,Francis OBIKWELU,4,0
2002,23,10.16352941,0.004934559,2.294117647,1,10.01,1155.080295,Francis OBIKWELU,3,0
2003,24,10.32,0.008633333,2.666666667,1,10.11,1157.864,Francis OBIKWELU,2,0
2004,25,10.11076923,0.006075641,1.923076923,1,9.86,1157.864,Francis OBIKWELU,1,0
2005,26,10.18833333,0.003167647,2.944444444,1,10.04,1157.864,Francis OBIKWELU,4,0
2006,27,10.23222222,0.011646439,2.481481481,1,9.84,1157.864,Francis OBIKWELU,3,0
2007,28,10.19111111,0.004811765,2.833333333,1,9.99,1157.864,Francis OBIKWELU,2,0
2008,29,10.13076923,0.003747436,2.230769231,1,10.04,1157.864,Francis OBIKWELU,1,0
2009,30,10.3075,0.002426786,1.5,1,10.06,1157.864,Francis OBIKWELU,4,0
2010,31,10.24333333,0.001746667,1.833333333,1,10.18,1157.864,Francis OBIKWELU,3,0
2011,32,10.346,0.002,3.6,2,10.18,1157.864,Francis OBIKWELU,2,0
2014,35,10.66,0.005676209,2,2,10.28,1157.864,Francis OBIKWELU,3,0
1988,20,10.29,0.006805831,1,1,10.25,1165.89899,Frank FREDERICKS,1,0
1989,21,10.275,0.010891667,3.5,1,10.02,1165.89899,Frank FREDERICKS,4,0
1990,22,10.3925,0.00163,1,1,10.15,1165.89899,Frank FREDERICKS,3,0
1991,23,10.216,0.010672917,2,1,9.89,1165.89899,Frank FREDERICKS,2,0
1992,24,10.21285714,0.009903846,1.928571429,1,9.91,1165.89899,Frank FREDERICKS,1,0
1993,25,10.17,0.006838636,3.25,1,10.03,1165.89899,Frank FREDERICKS,4,1
1994,26,10.225,0.005211538,2.285714286,1,10,1165.89899,Frank FREDERICKS,3,1
1995,27,10.22642857,0.004569231,2.428571429,1,10.03,1165.89899,Frank FREDERICKS,2,1
1996,28,10.04076923,0.011419231,1.230769231,1,9.86,1165.89899,Frank FREDERICKS,1,1
1997,29,10.07052632,0.011388889,1.315789474,1,9.9,1165.89899,Frank FREDERICKS,4,0
1998,30,10.08741935,0.009356559,1.833333333,1,9.93,1165.89899,Frank FREDERICKS,3,0
