Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
217,10.28,,Larry KING,27 AUG 1968,USA,1,,"San Luis Obispo, CA (USA)",20 MAR 1993,1112
217,10.28,0.0,Robson DA SILVA,04 SEP 1964,BRA,4,,"New York, NY (USA)",22 MAY 1993,1112
217,10.28,+1.8,Attila KOVÁCS,02 SEP 1960,HUN,2f1,,Budapest (HUN),29 MAY 1993,1112
217,10.28,+1.2,Bernard YOUNG,29 AUG 1966,BAH,5,,"Abilene, TX (USA)",29 MAY 1993,1112
217,10.28,+1.6,Oluyemi KAYODE,07 JUL 1968,NGR,2sf2,,"New Orleans, LA (USA)",04 JUN 1993,1112
217,10.28,+0.6,Wayne WATSON,26 MAR 1965,JAM,3,,Kingston (JAM),02 JUL 1993,1112
217,10.28,+0.8,Steffen GÖRMER,28 JUL 1968,GER,1f2,,Rhede (GER),06 AUG 1993,1112
217,10.28,+1.0,Frank FREDERICKS,02 OCT 1967,NAM,5f1,,"Olympiastadion, Berlin (GER)",27 AUG 1993,1112
217,10.28,+0.4,Joel ISASI,31 JUL 1967,CUB,2,,Rovereto (ITA),01 SEP 1993,1112
227,10.29,+0.6,Salaam GARIBA,23 JAN 1969,GHA,3,,"Tempe, AZ (USA)",03 APR 1993,1108
227,10.29,+1.2,Mike SULCER,14 SEP 1971,USA,3sf1,,"Odessa, TX (USA)",21 MAY 1993,1108
227,10.29,+1.3,Carlo OCCHIENA,24 SEP 1972,ITA,3f1,,Budapest (HUN),29 MAY 1993,1108
227,10.29,+0.6,Dennis MOWATT,28 OCT 1969,JAM,4,,Kingston (JAM),02 JUL 1993,1108
227,10.29,+1.5,Jean-Charles TROUABAL,20 MAY 1965,FRA,8,,Villeneuve d'Ascq (FRA),02 JUL 1993,1108
227,10.29,+2.0,Cui HUI,17 JAN 1973,CHN,4,,Beijing (CHN),08 SEP 1993,1108
227,10.29,+2.0,Hu YE,15 APR 1973,CHN,5,,Beijing (CHN),08 SEP 1993,1108
234,10.30,+0.9,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1,,"Des Moines, IA (USA)",24 APR 1993,1105
234,10.30,+0.2,Aki BRADLEY,07 FEB 1971,USA,3h4,,"Knoxville, TN (USA)",15 MAY 1993,1105
234,10.30,+0.6,Jonathan CARTER,05 MAY 1972,USA,1,,"Tallahassee, FL (USA)",26 MAY 1993,1105
234,10.30,+1.6,Jason JOHN,17 OCT 1971,GBR,2,,Southampton (GBR),06 JUN 1993,1105
234,10.30,+0.1,James TRAPP,28 DEC 1970,USA,1,,Reims (FRA),30 JUN 1993,1105
234,10.30,-0.8,Marc BLUME,28 DEC 1973,GER,1,,Duisburg (GER),11 JUL 1993,1109
234,10.30,+0.2,Raymond STEWART,18 MAR 1965,JAM,6f1,,Köln (GER),01 AUG 1993,1105
234,10.30,-0.2,Emmanuel TUFFOUR,02 DEC 1966,GHA,2h4,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1106
234,10.30,-1.1,Robert ESMIE,05 JUL 1972,CAN,1h9,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1111
234,10.30,-0.8,Robert ESMIE,05 JUL 1972,CAN,2qf1,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1109
234,10.30,+1.7,Joel ISASI,31 JUL 1967,CUB,5f1,,Rieti (ITA),05 SEP 1993,1105
