Competitor,Rank,Mark,WIND,DOB,Nat,Pos,Venue,Date,Results Score,Net Result,AGE,AGE_AT_EVENT,current_match_ranking,match_year
Chijindu UJAH,2237,10.01,0.2,5-Mar-94,GBR,4sf2,"Est¨¢dio Ol¨ªmpico, Rio de Janeiro (BRA)",14-Aug-16,1203,10.03,30,22,4,2016
Chijindu UJAH,11386,10.16,3.1,5-Mar-94,GBR,2f1,"Stratford Community Track, London (GBR)",30-Jun-23,1134,10.47,30,29,2,2023
Chijindu UJAH,13525,10.18,0,5-Mar-94,GBR,2,"Stadion ?l?ski, Chorz¨®w (POL)",16-Jun-19,1145,10.18,30,25,2,2019
Chijindu UJAH,13525,10.18,0.9,5-Mar-94,GBR,6,"Bislett Stadion, Oslo (NOR)",13-Jun-19,1145,10.27,30,25,6,2019
Chijindu UJAH,13525,10.18,0,5-Mar-94,GBR,3,Birmingham (GBR),30-Jun-18,1145,10.18,30,24,3,2018
Chijindu UJAH,29380,10.28,-2.2,5-Mar-94,GBR,1,Newham (GBR),8-May-16,1125,10.06,30,22,1,2016
Chijindu UJAH,13525,10.18,-0.5,5-Mar-94,GBR,4,"Shanghai Stadium, Shanghai (CHN)",12-May-18,1148,10.13,30,24,4,2018
Chijindu UJAH,13525,10.18,0.2,5-Mar-94,GBR,2sf1,Birmingham (GBR),25-Jun-16,1145,10.2,30,22,2,2016
Chijindu UJAH,11386,10.16,0.4,5-Mar-94,GBR,6,"Olympic Stadium, London (GBR)",22-Jul-16,1152,10.2,30,22,6,2016
Chijindu UJAH,11386,10.16,0,5-Mar-94,GBR,1f2,"Letzigrund, Z¨¹rich (SUI)",28-Aug-14,1152,10.16,30,20,1,2014
Chijindu UJAH,11386,10.16,1.3,5-Mar-94,GBR,1sf1,Birmingham (GBR),29-Jun-14,1152,10.29,30,20,1,2014
Chijindu UJAH,3236,10.04,-1.2,5-Mar-94,GBR,4h2,"Olympic Stadium, London (GBR)",24-Jul-15,1200,9.92,30,21,4,2015
Chijindu UJAH,9471,10.14,0.1,5-Mar-94,GBR,1h1,"Olympic Stadium, London (GBR)",22-Jul-16,1159,10.15,30,22,1,2016
Chijindu UJAH,16027,10.2,-0.8,5-Mar-94,GBR,6,"Stade de France, Paris-St-Denis (FRA)",5-Jul-14,1142,10.12,30,20,6,2014
Chijindu UJAH,1277,9.97,0,5-Mar-94,GBR,1,"Letzigrund, Z¨¹rich (SUI)",24-Aug-17,1217,9.97,30,23,1,2017
Chijindu UJAH,9471,10.14,2.9,5-Mar-94,GBR,2,Manchester (GBR),17-May-14,1142,10.43,30,20,2,2014
Christophe LEMAITRE,6354,10.1,0.6,11-Jun-90,FRA,2sf2,"Letzigrund, Z¨¹rich (SUI)",13-Aug-14,1172,10.16,34,24,2,2014
Christophe LEMAITRE,25590,10.26,1.7,11-Jun-90,FRA,2,Albi (FRA),25-Jul-08,1118,10.43,34,18,2,2008
Christophe LEMAITRE,1489,9.98,2.9,11-Jun-90,FRA,1,Rabat (MAR),9-Jun-13,1196,10.27,34,22,1,2013
Christophe LEMAITRE,14702,10.19,0.4,11-Jun-90,FRA,3,"Olympiastadion, Berlin (GER)",3-Sep-16,1142,10.23,34,26,3,2016
Christophe LEMAITRE,14702,10.19,0.8,11-Jun-90,FRA,1f1,Aix-les-Bains (FRA),23-Apr-11,1142,10.27,34,20,1,2011
Christophe LEMAITRE,17420,10.21,1.4,11-Jun-90,FRA,6,"Stadio Guidobaldi, Rieti (ITA)",13-Sep-15,1135,10.35,34,25,6,2015
Christophe LEMAITRE,968,9.95,1,11-Jun-90,FRA,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",30-Jun-11,1224,10.05,34,21,3,2011
Christophe LEMAITRE,3236,10.04,0.2,11-Jun-90,FRA,1,"Kara?or?e Stadium, Novi Sad (SRB)",24-Jul-09,1193,10.06,34,19,1,2009
Christophe LEMAITRE,1954,10,0.4,11-Jun-90,FRA,4sf2,"Luzhniki Stadion, Moskva (RUS)",11-Aug-13,1206,10.04,34,23,4,2013
Christophe LEMAITRE,10382,10.15,1.2,11-Jun-90,FRA,1h1,Valence (FRA),8-Jul-10,1155,10.27,34,20,1,2010
Christophe LEMAITRE,14702,10.19,0.3,11-Jun-90,FRA,2,Paris (FRA),13-Jul-13,1142,10.22,34,23,2,2013
Christophe LEMAITRE,33876,10.3,2.2,11-Jun-90,FRA,1f1,Grenoble (FRA),3-May-09,1092,10.52,34,18,1,2009
Christophe LEMAITRE,10382,10.15,3.6,11-Jun-90,FRA,1f1,Dijon (FRA),28-Oct-12,1134,10.51,34,22,1,2012
Christophe LEMAITRE,14702,10.19,-1.4,11-Jun-90,FRA,1h5,"Estadio Ol¨ªmpico, Barcelona (ESP)",27-Jul-10,1150,10.05,34,20,1,2010
Christophe LEMAITRE,14702,10.19,-1.4,11-Jun-90,FRA,4,"DS, Daegu (KOR)",28-Aug-11,1150,10.05,34,21,4,2011
Christophe LEMAITRE,33876,10.3,0.3,11-Jun-90,FRA,1f1,Aix-les-Bains (FRA),4-Oct-09,1105,10.33,34,19,1,2009
Christophe LEMAITRE,14702,10.19,1.1,11-Jun-90,FRA,3,"Olympiastadion, Berlin (GER)",6-Sep-15,1142,10.3,34,25,3,2015
Christophe LEMAITRE,1489,9.98,1.3,11-Jun-90,FRA,1,Valence (FRA),9-Jul-10,1213,10.11,34,20,1,2010
Christophe LEMAITRE,1489,9.98,1.1,11-Jun-90,FRA,2h2,"Stadio Guidobaldi, Rieti (ITA)",29-Aug-10,1213,10.09,34,20,2,2010
Christophe LEMAITRE,968,9.95,1,11-Jun-90,FRA,1f2,"Olympiastadion, Stockholm (SWE)",18-Jun-11,1224,10.05,34,21,1,2011
Christophe LEMAITRE,29380,10.28,-0.8,11-Jun-90,FRA,8,"Stade de France, Paris-St-Denis (FRA)",5-Jul-14,1116,10.2,34,24,8,2014
Christophe LEMAITRE,10382,10.15,0.7,11-Jun-90,FRA,3f2,"Stadio Guidobaldi, Rieti (ITA)",7-Sep-14,1155,10.22,34,24,3,2014
Christophe LEMAITRE,4132,10.06,-1.2,11-Jun-90,FRA,1sf1,"Estadio Ol¨ªmpico, Barcelona (ESP)",28-Jul-10,1193,9.94,34,20,1,2010
Christophe LEMAITRE,1954,10,0.6,11-Jun-90,FRA,3,"Stadio Olimpico, Roma (ITA)",26-May-11,1206,10.06,34,20,3,2011
Christophe LEMAITRE,22081,10.24,-2.2,11-Jun-90,FRA,1f1,V¨¦nissieux (FRA),9-May-10,1138,10.02,34,19,1,2010
Christophe LEMAITRE,11386,10.16,-0.8,11-Jun-90,FRA,2,Annecy (FRA),11-Sep-10,1156,10.08,34,20,2,2010
Christophe LEMAITRE,16027,10.2,0.6,11-Jun-90,FRA,5,"Bislett Stadion, Oslo (NOR)",9-Jun-16,1138,10.26,34,25,5,2016
Christophe LEMAITRE,16027,10.2,-0.4,11-Jun-90,FRA,6sf1,"National Stadium, Beijing (CHN)",23-Aug-15,1140,10.16,34,25,6,2015
Christophe LEMAITRE,2845,10.03,1,11-Jun-90,FRA,4,"Stade Louis II, Monaco (MON)",22-Jul-11,1196,10.13,34,21,4,2011
Christophe LEMAITRE,607,9.92,2,11-Jun-90,FRA,1,Albi (FRA),29-Jul-11,1234,10.12,34,21,1,2011
Christophe LEMAITRE,2845,10.03,0.6,11-Jun-90,FRA,1f1,Franconville (FRA),23-May-10,1196,10.09,34,19,1,2010
Christophe LEMAITRE,22081,10.24,-1.4,11-Jun-90,FRA,3h2,"National Stadium, Beijing (CHN)",22-Aug-15,1133,10.1,34,25,3,2015
Christophe LEMAITRE,11386,10.16,0.4,11-Jun-90,FRA,1h1,"Letzigrund, Z¨¹rich (SUI)",12-Aug-14,1152,10.2,34,24,1,2014
Christophe LEMAITRE,11386,10.16,0.6,11-Jun-90,FRA,1f1,V¨¦nissieux (FRA),10-May-15,1152,10.22,34,24,1,2015
Christophe LEMAITRE,11386,10.16,0.2,11-Jun-90,FRA,3h5,"Est¨¢dio Ol¨ªmpico, Rio de Janeiro (BRA)",13-Aug-16,1152,10.18,34,26,3,2016
Christophe LEMAITRE,16027,10.2,1.6,11-Jun-90,FRA,1h2,Angers (FRA),16-Jun-12,1138,10.36,34,22,1,2012
Christophe LEMAITRE,16027,10.2,0.4,11-Jun-90,FRA,2,Villeneuve d'Ascq (FRA),24-Aug-10,1138,10.24,34,20,2,2010
Christophe LEMAITRE,7017,10.11,-1,11-Jun-90,FRA,1,"Estadio Ol¨ªmpico, Barcelona (ESP)",28-Jul-10,1175,10.01,34,20,1,2010
Christophe LEMAITRE,7017,10.11,-1,11-Jun-90,FRA,2sf2,"DS, Daegu (KOR)",28-Aug-11,1175,10.01,34,21,2,2011
Christophe LEMAITRE,29380,10.28,0.1,11-Jun-90,FRA,1h3,Forbach (FRA),31-May-09,1112,10.29,34,18,1,2009
Christophe LEMAITRE,2845,10.03,4.9,11-Jun-90,FRA,1,Forbach (FRA),31-May-09,1167,10.52,34,18,1,2009
Christophe LEMAITRE,2531,10.02,1.1,11-Jun-90,FRA,2f1,"Fana Stadion, Bergen (NOR)",19-Jun-10,1199,10.13,34,20,2,2010
Christophe LEMAITRE,4606,10.07,1.4,11-Jun-90,FRA,6,"Letzigrund, Z¨¹rich (SUI)",30-Aug-12,1182,10.21,34,22,6,2012
Christophe LEMAITRE,4606,10.07,0.7,11-Jun-90,FRA,2,Villeneuve d'Ascq (FRA),11-Jul-15,1182,10.14,34,25,2,2015
Christophe LEMAITRE,27452,10.27,0.5,11-Jun-90,FRA,1h1,Bulle (SUI),7-Jul-19,1115,10.32,34,29,1,2019
Christophe LEMAITRE,12446,10.17,0.9,11-Jun-90,FRA,6f1,Montreuil (FRA),19-Jun-18,1148,10.26,34,28,6,2018
Christophe LEMAITRE,27452,10.27,0.4,11-Jun-90,FRA,1f1,Bulle (SUI),7-Jul-19,1115,10.31,34,29,1,2019
Christophe LEMAITRE,7744,10.12,-0.2,11-Jun-90,FRA,2h1,"Luzhniki Stadion, Moskva (RUS)",10-Aug-13,1166,10.1,34,23,2,2013
Christophe LEMAITRE,25590,10.26,1.9,11-Jun-90,FRA,1,Aix-les-Bains (FRA),25-Apr-09,1118,10.45,34,18,1,2009
Christophe LEMAITRE,20480,10.23,-0.8,11-Jun-90,FRA,1h6,"Olympiastadion, Berlin (GER)",15-Aug-09,1132,10.15,34,19,1,2009
Christophe LEMAITRE,4132,10.06,0.7,11-Jun-90,FRA,1,"Poljud Stadion, Split (CRO)",4-Sep-10,1186,10.13,34,20,1,2010
Christophe LEMAITRE,4606,10.07,0.6,11-Jun-90,FRA,1f2,Gateshead (GBR),21-Jun-13,1182,10.13,34,23,1,2013
Christophe LEMAITRE,7744,10.12,-1.2,11-Jun-90,FRA,1f1,La Roche-sur-Yon (FRA),9-Oct-11,1172,10,34,21,1,2011
Christophe LEMAITRE,12446,10.17,-0.6,11-Jun-90,FRA,1f1,Villeneuve d'Ascq (FRA),19-May-13,1151,10.11,34,22,1,2013
Christophe LEMAITRE,20480,10.23,0.2,11-Jun-90,FRA,7f1,"Olympic Stadium, London (GBR)",26-Jul-13,1128,10.25,34,23,7,2013
Christophe LEMAITRE,20480,10.23,-0.7,11-Jun-90,FRA,2f1,Tourcoing (FRA),24-May-15,1132,10.16,34,24,2,2015
Christophe LEMAITRE,12446,10.17,1.2,11-Jun-90,FRA,1f1,Evry-Bondoufle (FRA),10-Jul-09,1148,10.29,34,19,1,2009
Christophe LEMAITRE,830,9.94,2.6,11-Jun-90,FRA,1,Angers (FRA),16-Jun-12,1212,10.2,34,22,1,2012
Christophe LEMAITRE,4606,10.07,0,11-Jun-90,FRA,3sf3,"Est¨¢dio Ol¨ªmpico, Rio de Janeiro (BRA)",14-Aug-16,1182,10.07,34,26,3,2016
Christophe LEMAITRE,4132,10.06,-0.3,11-Jun-90,FRA,7,"Luzhniki Stadion, Moskva (RUS)",11-Aug-13,1187,10.03,34,23,7,2013
Christophe LEMAITRE,7744,10.12,-0.2,11-Jun-90,FRA,1,Nice (FRA),18-Sep-11,1166,10.1,34,21,1,2011
Christophe LEMAITRE,5146,10.08,0.6,11-Jun-90,FRA,1f1,Bondoufle (FRA),22-May-11,1179,10.14,34,20,1,2011
Christophe LEMAITRE,16027,10.2,-0.1,11-Jun-90,FRA,1f1,Castres (FRA),5-Aug-09,1138,10.19,34,19,1,2009
Christophe LEMAITRE,3690,10.05,0,11-Jun-90,FRA,1sf1,Valence (FRA),8-Jul-10,1189,10.05,34,20,1,2010
Christophe LEMAITRE,13525,10.18,0.4,11-Jun-90,FRA,1f1,Villeneuve d'Ascq (FRA),22-May-16,1145,10.22,34,25,1,2016
Christophe LEMAITRE,5722,10.09,-0.7,11-Jun-90,FRA,1,"Olympiastadion, Helsinki (FIN)",28-Jun-12,1180,10.02,34,22,1,2012
Christophe LEMAITRE,9471,10.14,-1,11-Jun-90,FRA,1h3,"DS, Daegu (KOR)",27-Aug-11,1165,10.04,34,21,1,2011
Christophe LEMAITRE,9471,10.14,0.4,11-Jun-90,FRA,1h3,"Olympiastadion, Helsinki (FIN)",27-Jun-12,1159,10.18,34,22,1,2012
Christophe LEMAITRE,9471,10.14,0.9,11-Jun-90,FRA,1,Reims (FRA),12-Jul-14,1159,10.23,34,24,1,2014
Christophe LEMAITRE,9471,10.14,1.5,11-Jun-90,FRA,1h2,Reims (FRA),12-Jul-14,1159,10.29,34,24,1,2014
Christophe LEMAITRE,31544,10.29,-0.5,11-Jun-90,FRA,1,"Philadelphia, PA (USA)",27-Apr-13,1111,10.24,34,22,1,2013
Christophe LEMAITRE,25590,10.26,0.3,11-Jun-90,FRA,1h1,Paris (FRA),13-Jul-13,1118,10.29,34,23,1,2013
Christophe LEMAITRE,9471,10.14,2.2,11-Jun-90,FRA,1h1,Castres (FRA),30-Jul-14,1146,10.36,34,24,1,2014
Christophe LEMAITRE,3690,10.05,2.2,11-Jun-90,FRA,1f1,Aix-les-Bains (FRA),20-May-12,1176,10.27,34,21,1,2012
Christophe LEMAITRE,9471,10.14,1.9,11-Jun-90,FRA,1f1,Grenoble (FRA),8-May-16,1159,10.33,34,25,1,2016
Christophe LEMAITRE,3236,10.04,-0.1,11-Jun-90,FRA,3,"Stadio Olimpico, Roma (ITA)",31-May-12,1193,10.03,34,21,3,2012
Christophe LEMAITRE,1101,9.96,0.9,11-Jun-90,FRA,2,Montreuil-sous-Bois (FRA),7-Jun-11,1220,10.05,34,20,2,2011
Christophe LEMAITRE,5146,10.08,0,11-Jun-90,FRA,3,"Stade de France, Paris-St-Denis (FRA)",6-Jul-12,1179,10.08,34,22,3,2012
Christophe LEMAITRE,8587,10.13,-0.1,11-Jun-90,FRA,5,"Le Grand Stade, Marrakech (MAR)",13-Sep-14,1162,10.12,34,24,5,2014
Christophe LEMAITRE,8587,10.13,-0.4,11-Jun-90,FRA,2,"Letzigrund, Z¨¹rich (SUI)",13-Aug-14,1164,10.09,34,24,2,2014
Christophe LEMAITRE,8587,10.13,1.2,11-Jun-90,FRA,1f1,Castres (FRA),30-Jul-14,1162,10.25,34,24,1,2014
Christophe LEMAITRE,17420,10.21,1,11-Jun-90,FRA,6,"Olympiastadion, Berlin (GER)",27-Aug-17,1135,10.31,34,27,6,2017
Christophe LEMAITRE,33876,10.3,1.1,11-Jun-90,FRA,1sf1,Albi (FRA),25-Jul-08,1105,10.41,34,18,1,2008
Christophe LEMAITRE,3236,10.04,-0.3,11-Jun-90,FRA,1,"Stadio Guidobaldi, Rieti (ITA)",9-Sep-12,1194,10.01,34,22,1,2012
Christophe LEMAITRE,25590,10.26,-1.6,11-Jun-90,FRA,1,Kawasaki (JPN),19-Sep-10,1127,10.1,34,20,1,2010
Christophe LEMAITRE,18909,10.22,0.8,11-Jun-90,FRA,1h1,Villeneuve d'Ascq (FRA),11-Jul-15,1132,10.3,34,25,1,2015
Christophe LEMAITRE,9471,10.14,0.1,11-Jun-90,FRA,1sf2,"Olympiastadion, Helsinki (FIN)",27-Jun-12,1159,10.15,34,22,1,2012
Christophe LEMAITRE,5722,10.09,0.6,11-Jun-90,FRA,2,"Stadio Olimpico, Roma (ITA)",10-Jun-10,1176,10.15,34,19,2,2010
Christophe LEMAITRE,13525,10.18,-0.6,11-Jun-90,FRA,1,Milano (ITA),9-Sep-10,1148,10.12,34,20,1,2010
Christophe LEMAITRE,18909,10.22,-1,11-Jun-90,FRA,,Manchester (GBR),25-May-13,1138,10.12,34,22,,2013
Christophe LEMAITRE,29380,10.28,0.6,11-Jun-90,FRA,4,Sotteville-l¨¨s-Rouen (FRA),16-Jul-19,1112,10.34,34,29,4,2019
Christophe LEMAITRE,13525,10.18,0.1,11-Jun-90,FRA,1,Montreuil-sous-Bois (FRA),1-Jun-17,1145,10.19,34,26,1,2017
Christophe LEMAITRE,5722,10.09,0.7,11-Jun-90,FRA,1h2,Angers (FRA),25-Jun-16,1176,10.16,34,26,1,2016
Christophe LEMAITRE,5722,10.09,-0.3,11-Jun-90,FRA,5,"Stade de France, Paris-St-Denis (FRA)",16-Jul-10,1177,10.06,34,20,5,2010
Christophe LEMAITRE,1277,9.97,0.9,11-Jun-90,FRA,4,"Stadio Guidobaldi, Rieti (ITA)",29-Aug-10,1217,10.06,34,20,4,2010
Christophe LEMAITRE,13525,10.18,2.8,11-Jun-90,FRA,1sf2,Evry-Bondoufle (FRA),10-Jul-09,1129,10.46,34,19,1,2009
Christophe LEMAITRE,25590,10.26,-1.3,11-Jun-90,FRA,1sf2,"Kara?or?e Stadium, Novi Sad (SRB)",23-Jul-09,1125,10.13,34,19,1,2009
Christophe LEMAITRE,5722,10.09,1.9,11-Jun-90,FRA,1h1,Albi (FRA),29-Jul-11,1176,10.28,34,21,1,2011
Christophe LEMAITRE,5722,10.09,1,11-Jun-90,FRA,1f1,Aix-les-Bains (FRA),1-May-10,1176,10.19,34,19,1,2010
Christophe LEMAITRE,25590,10.26,-1.7,11-Jun-90,FRA,1f1,"Olympic Stadium, Cheboksary (RUS)",20-Jun-15,1128,10.09,34,25,1,2015
Churandy MARTINA,519,9.91,0.7,3-Jul-84,NED,2sf1,"Olympic Stadium, London (GBR)",5-Aug-12,1238,9.98,40,28,2,2012
Churandy MARTINA,27452,10.27,-0.5,3-Jul-84,NED,1,Amsterdam (NED),31-Jul-11,1118,10.22,40,27,1,2011
Churandy MARTINA,22081,10.24,0.8,3-Jul-84,NED,2,"FBK Stadium, Hengelo (NED)",9-Jun-19,1125,10.32,40,34,2,2019
Churandy MARTINA,8587,10.13,3,3-Jul-84,NED,3f2,"Stade de La Charri¨¨re, La Chaux-de-Fonds (SUI)",14-Aug-21,1144,10.43,40,37,3,2021
Churandy MARTINA,5722,10.09,0.7,3-Jul-84,AHO,1,"Philadelphia, PA (USA)",28-Apr-07,1176,10.16,40,22,1,2007
Churandy MARTINA,33876,10.3,3,3-Jul-84,NED,3,Rehlingen (GER),20-May-18,1087,10.6,40,33,3,2018
Churandy MARTINA,12446,10.17,0,3-Jul-84,AHO,3f2,"Stadio Olimpico, Roma (ITA)",14-Jul-06,1148,10.17,40,22,3,2006
Churandy MARTINA,5722,10.09,-0.3,3-Jul-84,AHO,6,"Stade de France, Paris-St-Denis (FRA)",16-Jul-10,1177,10.06,40,26,6,2010
Churandy MARTINA,18909,10.22,-0.1,3-Jul-84,AHO,5h1,"Stadio Olimpico, Roma (ITA)",10-Jul-09,1132,10.21,40,25,5,2009
Churandy MARTINA,12446,10.17,0.8,3-Jul-84,AHO,1,"El Paso, TX (USA)",1-Apr-06,1148,10.25,40,21,1,2006
Churandy MARTINA,7744,10.12,0.6,3-Jul-84,NED,2,Amsterdam (NED),31-Aug-13,1165,10.18,40,29,2,2013
Churandy MARTINA,12446,10.17,-0.4,3-Jul-84,NED,2h2,"Luzhniki Stadion, Moskva (RUS)",10-Aug-13,1150,10.13,40,29,2,2013
Churandy MARTINA,12446,10.17,-0.2,3-Jul-84,AHO,6,"Stade de France, Paris-St-Denis (FRA)",17-Jul-09,1149,10.15,40,25,6,2009
Churandy MARTINA,20480,10.23,-0.1,3-Jul-84,NED,3,"Stade Charl¨¦ty, Paris (FRA)",1-Jul-17,1128,10.22,40,32,3,2017
Churandy MARTINA,20480,10.23,-0.9,3-Jul-84,NED,1f1,Kortrijk (BEL),14-Jul-18,1133,10.14,40,34,1,2018
Churandy MARTINA,5146,10.08,0.8,3-Jul-84,NED,1,Amsterdam (NED),31-Jul-15,1179,10.16,40,31,1,2015
Churandy MARTINA,830,9.94,1.5,3-Jul-84,NED,5,"Olympic Stadium, London (GBR)",5-Aug-12,1227,10.09,40,28,5,2012
Churandy MARTINA,31544,10.29,1.4,3-Jul-84,NED,4f2,"Hampden Park, Glasgow (GBR)",11-Jul-14,1108,10.43,40,30,4,2014
Churandy MARTINA,20480,10.23,0.9,3-Jul-84,NED,2h2,"FBK Stadium, Hengelo (NED)",29-May-11,1128,10.32,40,26,2,2011
Churandy MARTINA,4132,10.06,-0.2,3-Jul-84,NED,3h7,"National Stadium, Beijing (CHN)",22-Aug-15,1187,10.04,40,31,3,2015
Churandy MARTINA,7744,10.12,0.1,3-Jul-84,AHO,1f3,Ponce (PUR),8-May-10,1165,10.13,40,25,1,2010
Churandy MARTINA,5146,10.08,1.2,3-Jul-84,NED,1h1,"FBK Stadium, Hengelo (NED)",22-May-16,1179,10.2,40,31,1,2016
Churandy MARTINA,18909,10.22,0,3-Jul-84,AHO,5,Shanghai (CHN),28-Sep-07,1132,10.22,40,23,5,2007
Churandy MARTINA,1277,9.97,-0.1,3-Jul-84,AHO,1,"FBK Stadium, Hengelo (NED)",1-Jun-09,1217,9.96,40,24,1,2009
Churandy MARTINA,31544,10.29,1.6,3-Jul-84,NED,1h6,Amsterdam (NED),16-Jun-16,1108,10.45,40,31,1,2016
Churandy MARTINA,31544,10.29,1.6,3-Jul-84,NED,2f2,London (GBR),20-Jul-14,1108,10.45,40,30,2,2014
Churandy MARTINA,4606,10.07,0,3-Jul-84,NED,1,"Olympisch Stadion, Amsterdam (NED)",7-Jul-16,1182,10.07,40,32,1,2016
Churandy MARTINA,830,9.94,0.3,3-Jul-84,AHO,3sf2,"National Stadium, Beijing (CHN)",16-Aug-08,1227,9.97,40,24,3,2008
Churandy MARTINA,12446,10.17,1.2,3-Jul-84,NED,1f2,"Clermont, FL (USA)",11-Jun-11,1148,10.29,40,26,1,2011
Churandy MARTINA,31544,10.29,-0.5,3-Jul-84,AHO,6,"Sacramento, CA (USA)",10-Jun-06,1111,10.24,40,21,6,2006
Churandy MARTINA,13525,10.18,0.8,3-Jul-84,NED,2,Baie Mahault (FRA),7-May-11,1145,10.26,40,26,2,2011
Churandy MARTINA,8587,10.13,0.2,3-Jul-84,AHO,2,"Estadio Luguel¨ªn Santos, Bayaguana (DOM)",14-May-05,1162,10.15,40,20,2,2005
Churandy MARTINA,5146,10.08,0.3,3-Jul-84,NED,3h2,"Olympic Stadium, London (GBR)",22-Jul-16,1179,10.11,40,32,3,2016
Churandy MARTINA,11386,10.16,0,3-Jul-84,NED,1sf2,Amsterdam (NED),31-Jul-15,1152,10.16,40,31,1,2015
Churandy MARTINA,4606,10.07,2,3-Jul-84,AHO,1sf1,Cartagena de Indias (COL),25-Jul-06,1182,10.27,40,22,1,2006
Churandy MARTINA,22081,10.24,0,3-Jul-84,AHO,7qf1,"Olympic Stadium, Athina (GRE)",21-Aug-04,1125,10.24,40,20,7,2004
Churandy MARTINA,11386,10.16,1,3-Jul-84,NED,7f1,"Stadio Olimpico, Roma (ITA)",2-Jun-16,1152,10.26,40,31,7,2016
Churandy MARTINA,11386,10.16,0.6,3-Jul-84,NED,2sf2,"Olympisch Stadion, Amsterdam (NED)",7-Jul-16,1152,10.22,40,32,2,2016
Churandy MARTINA,16027,10.2,0.4,3-Jul-84,NED,3h2,"FBK Stadium, Hengelo (NED)",8-Jun-14,1138,10.24,40,29,3,2014
Churandy MARTINA,33876,10.3,1.3,3-Jul-84,AHO,1sf,Bel¨¦m (BRA),1-Aug-02,1105,10.43,40,18,1,2002
Churandy MARTINA,26,9.76,6.1,3-Jul-84,AHO,1,"El Paso, TX (USA)",13-May-06,1255,10.37,40,21,1,2006
Churandy MARTINA,704,9.93,0,3-Jul-84,AHO,4,"National Stadium, Beijing (CHN)",16-Aug-08,1231,9.93,40,24,4,2008
Churandy MARTINA,7017,10.11,0.5,3-Jul-84,AHO,2,Beograd (SRB),29-May-07,1169,10.16,40,22,2,2007
Churandy MARTINA,9471,10.14,-0.1,3-Jul-84,AHO,5,"Stade de France, Paris-St-Denis (FRA)",6-Jul-07,1159,10.13,40,23,5,2007
Churandy MARTINA,16027,10.2,2.9,3-Jul-84,NED,1h2,Amsterdam (NED),31-Aug-13,1121,10.49,40,29,1,2013
Churandy MARTINA,16027,10.2,0,3-Jul-84,NED,3h5,"Olympic Stadium, London (GBR)",4-Aug-12,1138,10.2,40,28,3,2012
Churandy MARTINA,7017,10.11,-2,3-Jul-84,AHO,2h1,Madrid (ESP),5-Jul-08,1181,9.91,40,24,2,2008
Churandy MARTINA,11386,10.16,0,3-Jul-84,NED,6,"Olympiastadion, Berlin (GER)",7-Aug-18,1152,10.16,40,34,6,2018
Churandy MARTINA,16027,10.2,-0.2,3-Jul-84,AHO,6,Thessaloniki (GRE),12-Sep-09,1139,10.18,40,25,6,2009
Churandy MARTINA,704,9.93,2.2,3-Jul-84,AHO,1,"El Paso, TX (USA)",16-Apr-05,1218,10.15,40,20,1,2005
Churandy MARTINA,7017,10.11,1.7,3-Jul-84,AHO,4h1,"Bislett Stadion, Oslo (NOR)",4-Jun-10,1169,10.28,40,25,4,2010
Churandy MARTINA,13525,10.18,0.4,3-Jul-84,NED,3sf1,"Olympiastadion, Berlin (GER)",7-Aug-18,1145,10.22,40,34,3,2018
Churandy MARTINA,9471,10.14,1.2,3-Jul-84,AHO,1,"FBK Stadium, Hengelo (NED)",26-May-07,1159,10.26,40,22,1,2007
Churandy MARTINA,7017,10.11,1.3,3-Jul-84,NED,1,Amsterdam (NED),17-Jun-16,1169,10.24,40,31,1,2016
Churandy MARTINA,2237,10.01,2.6,3-Jul-84,AHO,4f1,Stockholm (SWE),31-Jul-09,1188,10.27,40,25,4,2009
Churandy MARTINA,16027,10.2,0.7,3-Jul-84,AHO,1,Willemstad (AHO),3-Jun-05,1138,10.27,40,20,1,2005
Churandy MARTINA,2845,10.03,-1.1,3-Jul-84,AHO,1,Madrid (ESP),5-Jul-08,1202,9.92,40,24,1,2008
Churandy MARTINA,1716,9.99,-0.1,3-Jul-84,AHO,1qf1,"National Stadium, Beijing (CHN)",15-Aug-08,1210,9.98,40,24,1,2008
Churandy MARTINA,2845,10.03,1.6,3-Jul-84,AHO,1f1,"El Paso, TX (USA)",10-Apr-10,1196,10.19,40,25,1,2010
Churandy MARTINA,22081,10.24,-1.3,3-Jul-84,AHO,7,"Boudewijnstadion, Bruxelles (BEL)",5-Sep-08,1132,10.11,40,24,7,2008
Churandy MARTINA,13525,10.18,-0.6,3-Jul-84,NED,1,"FBK Stadium, Hengelo (NED)",27-May-12,1148,10.12,40,27,1,2012
Churandy MARTINA,22081,10.24,1,3-Jul-84,NED,7,"Stade Louis II, Monaco (MON)",22-Jul-11,1125,10.34,40,27,7,2011
Churandy MARTINA,11386,10.16,-0.3,3-Jul-84,AHO,3f1,Stockholm (SWE),7-Aug-07,1153,10.13,40,23,3,2007
Churandy MARTINA,11386,10.16,-1,3-Jul-84,AHO,1h8,"Yanmar Stadium Nagai, Osaka (JPN)",25-Aug-07,1158,10.06,40,23,1,2007
Churandy MARTINA,11386,10.16,0.8,3-Jul-84,AHO,4,"Olympiastadion, Berlin (GER)",1-Jun-08,1152,10.24,40,23,4,2008
