Competitor,Rank,Mark,WIND,DOB,Nat,Pos,Venue,Date,Results Score,Net Result,AGE,AGE_AT_EVENT,current_match_ranking,match_year
Harry AIKINES-ARYEETEY,33876,10.3,-0.1,29-Aug-88,GBR,1f1,Luzern (SUI),16-Jul-08,1105,10.29,35,19,1,2008
Harry AIKINES-ARYEETEY,23770,10.25,0,29-Aug-88,GBR,4sf1,"Hampden Park, Glasgow (GBR)",28-Jul-14,1122,10.25,35,25,4,2014
Harry AIKINES-ARYEETEY,29380,10.28,0.8,29-Aug-88,GBR,1f2,"Mestsky Stadion, Ostrava (CZE)",27-Jun-13,1112,10.36,35,24,1,2013
Harry AIKINES-ARYEETEY,7744,10.12,5.6,29-Aug-88,GBR,2f6,"Pingles Stadium, Nuneaton (GBR)",23-Aug-20,1132,10.68,35,31,2,2020
Harry AIKINES-ARYEETEY,27452,10.27,1.2,29-Aug-88,GBR,2h2,Savona (ITA),23-May-18,1115,10.39,35,29,2,2018
Harry AIKINES-ARYEETEY,13525,10.18,0.7,29-Aug-88,GBR,1h3,"Clermont, FL (USA)",30-Apr-16,1145,10.25,35,27,1,2016
Harry AIKINES-ARYEETEY,20480,10.23,2,29-Aug-88,GBR,2f2,"Stratford Community Track, London (GBR)",13-Aug-23,1128,10.43,35,34,2,2023
Harry AIKINES-ARYEETEY,7744,10.12,4.8,29-Aug-88,GBR,2h3,"National Training Center, Clermont, FL (USA)",23-Apr-22,1137,10.6,35,33,2,2022
Harry AIKINES-ARYEETEY,7744,10.12,2.5,29-Aug-88,GBR,5,"Manchester Regional Arena, Manchester (GBR)",25-Jun-22,1150,10.37,35,33,5,2022
Harry AIKINES-ARYEETEY,13525,10.18,1.7,29-Aug-88,GBR,6,"Stadion Juliska, Praha (CZE)",4-Jun-18,1145,10.35,35,29,6,2018
Harry AIKINES-ARYEETEY,13525,10.18,0.2,29-Aug-88,GBR,8h2,"Olympic Stadium, London (GBR)",21-Jul-18,1145,10.2,35,29,8,2018
Harry AIKINES-ARYEETEY,17420,10.21,1.5,29-Aug-88,GBR,4,Sotteville-l¨¨s-Rouen (FRA),8-Jul-13,1135,10.36,35,24,4,2013
Harry AIKINES-ARYEETEY,25590,10.26,0.2,29-Aug-88,GBR,1f1,Gliwice (POL),2-Jun-19,1118,10.28,35,30,1,2019
Harry AIKINES-ARYEETEY,20480,10.23,0.6,29-Aug-88,GBR,1f1,Lee Valley (GBR),28-Aug-19,1128,10.29,35,30,1,2019
Harry AIKINES-ARYEETEY,17420,10.21,0.3,29-Aug-88,GBR,7f1,"Hampden Park, Glasgow (GBR)",11-Jul-14,1135,10.24,35,25,7,2014
Harry AIKINES-ARYEETEY,20480,10.23,-0.5,29-Aug-88,GBR,2er1,"Stratford Community Track, London (GBR)",16-Jul-23,1131,10.18,35,34,2,2023
Harry AIKINES-ARYEETEY,13525,10.18,1.1,29-Aug-88,GBR,5f1,"Clermont, FL (USA)",30-Apr-16,1145,10.29,35,27,5,2016
Harry AIKINES-ARYEETEY,17420,10.21,-1.5,29-Aug-88,GBR,4,Rieti (ITA),6-Sep-09,1144,10.06,35,21,4,2009
Harry AIKINES-ARYEETEY,8587,10.13,0.1,29-Aug-88,GBR,4f1,La Chaux-de-Fonds (SUI),30-Jun-19,1162,10.14,35,30,4,2019
Harry AIKINES-ARYEETEY,25590,10.26,0.3,29-Aug-88,GBR,4sf3,Gold Coast (AUS),8-Apr-18,1118,10.29,35,29,4,2018
Harry AIKINES-ARYEETEY,27452,10.27,-0.2,29-Aug-88,GBR,4h2,"Crystal Palace, London (GBR)",25-Jul-08,1116,10.25,35,19,4,2008
Harry AIKINES-ARYEETEY,31544,10.29,1.2,29-Aug-88,GBR,1h1,Birmingham (GBR),10-Jul-09,1108,10.41,35,20,1,2009
Harry AIKINES-ARYEETEY,8587,10.13,1,29-Aug-88,GBR,5,"Olympiastadion, Berlin (GER)",27-Aug-17,1162,10.23,35,28,5,2017
Harry AIKINES-ARYEETEY,13525,10.18,1,29-Aug-88,GBR,1f1,Loughborough (GBR),29-Jul-09,1145,10.28,35,20,1,2009
Harry AIKINES-ARYEETEY,23770,10.25,0.1,29-Aug-88,GBR,4,"Olympiastadion, Berlin (GER)",2-Sep-18,1122,10.26,35,30,4,2018
Harry AIKINES-ARYEETEY,10382,10.15,1.5,29-Aug-88,GBR,1,"S. Darius & S. Gir?nas Stadium, Kaunas (LTU)",17-Jul-09,1155,10.3,35,20,1,2009
Harry AIKINES-ARYEETEY,14702,10.19,0.8,29-Aug-88,GBR,2sf3,Birmingham (GBR),1-Jul-17,1142,10.27,35,28,2,2017
Harry AIKINES-ARYEETEY,33876,10.3,1.1,29-Aug-88,GBR,3,Bydgoszcz (POL),2-Jun-14,1105,10.41,35,25,3,2014
Harry AIKINES-ARYEETEY,13525,10.18,1.4,29-Aug-88,GBR,1h2,"FBK Stadium, Hengelo (NED)",1-Jun-09,1145,10.32,35,20,1,2009
Harry AIKINES-ARYEETEY,31544,10.29,1.6,29-Aug-88,GBR,3h2,"Zdzis?aw Krzyszkowiak Stadium, Bydgoszcz (POL)",9-Aug-19,1108,10.45,35,30,3,2019
Harry AIKINES-ARYEETEY,29380,10.28,-0.8,29-Aug-88,GBR,2sf3,Bedford (GBR),1-Aug-15,1116,10.2,35,26,2,2015
Harry AIKINES-ARYEETEY,33876,10.3,0.3,29-Aug-88,GBR,4f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2-Sep-08,1105,10.33,35,20,4,2008
Harry AIKINES-ARYEETEY,8587,10.13,1.6,29-Aug-88,GBR,1er1,Loughborough (GBR),22-Jul-17,1162,10.29,35,28,1,2017
Harry AIKINES-ARYEETEY,13525,10.18,1.4,29-Aug-88,GBR,1h5,Pavia (ITA),11-May-08,1145,10.32,35,19,1,2008
Harry AIKINES-ARYEETEY,6354,10.1,4.7,29-Aug-88,GBR,4f1,"National Training Center, Clermont, FL (USA)",23-Apr-22,1144,10.57,35,33,4,2022
Harry AIKINES-ARYEETEY,23770,10.25,0.8,29-Aug-88,GBR,1f4,Loughborough (GBR),22-Jul-17,1122,10.33,35,28,1,2017
Harry AIKINES-ARYEETEY,23770,10.25,0.5,29-Aug-88,GBR,1f2,Loughborough (GBR),16-Jul-16,1122,10.3,35,27,1,2016
Harry AIKINES-ARYEETEY,29380,10.28,-0.3,29-Aug-88,GBR,3h2,Rieti (ITA),7-Sep-08,1113,10.25,35,20,3,2008
Harry AIKINES-ARYEETEY,22081,10.24,-0.1,29-Aug-88,GBR,3h1,"Stadion Juliska, Praha (CZE)",4-Jun-18,1125,10.23,35,29,3,2018
Harry AIKINES-ARYEETEY,17420,10.21,-0.8,29-Aug-88,GBR,1sf1,"Letzigrund, Z¨¹rich (SUI)",13-Aug-14,1139,10.13,35,25,1,2014
Harry AIKINES-ARYEETEY,25590,10.26,0.6,29-Aug-88,GBR,3f2,Gateshead (GBR),21-Jun-13,1118,10.32,35,24,3,2013
Harry AIKINES-ARYEETEY,20480,10.23,0.3,29-Aug-88,GBR,6h2,"Olympic Stadium, London (GBR)",22-Jul-16,1128,10.26,35,27,6,2016
Harry AIKINES-ARYEETEY,16027,10.2,0.5,29-Aug-88,GBR,2,Berlin (GER),22-Jun-19,1138,10.25,35,30,2,2019
Harry AIKINES-ARYEETEY,20480,10.23,1,29-Aug-88,GBR,5h2,"Alexander Stadium, Birmingham (GBR)",10-Jul-11,1128,10.33,35,22,5,2011
Harry AIKINES-ARYEETEY,31544,10.29,-0.4,29-Aug-88,GBR,1h4,Birmingham (GBR),4-Jul-15,1110,10.25,35,26,1,2015
Harry AIKINES-ARYEETEY,14702,10.19,0,29-Aug-88,GBR,1h5,"Letzigrund, Z¨¹rich (SUI)",12-Aug-14,1142,10.19,35,25,1,2014
Harry AIKINES-ARYEETEY,6354,10.1,3.5,29-Aug-88,GBR,1,Loughborough (GBR),22-May-11,1151,10.45,35,22,1,2011
Harry AIKINES-ARYEETEY,27452,10.27,0.8,29-Aug-88,GBR,3f1,"Gainesville, FL (USA)",20-Apr-13,1115,10.35,35,24,3,2013
Harry AIKINES-ARYEETEY,1277,9.97,3.3,29-Aug-88,GBR,1f2,"Gainesville, FL (USA)",28-Apr-17,1198,10.3,35,28,1,2017
Harry AIKINES-ARYEETEY,27452,10.27,0.2,29-Aug-88,GBR,7,"Boudewijnstadion, Bruxelles (BEL)",1-Sep-17,1115,10.29,35,29,7,2017
Harry AIKINES-ARYEETEY,14702,10.19,2.3,29-Aug-88,GBR,3,Rovereto (ITA),6-Sep-16,1129,10.42,35,28,3,2016
Harry AIKINES-ARYEETEY,12446,10.17,0.9,29-Aug-88,GBR,2f1,Gen¨¨ve (SUI),6-Jun-09,1148,10.26,35,20,2,2009
Harry AIKINES-ARYEETEY,17420,10.21,1.5,29-Aug-88,GBR,2f1,"Stratford Community Track, London (GBR)",16-Jul-23,1135,10.36,35,34,2,2023
Harry AIKINES-ARYEETEY,16027,10.2,0,29-Aug-88,GBR,3,Birmingham (GBR),1-Jul-17,1138,10.2,35,28,3,2017
Harry AIKINES-ARYEETEY,16027,10.2,1.5,29-Aug-88,GBR,5,"Paavo Nurmen Stadion, Turku (FIN)",13-Jun-17,1138,10.35,35,28,5,2017
Harry AIKINES-ARYEETEY,18909,10.22,0.4,29-Aug-88,GBR,1f2,Bellinzona (SUI),6-Jun-16,1132,10.26,35,27,1,2016
Harry AIKINES-ARYEETEY,6354,10.1,1.4,29-Aug-88,GBR,4,Rieti (ITA),7-Sep-08,1172,10.24,35,20,4,2008
Harry AIKINES-ARYEETEY,16027,10.2,2,29-Aug-88,GBR,5,"Olympiastadion, Stockholm (SWE)",21-Aug-14,1138,10.4,35,25,5,2014
Harry AIKINES-ARYEETEY,16027,10.2,1,29-Aug-88,GBR,4f1,Rovereto (ITA),4-Sep-12,1138,10.3,35,24,4,2012
Harry AIKINES-ARYEETEY,9471,10.14,0.3,29-Aug-88,GBR,2,Birmingham (GBR),29-Jun-14,1159,10.17,35,25,2,2014
Harry AIKINES-ARYEETEY,5146,10.08,1.7,29-Aug-88,GBR,2er1,Loughborough (GBR),16-Jul-16,1179,10.25,35,27,2,2016
Harry AIKINES-ARYEETEY,20480,10.23,-0.8,29-Aug-88,GBR,3sf3,"DS, Daegu (KOR)",28-Aug-11,1132,10.15,35,22,3,2011
Harry AIKINES-ARYEETEY,31544,10.29,1.4,29-Aug-88,GBR,1,Loughborough (GBR),22-May-16,1108,10.43,35,27,1,2016
Harry AIKINES-ARYEETEY,14702,10.19,1.6,29-Aug-88,GBR,1er1,Loughborough (GBR),18-Jul-15,1142,10.35,35,26,1,2015
Harry AIKINES-ARYEETEY,20480,10.23,1.5,29-Aug-88,GBR,1sf1,Birmingham (GBR),13-Jul-13,1128,10.38,35,24,1,2013
Harry AIKINES-ARYEETEY,23770,10.25,0.1,29-Aug-88,GBR,4,"Stadio Guidobaldi, Rieti (ITA)",10-Sep-11,1122,10.26,35,23,4,2011
Harry AIKINES-ARYEETEY,16027,10.2,2.2,29-Aug-88,GBR,1f1,"Stratford Community Track, London (GBR)",11-Jun-22,1125,10.42,35,33,1,2022
Harry AIKINES-ARYEETEY,17420,10.21,-0.7,29-Aug-88,GBR,1,"Stadium Lille M¨¦tropole, Villeneuve d'Ascq (FRA)",24-Jun-17,1139,10.14,35,28,1,2017
Harry AIKINES-ARYEETEY,17420,10.21,0.8,29-Aug-88,GBR,2h2,"Paavo Nurmen Stadion, Turku (FIN)",13-Jun-17,1135,10.29,35,28,2,2017
Harry AIKINES-ARYEETEY,29380,10.28,-0.4,29-Aug-88,GBR,7h2,"Olympic Stadium, London (GBR)",20-Jul-19,1114,10.24,35,30,7,2019
Harry AIKINES-ARYEETEY,17420,10.21,2.2,29-Aug-88,GBR,2sf2,Birmingham (GBR),25-Jun-16,1122,10.43,35,27,2,2016
Harry AIKINES-ARYEETEY,22081,10.24,1,29-Aug-88,GBR,1f2,"Gainesville, FL (USA)",22-Apr-16,1125,10.34,35,27,1,2016
Isiah YOUNG,5722,10.09,0.8,5-Jan-90,USA,5h1,"Olympic Stadium, London (GBR)",21-Jul-18,1176,10.17,34,28,5,2018
Isiah YOUNG,18909,10.22,0.4,5-Jan-90,USA,4f1,St. George's (GRN),13-Apr-19,1132,10.26,34,29,4,2019
Isiah YOUNG,18909,10.22,-0.8,5-Jan-90,USA,1,"Stadion ?l?ski, Chorz¨®w (POL)",14-Sep-19,1136,10.14,34,29,1,2019
Isiah YOUNG,8587,10.13,-0.8,5-Jan-90,USA,4,"Olympiastadion, Stockholm (SWE)",4-Jul-21,1166,10.05,34,31,4,2021
Isiah YOUNG,18909,10.22,1.1,5-Jan-90,USA,3f3,"AP Ranch, Fort Worth, TX (USA)",23-Jul-20,1132,10.33,34,30,3,2020
Isiah YOUNG,18909,10.22,0,5-Jan-90,USA,5,"Shanghai Stadium, Shanghai (CHN)",14-May-16,1132,10.22,34,26,5,2016
Isiah YOUNG,1101,9.96,3.2,5-Jan-90,USA,3,"Eugene, OR (USA)",7-Jun-13,1201,10.28,34,23,3,2013
Isiah YOUNG,25590,10.26,0,5-Jan-90,USA,4f1,Bellinzona (SUI),18-Jul-17,1118,10.26,34,27,4,2017
Isiah YOUNG,1489,9.98,0.7,5-Jan-90,USA,2,"Stade Louis II, Monaco (MON)",21-Jul-17,1213,10.05,34,27,2,2017
Isiah YOUNG,18909,10.22,-1.5,5-Jan-90,USA,1,Padova (ITA),1-Sep-13,1141,10.07,34,23,1,2013
Isiah YOUNG,8587,10.13,2,5-Jan-90,USA,3,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",7-May-22,1162,10.33,34,32,3,2022
Isiah YOUNG,8587,10.13,-0.2,5-Jan-90,USA,1h1,"Boston, MA (USA)",16-Jun-19,1163,10.11,34,29,1,2019
Isiah YOUNG,106,9.82,3,5-Jan-90,USA,1f1,"Clermont, FL (USA)",16-May-15,1251,10.12,34,25,1,2015
Isiah YOUNG,18909,10.22,0.2,5-Jan-90,USA,5,"Boudewijnstadion, Bruxelles (BEL)",1-Sep-17,1132,10.24,34,27,5,2017
Isiah YOUNG,25590,10.26,-0.8,5-Jan-90,USA,1f2,Padova (ITA),16-Jul-17,1122,10.18,34,27,1,2017
Isiah YOUNG,5722,10.09,0.3,5-Jan-90,USA,1h1,"Hilmer Lodge Stadium, Walnut, CA (USA)",9-May-21,1176,10.12,34,31,1,2021
Isiah YOUNG,18909,10.22,-0.3,5-Jan-90,USA,4f1,Luzern (SUI),9-Jul-18,1133,10.19,34,28,4,2018
Isiah YOUNG,1101,9.96,1.2,5-Jan-90,USA,1h1,"Montverde, FL (USA)",9-Jun-18,1220,10.08,34,28,1,2018
Isiah YOUNG,23770,10.25,0.4,5-Jan-90,USA,5h4,"Hayward Field, Eugene, OR (USA)",23-Jun-22,1122,10.29,34,32,5,2022
Isiah YOUNG,33876,10.3,1.9,5-Jan-90,USA,1h5,"Austin, TX (USA)",29-Mar-13,1105,10.49,34,23,1,2013
Isiah YOUNG,17420,10.21,0.1,5-Jan-90,USA,4h1,"Olympic Stadium, London (GBR)",22-Jul-16,1135,10.22,34,26,4,2016
Isiah YOUNG,17420,10.21,2,5-Jan-90,USA,6sf2,"Hayward Field, Eugene, OR (USA)",3-Jul-16,1135,10.41,34,26,6,2016
Isiah YOUNG,10382,10.15,-0.6,5-Jan-90,USA,1h1,"Boston, MA (USA)",23-May-21,1158,10.09,34,31,1,2021
Isiah YOUNG,10382,10.15,2.4,5-Jan-90,USA,5h1,"Ansin Sports Complex, Miramar, FL (USA)",10-Apr-21,1141,10.39,34,31,5,2021
Isiah YOUNG,10382,10.15,-0.1,5-Jan-90,USA,2sf2,"Drake Stadium, Des Moines, IA (USA)",26-Jul-19,1155,10.14,34,29,2,2019
Isiah YOUNG,10382,10.15,0.2,5-Jan-90,USA,3,"Olympic Stadium, Nanjing (CHN)",21-May-19,1155,10.17,34,29,3,2019
Isiah YOUNG,10382,10.15,0.1,5-Jan-90,USA,3,"Olympiastadion, Berlin (GER)",2-Sep-18,1155,10.16,34,28,3,2018
Isiah YOUNG,29380,10.28,2.1,5-Jan-90,USA,5f1,"Gainesville, FL (USA)",5-Apr-13,1100,10.49,34,23,5,2013
Isiah YOUNG,6354,10.1,0.9,5-Jan-90,USA,3,"Bregy¨® Athletic Center, Sz¨¦kesfeh¨¦rv¨¢r (HUN)",4-Jul-17,1172,10.19,34,27,3,2017
Isiah YOUNG,6354,10.1,5,5-Jan-90,USA,3f1,"Baton Rouge, LA (USA)",21-Apr-12,1142,10.6,34,22,3,2012
Isiah YOUNG,6354,10.1,0,5-Jan-90,USA,5,"Letzigrund, Z¨¹rich (SUI)",24-Aug-17,1172,10.1,34,27,5,2017
Isiah YOUNG,6354,10.1,1.1,5-Jan-90,USA,3,"Boston, MA (USA)",16-Jun-19,1172,10.21,34,29,3,2019
Isiah YOUNG,6354,10.1,-0.4,5-Jan-90,USA,1h5,"National Training Center, Clermont, FL (USA)",30-May-21,1174,10.06,34,31,1,2021
Isiah YOUNG,23770,10.25,-0.8,5-Jan-90,USA,5,"Alexander Stadium, Birmingham (GBR)",5-Jun-16,1126,10.17,34,26,5,2016
Isiah YOUNG,23770,10.25,-0.7,5-Jan-90,USA,8,"Sacramento, CA (USA)",23-Jun-17,1126,10.18,34,27,8,2017
Isiah YOUNG,6354,10.1,1.4,5-Jan-90,USA,7sf1,"Hayward Field, Eugene, OR (USA)",24-Jun-22,1172,10.24,34,32,7,2022
Isiah YOUNG,1489,9.98,2.9,5-Jan-90,USA,8,"Hayward Field, Eugene, OR (USA)",21-Aug-21,1196,10.27,34,31,8,2021
Isiah YOUNG,4606,10.07,0.3,5-Jan-90,USA,3,"Olympic Stadium, London (GBR)",9-Jul-17,1182,10.1,34,27,3,2017
Isiah YOUNG,4606,10.07,0.4,5-Jan-90,USA,2,"Olympic Stadium, London (GBR)",22-Jul-16,1182,10.11,34,26,2,2016
Isiah YOUNG,23770,10.25,0.8,5-Jan-90,USA,4,"Sports Park Mladost, Zagreb (CRO)",4-Sep-18,1122,10.33,34,28,4,2018
Isiah YOUNG,4606,10.07,2.1,5-Jan-90,USA,1,"Des Moines, IA (USA)",27-Apr-13,1170,10.28,34,23,1,2013
Isiah YOUNG,16027,10.2,0,5-Jan-90,USA,1f3,"Montverde Academy, Montverde, FL (USA)",4-Jul-20,1138,10.2,34,30,1,2020
Isiah YOUNG,1277,9.97,5.5,5-Jan-90,USA,2h4,"Montverde Academy, Montverde, FL (USA)",4-Jun-22,1184,10.52,34,32,2,2022
Isiah YOUNG,17420,10.21,-1,5-Jan-90,USA,6,"Drake Stadium, Des Moines, IA (USA)",26-Jul-19,1141,10.11,34,29,6,2019
Isiah YOUNG,1101,9.96,4.1,5-Jan-90,USA,1h3,"National Training Center, Clermont, FL (USA)",1-May-22,1196,10.37,34,32,1,2022
Isiah YOUNG,7017,10.11,0.5,5-Jan-90,USA,2f1,St. George's (GRN),21-Apr-18,1169,10.16,34,28,2,2018
Isiah YOUNG,7017,10.11,1.4,5-Jan-90,USA,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",9-Jul-15,1169,10.25,34,25,7,2015
Isiah YOUNG,1716,9.99,1.9,5-Jan-90,USA,2,"Hilmer Lodge Stadium, Walnut, CA (USA)",9-May-21,1210,10.18,34,31,2,2021
Isiah YOUNG,1716,9.99,1.8,5-Jan-90,USA,1f1,"Montverde, FL (USA)",6-Jul-19,1210,10.17,34,29,1,2019
Isiah YOUNG,11386,10.16,0.1,5-Jan-90,USA,1f1,"Starkville, MS (USA)",23-Mar-12,1152,10.17,34,22,1,2012
Isiah YOUNG,27452,10.27,0.2,5-Jan-90,USA,2f1,"Oxford, MS (USA)",31-Mar-12,1115,10.29,34,22,2,2012
Isiah YOUNG,1716,9.99,0.3,5-Jan-90,USA,1h3,"Greensboro, NC (USA)",23-May-13,1210,10.02,34,23,1,2013
Isiah YOUNG,177,9.85,2.1,5-Jan-90,USA,1h1,"Hayward Field, Eugene, OR (USA)",25-Jun-15,1247,10.06,34,25,1,2015
Isiah YOUNG,9471,10.14,2.8,5-Jan-90,USA,2h4,"Baton Rouge, LA (USA)",12-May-12,1143,10.42,34,22,2,2012
Isiah YOUNG,2845,10.03,0.6,5-Jan-90,USA,2f1,"Gainesville, FL (USA)",22-Apr-16,1196,10.09,34,26,2,2016
Isiah YOUNG,9471,10.14,0.8,5-Jan-90,USA,1f1,"Oxford, MS (USA)",13-Apr-13,1159,10.22,34,23,1,2013
Isiah YOUNG,381,9.89,0.2,5-Jan-90,USA,1f1,"National Training Center, Clermont, FL (USA)",30-May-21,1245,9.91,34,31,1,2021
Isiah YOUNG,9471,10.14,1.9,5-Jan-90,USA,5,"Bregy¨® Athletic Center, Sz¨¦kesfeh¨¦rv¨¢r (HUN)",18-Jul-16,1159,10.33,34,26,5,2016
Isiah YOUNG,16027,10.2,-1.6,5-Jan-90,USA,3sf2,"Sacramento, CA (USA)",23-Jun-17,1147,10.04,34,27,3,2017
Isiah YOUNG,9471,10.14,0.9,5-Jan-90,USA,7,"Shanghai Stadium, Shanghai (CHN)",18-May-19,1159,10.23,34,29,7,2019
Isiah YOUNG,9471,10.14,-0.8,5-Jan-90,USA,1h2,"Drake Stadium, Des Moines, IA (USA)",25-Jul-19,1163,10.06,34,29,1,2019
Isiah YOUNG,1277,9.97,1.5,5-Jan-90,USA,1h3,"Sacramento, CA (USA)",22-Jun-17,1217,10.12,34,27,1,2017
Isiah YOUNG,3236,10.04,1.2,5-Jan-90,USA,4,"Bregy¨® Athletic Center, Sz¨¦kesfeh¨¦rv¨¢r (HUN)",6-Jul-21,1193,10.16,34,31,4,2021
Isiah YOUNG,17420,10.21,1.2,5-Jan-90,USA,7h2,"Hilmer Lodge Stadium, Walnut, CA (USA)",16-Apr-22,1135,10.33,34,32,7,2022
Isiah YOUNG,17420,10.21,0.4,5-Jan-90,USA,7,"International Stadium, Gateshead (GBR)",13-Jul-21,1135,10.25,34,31,7,2021
Isiah YOUNG,519,9.91,3.2,5-Jan-90,USA,1h3,"Clermont, FL (USA)",16-May-15,1219,10.23,34,25,1,2015
Isiah YOUNG,9471,10.14,0.5,5-Jan-90,USA,2,"Columbia, SC (USA)",12-May-13,1159,10.19,34,23,2,2013
Isiah YOUNG,25590,10.26,1,5-Jan-90,USA,8f1,"Stadio Olimpico, Roma (ITA)",2-Jun-16,1118,10.36,34,26,8,2016
Isiah YOUNG,1954,10,0,5-Jan-90,USA,4,"Hayward Field, Eugene, OR (USA)",26-Jun-15,1206,10,34,25,4,2015
Isiah YOUNG,1954,10,2.7,5-Jan-90,USA,1h2,"Eugene, OR (USA)",5-Jun-13,1190,10.27,34,23,1,2013
Isiah YOUNG,33876,10.3,-1.1,5-Jan-90,USA,5h1,"Estadio Francisco Montaner, Ponce (PUR)",12-May-22,1111,10.19,34,32,5,2022
Isiah YOUNG,2237,10.01,2.6,5-Jan-90,USA,1h2,"Clermont, FL (USA)",20-Apr-19,1188,10.27,34,29,1,2019
Isiah YOUNG,8587,10.13,-0.7,5-Jan-90,USA,3,"Yanmar Stadium Nagai, Osaka (JPN)",20-May-18,1166,10.06,34,28,3,2018
Isiah YOUNG,5146,10.08,1.4,5-Jan-90,USA,1f1,"Montverde, FL (USA)",6-Jun-15,1179,10.22,34,25,1,2015
Isiah YOUNG,5146,10.08,1.7,5-Jan-90,USA,1h7,"Montverde, FL (USA)",10-Jun-17,1179,10.25,34,27,1,2017
Isiah YOUNG,13525,10.18,1.4,5-Jan-90,USA,5,"Icahn Stadium, New York, NY (USA)",12-Jun-22,1145,10.32,34,32,5,2022
Isiah YOUNG,5722,10.09,1.2,5-Jan-90,USA,1f1,"Oxford, MS (USA)",20-Apr-13,1176,10.21,34,23,1,2013
Isiah YOUNG,33876,10.3,-0.4,5-Jan-90,USA,9,"Stadio Olimpico, Roma (ITA)",31-May-18,1107,10.26,34,28,9,2018
Isiah YOUNG,5146,10.08,-1.1,5-Jan-90,USA,2f1,"Bregy¨® Athletic Center, Sz¨¦kesfeh¨¦rv¨¢r (HUN)",7-Jul-15,1185,9.97,34,25,2,2015
Isiah YOUNG,12446,10.17,NWI,5-Jan-90,USA,1h1,"Montverde, FL (USA)",8-Jun-19,1118,#VALUE!,34,29,1,2019
Isiah YOUNG,13525,10.18,1.4,5-Jan-90,USA,5f1,"Percy Beard Track, Gainesville, FL (USA)",17-Apr-21,1145,10.32,34,31,5,2021
Isiah YOUNG,27452,10.27,0.9,5-Jan-90,USA,5,Rovereto (ITA),29-Aug-17,1115,10.36,34,27,5,2017
Isiah YOUNG,13525,10.18,0.7,5-Jan-90,USA,3f1,"Montverde, FL (USA)",8-Jun-19,1145,10.25,34,29,3,2019
Isiah YOUNG,968,9.95,2.2,5-Jan-90,USA,2f1,"Montverde, FL (USA)",10-Jun-17,1211,10.17,34,27,2,2017
Isiah YOUNG,5722,10.09,1.4,5-Jan-90,USA,4h2,"Des Moines, IA (USA)",6-Jun-12,1176,10.23,34,22,4,2012
Isiah YOUNG,1954,10,1.1,5-Jan-90,USA,4,"Drake Stadium, Des Moines, IA (USA)",22-Jun-18,1206,10.11,34,28,4,2018
Isiah YOUNG,5146,10.08,-0.3,5-Jan-90,USA,6sf1,"Hayward Field, Eugene, OR (USA)",20-Jun-21,1180,10.05,34,31,6,2021
Isiah YOUNG,20480,10.23,1.9,5-Jan-90,USA,1f1,"PVAMU Track Stadium, Prairie View, TX (USA)",27-Mar-21,1128,10.42,34,31,1,2021
Isiah YOUNG,704,9.93,2.4,5-Jan-90,USA,3sf2,"Drake Stadium, Des Moines, IA (USA)",21-Jun-13,1217,10.17,34,23,3,2013
Isiah YOUNG,3690,10.05,0.2,5-Jan-90,USA,1h1,"Montverde, FL (USA)",6-Jul-19,1189,10.07,34,29,1,2019
Isiah YOUNG,2237,10.01,0.1,5-Jan-90,USA,7,"Olympic Stadium, London (GBR)",21-Jul-18,1203,10.02,34,28,7,2018
Isiah YOUNG,31544,10.29,-0.2,5-Jan-90,USA,3sf2,"Jacksonville, FL (USA)",25-May-12,1109,10.27,34,22,3,2012
Isiah YOUNG,12446,10.17,1.1,5-Jan-90,USA,2,"Olympiastadion, Berlin (GER)",6-Sep-15,1148,10.28,34,25,2,2015
Isiah YOUNG,2237,10.01,0.7,5-Jan-90,USA,2sf2,"Drake Stadium, Des Moines, IA (USA)",22-Jun-18,1203,10.08,34,28,2,2018
Isiah YOUNG,2531,10.02,1.9,5-Jan-90,USA,1,"Des Moines, IA (USA)",28-Apr-18,1199,10.21,34,28,1,2018
Isiah YOUNG,5146,10.08,-0.3,5-Jan-90,USA,2h1,"Hayward Field, Eugene, OR (USA)",19-Jun-21,1180,10.05,34,31,2,2021
Isiah YOUNG,14702,10.19,0.2,5-Jan-90,USA,2f1,"Oxford, MS (USA)",14-Apr-12,1142,10.21,34,22,2,2012
Isiah YOUNG,704,9.93,3.7,5-Jan-90,USA,3sf1,"Hayward Field, Eugene, OR (USA)",26-Jun-15,1209,10.3,34,25,3,2015
Isiah YOUNG,12446,10.17,1.3,5-Jan-90,USA,5f1,"National Training Center, Clermont, FL (USA)",1-May-22,1148,10.3,34,32,5,2022
Isiah YOUNG,14702,10.19,0.9,5-Jan-90,USA,2f1,St. George's (GRN),8-Apr-17,1142,10.28,34,27,2,2017
Isiah YOUNG,7744,10.12,1.1,5-Jan-90,USA,6,"Drake Stadium, Des Moines, IA (USA)",21-Jun-13,1165,10.23,34,23,6,2013
Isiah YOUNG,22081,10.24,1.6,5-Jan-90,USA,3,"Baton Rouge, LA (USA)",13-May-12,1125,10.4,34,22,3,2012
Isiah YOUNG,607,9.92,0.7,5-Jan-90,USA,1f1,"Montverde, FL (USA)",9-Jun-18,1234,9.99,34,28,1,2018
