Year,age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Athlete,Olympic_ranking,Nat
1986,21,10.48,10.29,10.29,0,1,1,31544,1,Raymond STEWART,7,1151.202683
1987,22,10.21,10.1525,9.89,0.009914474,1.5,1,13398.85,0.8,Raymond STEWART,7,1151.202683
1988,23,10.23923077,10.14357143,10.01,0.006824725,1.714285714,1,11859.07143,0.571428571,Raymond STEWART,7,1151.202683
1989,24,10.199375,10.06705882,9.9,0.010059559,1.117647059,1,6544.117647,0.647058824,Raymond STEWART,7,1151.202683
1990,25,10.25571429,10.22857143,10.17,0.001780952,2.285714286,1,20851.71429,1,Raymond STEWART,7,1151.202683
1991,26,10.25181818,10.15454545,9.96,0.010987273,2.545454545,1,13884.36364,0.909090909,Raymond STEWART,7,1151.202683
1992,27,10.27,10.17166667,10.06,0.005856667,2.666666667,1,14333.83333,0.833333333,Raymond STEWART,7,1151.202683
1993,28,10.25222222,10.19555556,10.11,0.003477778,3.444444444,1,16751.33333,1,Raymond STEWART,9,1151.202683
1994,29,10.39,10.17333333,10.09,0.005233333,3.666666667,2,14017,0.666666667,Raymond STEWART,9,1151.202683
1995,30,10.26,10.19076923,9.89,0.011507692,3.461538462,1,18119.30769,0.846153846,Raymond STEWART,9,1151.202683
1996,31,10.335,10.1975,10.18,0.000291667,2.666666667,1,15790.75,0.75,Raymond STEWART,9,1151.202683
1997,32,10.25222222,10.18111111,10.1,0.005486111,1.888888889,1,15552,0.888888889,Raymond STEWART,9,1151.202683
1998,33,10.35,10.25,10.25,0,1,1,23770,1,Raymond STEWART,9,1151.202683
1999,34,10.375,10.24,10.22,0.0008,2.5,2,22249.5,1,Raymond STEWART,9,1151.202683
2000,35,10.50666667,10.10666667,9.99,0.011433333,1.5,1,8776.666667,0,Raymond STEWART,9,1151.202683
2006,21,10.465,10.265,10.26,5.00E-05,2.5,2,26521,0.5,Richard THOMPSON,9,1147.236581
2007,22,10.31142857,10.17,9.95,0.013366667,2.142857143,1,16021.42857,0.571428571,Richard THOMPSON,9,1147.236581
2008,23,10.11294118,10.05823529,9.89,0.010140441,2,1,6098.529412,0.941176471,Richard THOMPSON,9,1147.236581
2009,24,10.12142857,10.07142857,9.93,0.00669011,3.714285714,1,6157.714286,0.928571429,Richard THOMPSON,9,1147.236581
2010,25,10.16882353,10.11117647,9.89,0.012198529,2.352941176,1,10128.52941,0.823529412,Richard THOMPSON,9,1147.236581
2011,26,10.145,10.08833333,9.85,0.009767647,3.444444444,1,7655.666667,0.888888889,Richard THOMPSON,9,1147.236581
2012,27,10.166,10.121,9.96,0.011232222,3.8,1,10702.5,1,Richard THOMPSON,9,1147.236581
2013,28,10.30888889,10.14444444,9.91,0.011177778,3.555555556,1,12592.33333,0.555555556,Richard THOMPSON,9,1147.236581
2014,29,10.155,10.09555556,9.74,0.019026144,2.722222222,1,9583.277778,0.944444444,Richard THOMPSON,9,1147.236581
2015,30,10.26,10.11666667,10.04,0.017633333,4.333333333,1,11308,1,Richard THOMPSON,9,1147.236581
2016,31,10.29375,10.18125,9.97,0.0116125,2.625,1,17076.625,0.875,Richard THOMPSON,9,1147.236581
2021,36,10.505,10.285,10.27,0.00045,2.5,2,30664,0.5,Richard THOMPSON,9,1147.236581
1985,21,10.36,10.22,10.22,0,3,3,18909,1,Robson DA SILVA,5,1129.376263
1986,22,10.2,10.02,10.02,0,1,1,2531,1,Robson DA SILVA,5,1129.376263
1987,23,10.22,10.27,10.27,0,2,2,27452,1,Robson DA SILVA,5,1129.376263
1988,24,10.27727273,10.17090909,10,0.007209091,2.727272727,1,14773.54545,0.909090909,Robson DA SILVA,5,1129.376263
1989,25,10.1925,10.215,10.17,0.0009,1.5,1,18471.5,1,Robson DA SILVA,9,1129.376263
1990,26,10.24,10.19,10.12,0.0098,2.5,1,16667,1,Robson DA SILVA,9,1129.376263
1991,27,10.27666667,10.16555556,10.08,0.004377778,2.888888889,1,13324,0.888888889,Robson DA SILVA,9,1129.376263
1992,28,10.296,10.232,10.17,0.00187,2,1,21412.2,1,Robson DA SILVA,9,1129.376263
1993,29,10.27,10.255,10.2,0.001633333,1.75,1,25180.25,0.75,Robson DA SILVA,9,1129.376263
1995,31,10.18666667,10.22333333,10.18,0.003433333,3.333333333,2,20365.33333,1,Robson DA SILVA,9,1129.376263
1996,32,10.36,10.3,10.3,0,4,4,33876,1,Robson DA SILVA,9,1129.376263
1997,33,10.74,10.21,10.21,0,3,3,17420,0,Robson DA SILVA,9,1129.376263
2014,21,10.428,10.234,10.14,0.00423,1.8,1,22558.2,0.6,Ronnie BAKER,9,1144.561396
2015,22,10.25166667,10.0825,9.94,0.008765909,3,1,7119.083333,0.666666667,Ronnie BAKER,9,1144.561396
2016,23,10.249,10.132,9.95,0.008528889,1.9,1,11111.5,0.8,Ronnie BAKER,9,1144.561396
2017,24,10.07125,10.05125,9.86,0.018183929,3.125,1,7444.75,0.875,Ronnie BAKER,5,1144.561396
2018,25,9.990769231,9.921538462,9.78,0.003697436,1.230769231,1,836.9230769,0.923076923,Ronnie BAKER,5,1144.561396
2019,26,10.02333333,10.24666667,10.2,0.001733333,2.333333333,1,23665.66667,0.666666667,Ronnie BAKER,5,1144.561396
2020,27,10.25,10.115,10,0.02645,2,1,11217,1,Ronnie BAKER,5,1144.561396
2021,28,10.030625,9.95875,9.82,0.013078333,1.875,1,3083.1875,0.875,Ronnie BAKER,5,1144.561396
2008,19,10.505,10.285,10.28,5.00E-05,5,1,30462,0.5,Ryan BAILEY,9,1144.561396
2009,20,10.27428571,10.15428571,10.05,0.006928571,1.714285714,1,12801.28571,0.857142857,Ryan BAILEY,4,1144.561396
2010,21,10.11909091,10.11272727,9.88,0.012081818,2.818181818,1,9890.272727,0.909090909,Ryan BAILEY,4,1144.561396
2012,23,10.05571429,9.993571429,9.88,0.005178571,2.357142857,1,2435.571429,1,Ryan BAILEY,4,1144.561396
2013,24,10.20333333,10.16,10,0.01044,2.333333333,1,14227.5,0.833333333,Ryan BAILEY,9,1144.561396
2014,25,10.20272727,10.21454545,10.03,0.007047273,3.363636364,1,20533,0.909090909,Ryan BAILEY,9,1144.561396
2015,26,10.165,9.91,9.89,0.0008,2,2,542.5,0.5,Ryan BAILEY,9,1144.561396
1983,19,10.382,10.242,10.18,0.00307,2.6,1,23483.4,0.8,Sam GRADDY,2,1144.561396
1984,20,10.29333333,10.2,10.08,0.005036364,1.5,1,17854.16667,0.583333333,Sam GRADDY,2,1144.561396
1985,21,10.25333333,10.22333333,10.19,0.000933333,1.333333333,1,19650.66667,0.666666667,Sam GRADDY,9,1144.561396
1986,22,10.21166667,10.17777778,10.08,0.002694444,1.444444444,1,14143.44444,0.555555556,Sam GRADDY,9,1144.561396
1998,20,10.45,10.2,10.15,0.0022,1.666666667,1,16729.25,0.25,Shawn CRAWFORD,9,1144.561396
2000,22,10.295,10.20833333,10.16,0.002016667,3.25,1,17907.66667,1,Shawn CRAWFORD,9,1144.561396
2001,23,10.29461538,10.19153846,10.09,0.004214103,2.5,1,16441.30769,0.769230769,Shawn CRAWFORD,4,1144.561396
2002,24,10.17875,10.13375,9.94,0.013026786,3.125,1,12028.75,1,Shawn CRAWFORD,4,1144.561396
2003,25,10.202,10.15,10.07,0.003666667,2.6,1,11458.9,1,Shawn CRAWFORD,4,1144.561396
2004,26,10.06642857,9.984285714,9.86,0.011226374,1.428571429,1,3185.928571,0.785714286,Shawn CRAWFORD,4,1144.561396
2005,27,10.169,10.141,9.98,0.010321111,2.5,1,12390.6,0.8,Shawn CRAWFORD,9,1144.561396
2006,28,10.1665,10.1275,10.01,0.006872368,2.8,1,10462.7,0.9,Shawn CRAWFORD,9,1144.561396
2007,29,10.21777778,10.15555556,9.96,0.007427778,3.222222222,1,12873.66667,0.888888889,Shawn CRAWFORD,9,1144.561396
2008,30,10.29,10.18333333,10.09,0.004306667,6.166666667,5,15307.66667,0.833333333,Shawn CRAWFORD,9,1144.561396
2009,31,10.30125,10.17375,10.06,0.008598214,3.625,1,15487.5,0.625,Shawn CRAWFORD,9,1144.561396
2010,32,10.255,10.265,10.24,0.00125,4.5,4,26812.5,1,Shawn CRAWFORD,9,1144.561396
1973,18,10.4,10.27,10.24,0.0018,1,1,27978.5,1,Silvio LEONARD,9,1131.117647
1975,20,10.21,10.17666667,10.15,0.002133333,1,1,13748,0.666666667,Silvio LEONARD,9,1131.117647
1976,21,10.28,10.28,10.28,0,1,1,29380,0,Silvio LEONARD,9,1131.117647
1977,22,10.192,10.154,9.98,0.008537778,1.2,1,13104,0.9,Silvio LEONARD,2,1131.117647
1978,23,10.231,10.206,10.08,0.004426667,1.1,1,18398.5,0.5,Silvio LEONARD,2,1131.117647
1979,24,10.2825,10.2075,10.11,0.004507143,1.375,1,18686.75,0.75,Silvio LEONARD,2,1131.117647
1980,25,10.28666667,10.18666667,10.15,0.003033333,1.333333333,1,15179.33333,0.666666667,Silvio LEONARD,2,1131.117647
1984,29,10.39,10.28,10.28,0,4,4,29380,1,Silvio LEONARD,9,1131.117647
1982,21,10.34,10.19,10.19,0,1,1,14702,1,Tony SHARPE,8,1140.106017
1984,23,10.64,10.09,10.09,0,,,5722,0,Tony SHARPE,8,1140.106017
1985,24,10.44,10.3,10.3,0,5,5,33876,1,Tony SHARPE,9,1140.106017
2013,18,10.2775,10.155,9.99,0.014966667,1,1,14387,0.25,Trayvon BROMELL,8,1144.561396
2014,19,10.195,10.09375,9.77,0.018065,1.125,1,9762.375,0.875,Trayvon BROMELL,8,1144.561396
2015,20,10.084375,9.95,9.76,0.01148,1.375,1,2414.4375,0.625,Trayvon BROMELL,8,1144.561396
2016,21,10.13222222,10.00222222,9.84,0.011319444,2.333333333,1,3424.333333,0.777777778,Trayvon BROMELL,8,1144.561396
2017,22,10.26,10.22,10.22,0,2,2,18909,1,Trayvon BROMELL,9,1144.561396
2020,25,10.1275,9.95,9.87,0.0062,1,1,1417.5,0.75,Trayvon BROMELL,9,1144.561396
2021,26,10.03157895,9.943684211,9.76,0.01121345,1.947368421,1,1875.315789,0.842105263,Trayvon BROMELL,9,1144.561396
2001,19,10.28,10.28,10.28,0,1,1,29380,1,Tyson GAY,9,1144.561396
2002,20,10.45333333,10.23,10.08,0.010066667,2.25,1,23380.5,0.25,Tyson GAY,9,1144.561396
2003,21,10.4275,10.155,10.01,0.014166667,2.25,1,14507.5,0.25,Tyson GAY,9,1144.561396
2004,22,10.28222222,10.15666667,10.01,0.012675,2.111111111,1,14883.88889,0.666666667,Tyson GAY,9,1144.561396
2005,23,10.23333333,10.20833333,10.08,0.007096667,2.5,1,19542.66667,1,Tyson GAY,9,1144.561396
2006,24,10.03166667,9.995,9.84,0.0107,1.666666667,1,3237.416667,1,Tyson GAY,9,1144.561396
2007,25,10.02266667,10.00733333,9.76,0.021506667,1.2,1,5156.333333,0.866666667,Tyson GAY,9,1144.561396
2008,26,10.09,9.966666667,9.68,0.033925,2,1,4652.888889,0.777777778,Tyson GAY,9,1144.561396
2009,27,9.961428571,9.917142857,9.69,0.025652747,1.142857143,1,2634.5,0.857142857,Tyson GAY,8,1144.561396
2010,28,9.85375,9.90875,9.78,0.009126786,1,1,983.125,1,Tyson GAY,8,1144.561396
2011,29,10.02,10.02,9.79,0.0553,1.666666667,1,9297,0.333333333,Tyson GAY,8,1144.561396
2012,30,10.00142857,10.01,9.86,0.007333333,1.285714286,1,3187.285714,1,Tyson GAY,8,1144.561396
2014,32,10,9.993333333,9.93,0.003233333,3,1,2059,1,Tyson GAY,9,1144.561396
2015,33,10.012,9.947,9.79,0.01169,1.9,1,2053.9,0.8,Tyson GAY,9,1144.561396
2016,34,10.18625,10.0125,9.97,0.00145,2.625,1,2495.125,0.75,Tyson GAY,9,1144.561396
2017,35,10.2525,10.055,9.94,0.008966667,2.25,1,5279.5,0.25,Tyson GAY,9,1144.561396
2018,36,10.332,10.224,10.11,0.00518,2.4,1,21168.2,0.8,Tyson GAY,9,1144.561396
2019,37,10.63,10.27,10.27,0,2,2,27452,0,Tyson GAY,9,1144.561396
2007,21,10.1,10.03,10.03,0,1,1,2845,1,Usain BOLT,1,1151.202683
2008,22,9.933846154,9.893846154,9.69,0.026192308,1.076923077,1,2748.230769,1,Usain BOLT,1,1151.202683
2009,23,9.923846154,9.924615385,9.58,0.029410256,1.076923077,1,3026.384615,0.846153846,Usain BOLT,1,1151.202683
2010,24,9.91,9.918,9.82,0.01372,1.2,1,1621.8,1,Usain BOLT,1,1151.202683
2011,25,9.938571429,9.922857143,9.76,0.013590476,1,1,1657.714286,1,Usain BOLT,1,1151.202683
2012,26,9.953636364,9.89,9.63,0.02074,1.090909091,1,1477.454545,1,Usain BOLT,1,1151.202683
2013,27,9.939090909,9.938181818,9.77,0.010976364,1.090909091,1,1660.545455,1,Usain BOLT,1,1151.202683
2014,28,9.92,9.98,9.98,0,1,1,1489,1,Usain BOLT,1,1151.202683
2015,29,9.828,9.89,9.79,0.00515,1,1,564.8,1,Usain BOLT,1,1151.202683
2016,30,9.98125,9.98,9.81,0.014114286,1,1,3005.625,1,Usain BOLT,1,1151.202683
1971,22,10.14,10.27,10.27,0,1,1,27452,1,Valeriy BORZOV,1,1123.318182
1972,23,10.172,10.168,10.07,0.00637,1,1,14069.6,0.8,Valeriy BORZOV,1,1123.318182
1974,25,10.17,10.27,10.27,0,1,1,27452,1,Valeriy BORZOV,3,1123.318182
1975,26,10.245,10.2275,10.16,0.002825,1.5,1,20927.5,0.25,Valeriy BORZOV,3,1123.318182
1976,27,10.262,10.24,10.14,0.00465,1.8,1,23674,0.6,Valeriy BORZOV,3,1123.318182
1983,24,10.6,10.275,10.26,0.00045,2,2,28567,0,Vladimir MURAVYOV,9,1123.318182
1984,25,10.23,10.23,10.23,0,1,1,20480,1,Vladimir MURAVYOV,9,1123.318182
1985,26,10.28,10.22,10.22,0,2,2,18909,1,Vladimir MURAVYOV,9,1123.318182
1986,27,10.24,10.2,10.2,0,1,1,16027,1,Vladimir MURAVYOV,9,1123.318182
1987,28,10.44,10.26,10.26,0,1,1,25590,0.5,Vladimir MURAVYOV,9,1123.318182
1988,29,10.42,10.29,10.29,0,4,4,31544,1,Vladimir MURAVYOV,9,1123.318182
2003,17,,10.29,10.29,0,1,1,31544,0,Walter DIX,9,1144.561396
2004,18,10.36,10.28,10.28,0,1,1,29380,1,Walter DIX,9,1144.561396
2005,19,10.28083333,10.17916667,9.96,0.010153788,1.416666667,1,16635.41667,0.75,Walter DIX,3,1144.561396
2006,20,10.21,10.178,10.12,0.00262,2,1,14138.2,0.8,Walter DIX,3,1144.561396
2007,21,10.162,10.102,9.93,0.009995556,1.6,1,9071.2,0.9,Walter DIX,3,1144.561396
2008,22,10.07166667,10.01666667,9.8,0.018515152,2.25,1,5593.5,0.833333333,Walter DIX,3,1144.561396
2009,23,10.1625,10.075,10,0.0043,2,1,5638,0.75,Walter DIX,9,1144.561396
2010,24,10.0475,10.11,9.88,0.024257143,1.125,1,13073.5,0.75,Walter DIX,9,1144.561396
2011,25,10.085,10.07,9.94,0.006654545,1.5,1,6147.583333,0.916666667,Walter DIX,9,1144.561396
2012,26,10.165,10.02,9.85,0.016333333,2.25,1,4411,0.75,Walter DIX,9,1144.561396
2013,27,10.24666667,10.16111111,9.99,0.010811111,2.333333333,1,14832,0.888888889,Walter DIX,9,1144.561396
2014,28,10.43,10.27,10.27,0,8,8,27452,1,Walter DIX,9,1144.561396
2015,29,10.336,10.182,10.13,0.00192,3.4,1,14390.2,0.8,Walter DIX,9,1144.561396
2016,30,10.23857143,10.12857143,10.03,0.008447619,2,1,10706.28571,0.857142857,Walter DIX,9,1144.561396
2017,31,10.2775,10.15125,10,0.010098214,1.875,1,13397.25,0.5,Walter DIX,9,1144.561396
2018,32,10.426,10.204,10.16,0.00193,1.2,1,17241,0.4,Walter DIX,9,1144.561396
2019,33,10.375,10.22,10.19,0.0018,1,1,19236,1,Walter DIX,9,1144.561396
2007,18,10.226,10.192,10.11,0.00332,1.2,1,16023.2,1,Yohan BLAKE,9,1151.202683
2008,19,10.44333333,10.25,10.2,0.0019,1,1,24286.33333,0.666666667,Yohan BLAKE,9,1151.202683
2009,20,10.17,10.11666667,10.07,0.005233333,1.666666667,1,8593,1,Yohan BLAKE,2,1151.202683
2010,21,10.02454545,10.02636364,9.89,0.015525455,1.818181818,1,5792.636364,0.818181818,Yohan BLAKE,2,1151.202683
2011,22,9.955,9.957142857,9.8,0.012991209,1.142857143,1,2411.857143,0.857142857,Yohan BLAKE,2,1151.202683
2012,23,9.973846154,9.869230769,9.69,0.012591026,1.230769231,1,780.2307692,1,Yohan BLAKE,2,1151.202683
2014,25,10.05,10.115,10.02,0.01805,1.5,1,9975.5,1,Yohan BLAKE,4,1151.202683
2015,26,10.312,10.208,10.12,0.00317,1.6,1,18144.8,1,Yohan BLAKE,4,1151.202683
2016,27,10.066,10.036,9.93,0.015182222,1.7,1,6260.7,1,Yohan BLAKE,4,1151.202683
2017,28,10.027,10.024,9.9,0.008404444,1.4,1,4155.4,1,Yohan BLAKE,9,1151.202683
2018,29,10.09,10.05571429,9.94,0.006518681,2.571428571,1,5213.357143,0.928571429,Yohan BLAKE,9,1151.202683
2019,30,10.07,10.04857143,9.96,0.005259341,1.857142857,1,4657.642857,1,Yohan BLAKE,9,1151.202683
2020,31,10.16666667,10.14,10.07,0.0043,1.333333333,1,10338.33333,0.666666667,Yohan BLAKE,9,1151.202683
2021,32,10.18066667,10.06533333,9.95,0.010212381,1.6,1,6950.6,0.733333333,Yohan BLAKE,9,1151.202683
2013,18,10.35,10.24,10.23,0.0002,5,3,22125,1,Zharnel HUGHES,9,1137.753126
2014,19,10.25,10.12,10.12,0,1,1,7744,1,Zharnel HUGHES,9,1137.753126
2015,20,10.31,10.15,10.15,0,1,1,10382,1,Zharnel HUGHES,9,1137.753126
2016,21,10.24,10.1,10.1,0,3,3,6354,1,Zharnel HUGHES,9,1137.753126
2017,22,10.12666667,10.11,10.08,0.0007,1.666666667,1,7159,0.666666667,Zharnel HUGHES,7,1137.753126
2018,23,10.08583333,10.03916667,9.91,0.01097197,1.583333333,1,5412.666667,0.916666667,Zharnel HUGHES,7,1137.753126
2019,24,10.03333333,10.06916667,9.95,0.011062879,2.333333333,1,7056.083333,1,Zharnel HUGHES,7,1137.753126
2021,26,10.076,10.07,9.98,0.0044,1.8,1,5383,1,Zharnel HUGHES,7,1137.753126
