Average Net Result mean_pro,age_at_event mean_pro,Mark mean_pro,Mark min_pro,Mark var_pro,current_match_ranking min_pro,current_match_ranking mean_pro,Average Rank mean_pro,Years to Olympics_pro,Nat_pro,efficiency mean_¹éÒ»»¯,Year,age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Athlete,Nat,Years to Olympics,Olympic Ranking,Finalist_weight
0.000225328,0.000198262,0.000225728,0.00022524,0.000183894,0.000159821,0.000136706,0.000294935,0.000354045,0.000222733,0.000304295,2009,22,10.362,10.252,10.16,0.00332,1.4,1,25361.8,1,90,1129.376263,4,9,0
0.000223545,0.000216286,0.000225684,0.000227235,0,0.000159821,9.76E-05,0.000276423,0.000177022,0.000222733,0.000304295,2011,24,10.28,10.25,10.25,0,1,1,23770,1,90,1129.376263,2,9,0
0.000224523,0.000225298,0.000225794,0.000227013,2.49E-05,0.000159821,0.000146471,0.000288012,8.85E-05,0.000222733,0.000304295,2012,25,10.325,10.255,10.24,0.00045,1.5,1,24766.5,1,90,1129.376263,1,9,0
0.000223545,0.00023431,0.000225023,0.000225461,7.02E-05,0.000159821,0.000122059,0.000224459,0.000354045,0.000222733,0.000228221,2013,26,10.28,10.22,10.17,0.001266667,1.25,1,19301.5,0.75,90,1129.376263,4,9,0
0.000228329,0.000243322,0.000226785,0.000228343,0,0.000159821,9.76E-05,0.000393947,0.000265534,0.000222733,0.000304295,2014,27,10.5,10.3,10.3,0,1,1,33876,1,90,1129.376263,3,9,0
0.000226915,0.000252334,0.000226344,0.000227678,1.11E-05,0.000159821,0.000292942,0.000343035,0.000177022,0.000222733,0.000304295,2015,28,10.435,10.28,10.27,0.0002,3,1,29498,1,90,1129.376263,2,9,0
0.000226426,0.000261346,0.000225794,0.000224353,0.000205733,0.000159821,0.000146471,0.000303052,8.85E-05,0.000222733,0.000152148,2016,29,10.4125,10.255,10.12,0.003714286,1.5,1,26059.875,0.5,90,1129.376263,1,9,0
0.000225647,0.000270358,0.000225023,0.00022657,0,0.000159821,0.000162746,0.000219894,0.000442556,0.000222733,0.000202863,2017,30,10.37666667,10.22,10.22,0,1.666666667,1,18909,0.666666667,90,1129.376263,5,9,0
0.000227241,0.000306406,0.000226785,0.000228343,0,0.000159821,9.76E-05,0.000393947,8.85E-05,0.000222733,0.000304295,2021,34,10.45,10.3,10.3,0,1,1,33876,1,90,1129.376263,1,9,0
0.000227894,0.000171227,0.000226564,0.000228122,0,0.000159821,9.76E-05,0.000366828,0.000354045,0.000222414,0.000304295,2018,19,10.48,10.29,10.29,0,1,1,31544,1,91,1127.759152,4,9,0
0.000227785,0.000180239,0.000224583,0.000224131,0.000897313,0.000319642,0.000292942,0.000224215,0.000265534,0.000222414,0.000152148,2019,20,10.475,10.2,10.11,0.0162,3,2,19280.5,0.5,91,1127.759152,3,9,0
0.000228546,0.000189251,0.000225023,0.000226126,4.43E-05,0.000159821,0.000146471,0.000221581,0.000177022,0.000222414,0.000152148,2020,21,10.51,10.22,10.2,0.0008,1.5,1,19054,0.5,91,1127.759152,2,9,0
0.000226292,0.000198262,0.000225323,0.00022391,0.000245125,0.000159821,0.000159787,0.00026372,8.85E-05,0.000222414,0.000165979,2021,22,10.40636364,10.23363636,10.1,0.004425455,1.636363636,1,22677.63636,0.545454545,91,1127.759152,1,9,0
0.000228111,0.000171227,0.000226564,0.000228122,0,0.000159821,9.76E-05,0.000366828,8.85E-05,0.000224437,0.000304295,1984,19,10.49,10.29,10.29,0,1,1,31544,1,92,1138.013621,1,9,0
0.000223191,0.000189251,0.000225381,0.000225683,7.90E-05,0.000319642,0.00026853,0.000255561,0.000265534,0.000224437,0.000304295,1986,21,10.26375,10.23625,10.18,0.001426786,2.75,2,21976,1,92,1138.013621,3,9,0
0.000224342,0.000198262,0.000225243,0.000226348,2.22E-05,0.000159821,0.000195295,0.000239055,0.000177022,0.000224437,0.000304295,1987,22,10.31666667,10.23,10.21,0.0004,2,1,20556.66667,1,92,1138.013621,2,9,0
0.000225393,0.000207274,0.000225794,0.000227235,2.77E-06,0.000159821,0.000292942,0.000287006,8.85E-05,0.000224437,0.000304295,1988,23,10.365,10.255,10.25,5.00E-05,3,1,24680,1,92,1138.013621,1,9,0
0.000224414,0.000216286,0.000224216,0.00022524,3.51E-05,0.000159821,0.000130196,0.00016409,0.000354045,0.000224437,0.000304295,1989,24,10.32,10.18333333,10.16,0.000633333,1.333333333,1,14110.33333,1,92,1138.013621,4,9,0
0.000224143,0.000225298,0.000223537,0.000223244,0.000378035,0.000159821,0.000227844,0.000143712,0.000265534,0.000224437,0.000152148,1990,25,10.3075,10.1525,10.07,0.006825,2.333333333,1,12358,0.5,92,1138.013621,3,9,0
0.000226154,0.000243322,0.000226785,0.000228343,0,0.000159821,9.76E-05,0.000393947,8.85E-05,0.000224437,0.000304295,1992,27,10.4,10.3,10.3,0,1,1,33876,1,92,1138.013621,1,9,0
0.000225067,0.000198262,0.000224216,0.000224796,0.000190171,0.000159821,0.000195295,0.00017299,0.000354045,0.000224849,0.000202863,1989,22,10.35,10.18333333,10.14,0.003433333,2,1,14875.66667,0.666666667,93,1140.106017,4,4,1
0.000225502,0.000207274,0.000225463,0.000227013,0,0.000479463,0.000292942,0.000256782,0.000265534,0.000224849,0.000304295,1990,23,10.37,10.24,10.24,0,3,3,22081,1,93,1140.106017,3,4,1
0.000223001,0.000216286,0.000224129,0.000221914,0.000459711,0.000159821,0.000253883,0.00018878,0.000177022,0.000224849,0.000266258,1991,24,10.255,10.179375,10.01,0.008299583,2.6,1,16233.4375,0.875,93,1140.106017,2,4,1
0.000221352,0.000225298,0.000223867,0.000222801,0.000227727,0.000159821,0.000235981,0.000156512,8.85E-05,0.000224849,0.000304295,1992,25,10.17916667,10.1675,10.05,0.004111364,2.416666667,1,13458.66667,1,93,1140.106017,1,4,1
0.000221995,0.00023431,0.000223853,0.000222136,0.000273787,0.000159821,0.000286839,0.000158677,0.000354045,0.000224849,0.000304295,1993,26,10.20875,10.166875,10.02,0.004942917,2.9375,1,13644.8125,1,93,1140.106017,4,9,0
0.000222121,0.000243322,0.000223582,0.000223466,0.000179865,0.000159821,0.000273413,0.000137844,0.000265534,0.000224849,0.000304295,1994,27,10.21454545,10.15454545,10.08,0.003247273,2.8,1,11853.36364,1,93,1140.106017,3,9,0
0.00022134,0.000252334,0.000222931,0.000219919,0.000613375,0.000159821,0.000204172,0.000130102,0.000177022,0.000224849,0.0002628,1995,28,10.17863636,10.125,9.92,0.01107381,2.090909091,1,11187.63636,0.863636364,93,1140.106017,2,9,0
0.000220657,0.000261346,0.000223959,0.000222358,0.000383329,0.000159821,0.00036187,0.000173802,8.85E-05,0.000224849,0.000304295,1996,29,10.14722222,10.17166667,10.03,0.006920588,3.705882353,1,14945.44444,1,93,1140.106017,1,9,0
0.000220639,0.000270358,0.000224543,0.000223023,0.000313304,0.000159821,0.000439413,0.00020748,0.000354045,0.000224849,0.000248969,1997,30,10.14636364,10.19818182,10.06,0.005656364,4.5,1,17841.45455,0.818181818,93,1140.106017,4,9,0
0.000221421,0.00027937,0.000223223,0.000219254,0.000558906,0.000159821,0.000347869,0.000140569,0.000265534,0.000224849,0.000250596,1998,31,10.18235294,10.13823529,9.89,0.010090441,3.5625,1,12087.70588,0.823529412,93,1140.106017,3,9,0
0.000219123,0.000288382,0.000221341,0.000218146,0.000860042,0.000159821,0.000152574,8.19E-05,0.000177022,0.000224849,0.000270485,1999,32,10.07666667,10.05277778,9.84,0.015527124,1.5625,1,7045.333333,0.888888889,93,1140.106017,2,9,0
0.000223227,0.000297394,0.000223685,0.000222801,0.000262604,0.000159821,0.000195295,0.000148864,8.85E-05,0.000224849,0.000234073,2000,33,10.26538462,10.15923077,10.05,0.004741026,2,1,12801,0.769230769,93,1140.106017,1,9,0
0.000222802,0.000306406,0.000224638,0.000224131,0.000212621,0.000159821,0.000170883,0.000207166,0.000354045,0.000224849,0.000278937,2001,34,10.24583333,10.2025,10.11,0.003838636,1.75,1,17814.5,0.916666667,93,1140.106017,4,9,0
0.000225719,0.000180239,0.000225463,0.000227013,0,0.000159821,9.76E-05,0.000256782,0.000177022,0.000224849,0.000304295,2007,20,10.38,10.24,10.24,0,1,1,22081,1,94,1140.106017,2,9,0
0.000225284,0.000189251,0.000226344,0.0002279,0,0.000159821,9.76E-05,0.000341662,8.85E-05,0.000224849,0.000304295,2008,21,10.36,10.28,10.28,0,1,1,29380,1,94,1140.106017,1,9,0
0.000222593,0.000198262,0.000226234,0.00022657,3.32E-05,0.000159821,0.000219707,0.000333663,0.000354045,0.000224849,0.000304295,2009,22,10.23625,10.275,10.22,0.0006,2.25,1,28692.125,1,94,1140.106017,4,9,0
0.000228763,0.000225298,0.000226674,0.000228122,2.77E-06,0.000159821,0.000146471,0.000380387,8.85E-05,0.000224849,0.000152148,2012,25,10.52,10.295,10.29,5.00E-05,1.5,1,32710,0.5,94,1140.106017,1,9,0
0.000227513,0.000189251,0.000224968,0.000225018,0.000182324,0.000319642,0.000439413,0.000227508,0.000354045,0.000225728,0.000152148,1997,21,10.4625,10.2175,10.15,0.003291667,4.5,2,19563.75,0.5,95,1144.561396,4,9,0
0.000230286,0.000198262,0.000224913,0.000225905,6.92E-05,0.000159821,0.000292942,0.000213876,0.000265534,0.000225728,0,1998,22,10.59,10.215,10.19,0.00125,3,1,18391.5,0,95,1144.561396,3,9,0
0.000224704,0.000207274,0.000224326,0.000224131,0.000315537,0.000159821,0.000195295,0.0001908,0.000177022,0.000225728,0.000202863,1999,23,10.33333333,10.18833333,10.11,0.005696667,2,1,16407.16667,0.666666667,95,1144.561396,2,9,0
0.000224197,0.000216286,0.000223372,0.000220362,0.00129058,0.000319642,0.000260393,0.000174538,8.85E-05,0.000225728,0.000228221,2000,24,10.31,10.145,9.94,0.0233,2.666666667,2,15008.75,0.75,95,1144.561396,1,9,0
0.000229416,0.000243322,0.000226124,0.000227678,0,0.000319642,0.000195295,0.000319242,0.000177022,0.000225728,0,2003,27,10.55,10.27,10.27,0,2,2,27452,0,95,1144.561396,2,9,0
0.000225212,0.000162215,0.000225537,0.000226348,5.17E-05,0.000159821,0.000260393,0.000266081,8.85E-05,0.000227038,0.000304295,2021,18,10.35666667,10.24333333,10.21,0.000933333,2.666666667,1,22880.66667,1,96,1151.202683,1,9,0
0.000226371,0.000189251,0.000224847,0.000225018,0.000175585,0.000159821,0.000234354,0.000218887,0.000265534,0.000225728,0.000121718,2014,21,10.41,10.212,10.15,0.00317,2.4,1,18822.4,0.4,97,1144.561396,3,9,0
0.000223925,0.000198262,0.00022084,0.000220806,0.000254793,0.000159821,0.000366178,4.06E-05,0.000177022,0.000225728,0.000152148,2015,22,10.2975,10.03,9.96,0.0046,3.75,1,3491.5,0.5,97,1144.561396,2,9,0
0.000223164,0.000225298,0.000222959,0.000221914,0.000458844,0.000159821,0.000183089,0.000123688,0.000354045,0.000225728,0.000228221,2018,25,10.2625,10.12625,10.01,0.008283929,1.875,1,10636.125,0.75,97,1144.561396,4,9,0
0.00022253,0.00023431,0.000225341,0.000225683,4.59E-05,0.000159821,0.000195295,0.000249645,0.000265534,0.000225728,0.000270485,2019,26,10.23333333,10.23444444,10.18,0.000827778,2,1,21467.33333,0.888888889,97,1144.561396,3,9,0
0.000228546,0.000243322,0.000225904,0.000227457,0,0.000159821,9.76E-05,0.000297588,0.000177022,0.000225728,0,2020,27,10.51,10.26,10.26,0,1,1,25590,0,97,1144.561396,2,9,0
0.000224806,0.000252334,0.000223526,0.00022391,0.000117426,0.000319642,0.000488237,0.000129432,8.85E-05,0.000225728,0.000243436,2021,28,10.338,10.152,10.1,0.00212,5,2,11130,0.8,97,1144.561396,1,9,0
0.00023159,0.000198262,0.000223041,0.000223466,0.000276948,0.000319642,0.000244118,0.000108563,8.85E-05,0.000225728,0,2008,22,10.65,10.13,10.08,0.005,2.5,2,9335.5,0,98,1144.561396,1,9,0
0.000227785,0.000207274,0.000226124,0.000225683,0.000115211,0.000159821,0.000195295,0.000328818,0.000354045,0.000225728,0.000101432,2009,23,10.475,10.27,10.18,0.00208,2,1,28275.5,0.333333333,98,1144.561396,4,9,0
0.000225719,0.000216286,0.000226124,0.000227678,0,0.000159821,9.76E-05,0.000319242,0.000265534,0.000225728,0.000304295,2010,24,10.38,10.27,10.27,0,1,1,27452,1,98,1144.561396,3,9,0
0.000225556,0.000225298,0.000225353,0.000224796,0.000312029,0.000159821,0.000244118,0.000268373,0.000177022,0.000225728,0.000304295,2011,25,10.3725,10.235,10.14,0.005633333,2.5,1,23077.75,1,98,1144.561396,2,9,0
0.000222437,0.00023431,0.000223922,0.000223244,0.000365572,0.000159821,0.000266311,0.000170129,8.85E-05,0.000225728,0.000248969,2012,26,10.22909091,10.17,10.07,0.0066,2.727272727,1,14629.63636,0.818181818,98,1144.561396,1,9,0
0.000223914,0.000243322,0.000224583,0.000222801,0.000494814,0.000159821,0.00035153,0.000222664,0.000354045,0.000225728,0.000273866,2013,27,10.297,10.2,10.05,0.008933333,3.6,1,19147.2,0.9,98,1144.561396,4,9,0
0.000226299,0.000252334,0.000223335,0.000220806,0.001464134,0.000159821,0.000227844,0.000172808,0.000265534,0.000225728,0.000101432,2014,28,10.40666667,10.14333333,9.96,0.026433333,2.333333333,1,14860,0.333333333,98,1144.561396,3,9,0
0.000226535,0.000261346,0.000225133,0.000222579,0.000862233,0.000159821,0.000341766,0.000280778,0.000177022,0.000225728,0.000228221,2015,29,10.4175,10.225,10.04,0.015566667,3.5,1,24144.5,0.75,98,1144.561396,2,9,0
0.000225595,0.000270358,0.000224488,0.000224353,0.000300687,0.000159821,0.000306892,0.000202049,8.85E-05,0.000225728,0.000260824,2016,30,10.37428571,10.19571429,10.12,0.005428571,3.142857143,1,17374.42857,0.857142857,98,1144.561396,1,9,0
0.000223545,0.000171227,0.000224363,0.000225461,6.65E-05,0.000319642,0.000260393,0.000175878,8.85E-05,0.000225728,0.000304295,1980,19,10.28,10.19,10.17,0.0012,2.666666667,2,15124,1,99,1144.561396,1,9,0
0.00022311,0.000180239,0.000224803,0.000226348,0,0.000159821,0.000146471,0.000202579,0.000354045,0.000225728,0.000304295,1981,20,10.26,10.21,10.21,0,1.5,1,17420,1,99,1144.561396,4,9,0
0.000221184,0.000189251,0.000222318,0.000219697,0.000858013,0.000159821,0.000111597,0.000113563,0.000265534,0.000225728,0.000217354,1982,21,10.17142857,10.09714286,9.91,0.015490476,1.142857143,1,9765.428571,0.714285714,99,1144.561396,3,9,0
0.000222626,0.000198262,0.000223408,0.000220141,0.000674451,0.000159821,0.000124772,0.000157042,0.000177022,0.000225728,0.000253579,1983,22,10.23777778,10.14666667,9.93,0.012176471,1.277777778,1,13504.22222,0.833333333,99,1144.561396,2,9,0
0.000223683,0.000207274,0.000223242,0.000220362,0.000761558,0.000159821,0.000159787,0.000153611,8.85E-05,0.000225728,0.000193642,1984,23,10.28636364,10.13909091,9.94,0.013749091,1.636363636,1,13209.18182,0.636363636,99,1144.561396,1,9,0
0.000221805,0.000216286,0.000224087,0.00022391,0.000186017,0.000159821,0.000195295,0.000164732,0.000354045,0.000225728,0.000304295,1985,24,10.2,10.1775,10.1,0.003358333,2,1,14165.5,1,99,1144.561396,4,3,1
0.000222675,0.000225298,0.000225133,0.000225905,2.82E-05,0.000159821,0.000195295,0.000230572,0.000265534,0.000225728,0.000304295,1986,25,10.24,10.225,10.19,0.00051,2,1,19827.16667,1,99,1144.561396,3,3,1
0.000222131,0.00023431,0.000224017,0.000223244,0.000328686,0.000159821,0.00017437,0.000173832,0.000177022,0.000225728,0.000239089,1987,26,10.215,10.17428571,10.07,0.005934066,1.785714286,1,14948.07143,0.785714286,99,1144.561396,2,3,1
0.000222034,0.000243322,0.000222659,0.000218811,0.000769819,0.000159821,0.000133623,0.000121405,8.85E-05,0.000225728,0.000240233,1988,27,10.21052632,10.11263158,9.87,0.013898246,1.368421053,1,10439.73684,0.789473684,99,1144.561396,1,3,1
0.000223197,0.000252334,0.000224098,0.000222801,0.000480229,0.000159821,0.000136706,0.000183684,0.000354045,0.000225728,0.000304295,1989,28,10.264,10.178,10.05,0.00867,1.4,1,15795.2,1,99,1144.561396,4,9,0
0.000222191,0.000261346,0.000224583,0.000222579,0.000310182,0.000159821,0.000249543,0.000207977,0.000265534,0.000225728,0.000304295,1990,29,10.21777778,10.2,10.04,0.0056,2.555555556,1,17884.22222,1,99,1144.561396,3,9,0
0.000224073,0.00027937,0.000225023,0.000224796,0.00012555,0.000159821,0.000260393,0.000228953,8.85E-05,0.000225728,0.000304295,1992,31,10.30428571,10.22,10.14,0.002266667,2.666666667,1,19688,1,99,1144.561396,1,9,0
0.000223001,0.000288382,0.000224363,0.000223023,0.00030132,0.000159821,0.000227844,0.000190998,0.000354045,0.000225728,0.000304295,1993,32,10.255,10.19,10.06,0.00544,2.333333333,1,16424.16667,1,99,1144.561396,4,9,0
0.000223689,0.000297394,0.000225537,0.00022657,9.05E-05,0.000639284,0.000553335,0.000268872,0.000265534,0.000225728,0.000304295,1994,33,10.28666667,10.24333333,10.22,0.001633333,5.666666667,4,23120.66667,1,99,1144.561396,3,9,0
0.000223762,0.000306406,0.000225684,0.000227235,0,0.000159821,9.76E-05,0.000276423,0.000177022,0.000225728,0.000304295,1995,34,10.29,10.25,10.25,0,1,1,23770,1,99,1144.561396,2,9,0
0.000226806,0.000315418,0.000225684,0.000227235,0,0.000639284,0.000390589,0.000276423,8.85E-05,0.000225728,0.000304295,1996,35,10.43,10.25,10.25,0,4,4,23770,1,99,1144.561396,1,9,0
0.000228111,0.000171227,0.000224693,0.000223244,0.000463427,0.000159821,9.76E-05,0.000221848,0.000354045,0.000225728,0,2013,19,10.49,10.205,10.07,0.008366667,1,1,19077,0,100,1144.561396,4,9,0
0.000228329,0.000180239,0.000225684,0.000227235,0,0.000159821,9.76E-05,0.000276423,0.000265534,0.000225728,0,2014,20,10.5,10.25,10.25,0,1,1,23770,0,100,1144.561396,3,9,0
0.000223762,0.000198262,0.000224451,0.00022524,9.86E-05,0.000159821,0.000273413,0.000184454,8.85E-05,0.000225728,0.000182577,2016,22,10.29,10.194,10.16,0.00178,2.8,1,15861.4,0.6,100,1144.561396,1,9,0
0.00022219,0.000207274,0.000223617,0.000219476,0.001152602,0.000159821,0.000247874,0.000193606,0.000442556,0.000225728,0.000210666,2017,23,10.21769231,10.15615385,9.9,0.020808974,2.538461538,1,16648.46154,0.692307692,100,1144.561396,5,9,0
0.000222189,0.000216286,0.000222977,0.000220141,0.000742751,0.000159821,0.000281454,0.000143089,0.000354045,0.000225728,0.000268496,2018,24,10.21764706,10.12705882,9.93,0.013409559,2.882352941,1,12304.41176,0.882352941,100,1144.561396,4,9,0
0.000222426,0.000225298,0.000223387,0.000222136,0.000217602,0.000159821,0.000390589,0.000127358,0.000265534,0.000225728,0.000260824,2019,25,10.22857143,10.14571429,10.02,0.003928571,4,1,10951.71429,0.857142857,100,1144.561396,3,9,0
0.000224197,0.000243322,0.00022128,0.000221914,0.000177247,0.000159821,0.000195295,4.63E-05,8.85E-05,0.000225728,0,2021,27,10.31,10.05,10.01,0.0032,2,1,3979.5,0,100,1144.561396,1,9,0
0.000226951,0.000189251,0.00022517,0.00022657,1.84E-06,0.000319642,0.000390589,0.000232074,0.000354045,0.000225728,0.000202863,2013,21,10.43666667,10.22666667,10.22,3.33E-05,4,2,19956.33333,0.666666667,101,1144.561396,4,9,0
0.000225212,0.000207274,0.000223335,0.000222358,0.000555743,0.000319642,0.00035804,0.000136754,0.000177022,0.000225728,0.000101432,2015,23,10.35666667,10.14333333,10.03,0.010033333,3.666666667,2,11759.66667,0.333333333,101,1144.561396,2,9,0
0.000225458,0.000216286,0.000224715,0.000225905,1.55E-05,0.000159821,0.000312471,0.000197053,8.85E-05,0.000225728,0.000182577,2016,24,10.368,10.206,10.19,0.00028,3.2,1,16944.8,0.6,101,1144.561396,1,9,0
0.000228981,0.000225298,0.000226124,0.000227678,0,0.000639284,0.000390589,0.000319242,0.000442556,0.000225728,0,2017,25,10.53,10.27,10.27,0,4,4,27452,0,101,1144.561396,5,9,0
0.000230721,0.000243322,0.000226564,0.000228122,0,0.000639284,0.000390589,0.000366828,0.000265534,0.000225728,0,2019,27,10.61,10.29,10.29,0,4,4,31544,0,101,1144.561396,3,9,0
0.000224469,0.000171227,0.000225904,0.000226348,6.49E-05,0.000159821,0.000219707,0.000303074,8.85E-05,0.000225728,0.000304295,1980,19,10.3225,10.26,10.21,0.001171429,2.25,1,26061.75,1,102,1144.561396,1,9,0
0.000221696,0.000180239,0.000223555,0.000221471,0.000435396,0.000159821,0.000130196,0.000150582,0.000354045,0.000225728,0.000278937,1981,20,10.195,10.15333333,9.99,0.007860606,1.333333333,1,12948.75,0.916666667,102,1144.561396,4,1,1
0.000221406,0.000189251,0.000222234,0.000221693,0.00039142,0.000159821,0.000113922,8.92E-05,0.000265534,0.000225728,0.000253579,1982,21,10.18166667,10.09333333,10,0.007066667,1.166666667,1,7667.333333,0.833333333,102,1144.561396,3,1,1
0.000220892,0.000198262,0.000222293,0.000220141,0.000751084,0.000159821,0.000107412,0.000110347,0.000177022,0.000225728,0.000243436,1983,22,10.158,10.096,9.93,0.01356,1.1,1,9488.9,0.8,102,1144.561396,2,1,1
0.000219123,0.000207274,0.000221537,0.000221471,0.000224412,0.000159821,9.76E-05,5.83E-05,8.85E-05,0.000225728,0.000228221,1984,23,10.07666667,10.06166667,9.99,0.004051515,1,1,5016.916667,0.75,102,1144.561396,1,1,1
0.000220892,0.000216286,0.000221456,0.000219476,0.000942732,0.000159821,9.76E-05,8.24E-05,0.000354045,0.000225728,0.000243436,1985,24,10.158,10.058,9.9,0.01702,1,1,7088.6,0.8,102,1144.561396,4,1,1
0.000222185,0.000225298,0.000222353,0.000219697,0.0006353,0.000159821,0.000146471,0.000102025,0.000265534,0.000225728,0.000228221,1986,25,10.2175,10.09875,9.91,0.011469643,1.5,1,8773.25,0.75,102,1144.561396,3,1,1
0.000220322,0.00023431,0.00022162,0.000220141,0.000179865,0.000159821,0.000106524,5.76E-05,0.000177022,0.000225728,0.000276632,1987,26,10.13181818,10.06545455,9.93,0.003247273,1.090909091,1,4949.909091,0.909090909,102,1144.561396,2,1,1
0.000220718,0.000243322,0.000220502,0.000216815,0.000776933,0.000159821,0.000123687,5.61E-05,8.85E-05,0.000225728,0.000243436,1988,27,10.15,10.01466667,9.78,0.014026667,1.266666667,1,4820.533333,0.8,102,1144.561396,1,1,1
0.000219935,0.000252334,0.000222425,0.000222801,6.20E-05,0.000159821,0.000117177,7.82E-05,0.000354045,0.000225728,0.000304295,1989,28,10.114,10.102,10.05,0.00112,1.2,1,6720.6,1,102,1144.561396,4,9,0
0.000221979,0.000261346,0.000223284,0.000222801,0.000299658,0.000159821,0.000151896,0.000129696,0.000265534,0.000225728,0.000273866,1990,29,10.208,10.141,10.05,0.00541,1.555555556,1,11152.7,0.9,102,1144.561396,3,9,0
0.000220382,0.000270358,0.00022074,0.000217259,0.000924303,0.000159821,0.000142032,5.94E-05,0.000177022,0.000225728,0.000248969,1991,30,10.13454545,10.02545455,9.8,0.016687273,1.454545455,1,5106.272727,0.818181818,102,1144.561396,2,9,0
0.000221587,0.00027937,0.000222454,0.000220584,0.000526202,0.000159821,0.000162746,0.000102158,8.85E-05,0.000225728,0.000202863,1992,31,10.19,10.10333333,9.95,0.0095,1.666666667,1,8784.666667,0.666666667,102,1144.561396,1,9,0
0.000221787,0.000288382,0.000221831,0.000219476,0.000422472,0.000159821,0.000244118,7.55E-05,0.000354045,0.000225728,0.000228221,1993,32,10.19916667,10.075,9.9,0.007627273,2.5,1,6489.583333,0.75,102,1144.561396,4,9,0
0.00022137,0.000297394,0.000223262,0.000222579,0.000553897,0.000159821,9.76E-05,0.000134851,0.000265534,0.000225728,0.000304295,1994,33,10.18,10.14,10.04,0.01,1,1,11596,1,102,1144.561396,3,9,0
0.000226154,0.000306406,0.000222271,0.000220362,0.002661474,0.000479463,0.000390589,0.000143038,0.000177022,0.000225728,0.000152148,1995,34,10.4,10.095,9.94,0.04805,4,3,12300,0.5,102,1144.561396,2,9,0
0.000222865,0.000315418,0.000222326,0.000220362,0.000567744,0.000159821,0.000306892,0.000100276,8.85E-05,0.000225728,0.000190185,1996,35,10.24875,10.0975,9.94,0.01025,3.142857143,1,8622.875,0.625,102,1144.561396,1,9,0
0.000226197,0.000198262,0.000224715,0.000223244,0.000450318,0.000159821,0.000156236,0.000225362,0.000354045,0.000224972,0.000121718,1997,22,10.402,10.206,10.07,0.00813,1.6,1,19379.2,0.4,103,1140.730233,4,9,0
0.000223141,0.000216286,0.000225023,0.000224131,0.000175401,0.000159821,0.000181345,0.000232223,0.000177022,0.000224972,0.000260824,1999,24,10.26142857,10.22,10.11,0.003166667,1.857142857,1,19969.14286,0.857142857,103,1140.730233,2,9,0
0.000232025,0.00023431,0.000226564,0.000228122,0,0.000159821,9.76E-05,0.000366828,0.000354045,0.000224972,0,2001,26,10.67,10.29,10.29,0,1,1,31544,0,103,1140.730233,4,9,0
0.000230721,0.000162215,0.000225463,0.000227013,0,0.000159821,9.76E-05,0.000256782,0.000265534,0.000225728,0,2002,18,10.61,10.24,10.24,0,1,1,22081,0,104,1144.561396,3,9,0
0.000223762,0.000171227,0.000226564,0.000228122,0,0.000159821,9.76E-05,0.000366828,0.000177022,0.000225728,0.000304295,2003,19,10.29,10.29,10.29,0,1,1,31544,1,104,1144.561396,2,9,0
0.000229307,0.000180239,0.000225904,0.000227457,0,0.000159821,0.000146471,0.000297588,8.85E-05,0.000225728,0,2004,20,10.545,10.26,10.26,0,1.5,1,25590,0,104,1144.561396,1,9,0
0.000229742,0.000189251,0.000226564,0.0002279,1.11E-05,0.000319642,0.000195295,0.000367805,0.000354045,0.000225728,0,2005,21,10.565,10.29,10.28,0.0002,2,2,31628,0,104,1144.561396,4,9,0
0.000224224,0.000198262,0.000225023,0.000223244,0.00025954,0.000159821,0.000207501,0.000238497,0.000265534,0.000225728,0.000304295,2006,22,10.31125,10.22,10.07,0.004685714,2.125,1,20508.625,1,104,1144.561396,3,9,0
0.000227187,0.000207274,0.000225849,0.000226126,0.000104779,0.000159821,0.000317354,0.000299603,0.000177022,0.000225728,0.000228221,2007,23,10.4475,10.2575,10.2,0.001891667,3.25,1,25763.25,0.75,104,1144.561396,2,9,0
0.000224994,0.000216286,0.000224583,0.000221028,0.000641136,0.000159821,0.000227844,0.000228371,8.85E-05,0.000225728,0.000202863,2008,24,10.34666667,10.2,9.97,0.011575,2.333333333,1,19637.88889,0.666666667,104,1144.561396,1,9,0
0.000228111,0.000162215,0.000224363,0.000225905,0,0.000159821,9.76E-05,0.000170971,8.85E-05,0.000224972,0,2012,18,10.49,10.19,10.19,0,1,1,14702,0,105,1140.730233,1,9,0
0.000236157,0.000198262,0.000226124,0.000227678,0,0.000159821,9.76E-05,0.000319242,8.85E-05,0.000224972,0,2016,22,10.86,10.27,10.27,0,1,1,27452,0,105,1140.730233,1,9,0
0.000228763,0.000207274,0.000225243,0.000226792,0,0.000479463,0.000292942,0.000238164,0.000442556,0.000224972,0,2017,23,10.52,10.23,10.23,0,3,3,20480,0,105,1140.730233,5,9,0
0.000224849,0.000216286,0.00022517,0.000224575,0.000400652,0.000159821,9.76E-05,0.000254758,0.000354045,0.000224972,0.000304295,2018,24,10.34,10.22666667,10.13,0.007233333,1,1,21907,1,105,1140.730233,4,9,0
0.000226752,0.000225298,0.000226124,0.000227457,2.22E-05,0.000159821,0.000146471,0.000321678,0.000265534,0.000224972,0.000228221,2019,25,10.4275,10.27,10.26,0.0004,1.5,1,27661.5,0.75,105,1140.730233,3,9,0
