Competitor,Rank,Mark,WIND,Nat,Pos,Venue,Date,Results Score,Net Result,AGE,AGE_AT_EVENT,current_match_ranking,match_year
22,5722,10.09,2.4,1165.8989898989898,1,190,4-Jun-98,1162,10.33,56,30,1.0,1998
22,7744,10.12,-0.2,1165.8989898989898,1h1,148,21-Aug-04,1166,10.1,56,36,1.0,2004
22,23770,10.25,-2.5,1165.8989898989898,1,279,8-Apr-97,1137,10,56,29,1.0,1997
22,7744,10.12,1.5,1165.8989898989898,1h1,152,4-Jul-97,1165,10.27,56,29,1.0,1997
22,4606,10.07,0.9,1165.8989898989898,4f1,69,12-Jul-02,1182,10.16,56,34,4.0,2002
22,22081,10.24,-1.3,1165.8989898989898,1,268,1-May-02,1132,10.11,56,34,1.0,2002
22,5722,10.09,-0.6,1165.8989898989898,1,190,2-Jun-97,1179,10.03,56,29,1.0,1997
22,23770,10.25,2,1165.8989898989898,1,511,12-Aug-90,1122,10.45,56,22,1.0,1990
22,5146,10.08,2.8,1165.8989898989898,1h4,2,31-May-91,1163,10.36,56,23,1.0,1991
22,381,9.89,0.7,1165.8989898989898,2,193,27-Jul-96,1245,9.96,56,28,2.0,1996
22,7017,10.11,-0.5,1165.8989898989898,1,152,4-Jul-97,1172,10.06,56,29,1.0,1997
22,27452,10.27,-1.1,1165.8989898989898,1h2,304,23-Aug-02,1121,10.16,56,34,1.0,2002
22,7744,10.12,0.5,1165.8989898989898,1,223,15-Jul-92,1165,10.17,56,24,1.0,1992
22,4606,10.07,1,1165.8989898989898,4,184,6-Aug-95,1182,10.17,56,27,4.0,1995
22,27452,10.27,0,1165.8989898989898,qf,95,14-Sep-99,1115,10.27,56,31,,1999
22,25590,10.26,0.4,1165.8989898989898,3f1,69,9-Jun-92,1118,10.3,56,24,3.0,1992
22,7017,10.11,2.3,1165.8989898989898,2,152,10-Jul-93,1156,10.34,56,25,2.0,1993
22,7744,10.12,1.2,1165.8989898989898,1h2,186,27-Apr-02,1165,10.24,56,34,1.0,2002
22,4606,10.07,1.4,1165.8989898989898,1,375,5-Jun-95,1182,10.21,56,27,1.0,1995
22,4606,10.07,3.2,1165.8989898989898,2,516,20-May-89,1163,10.39,56,21,2.0,1989
22,27452,10.27,1.5,1165.8989898989898,4,256,23-Sep-04,1115,10.42,56,36,4.0,2004
22,7744,10.12,1.6,1165.8989898989898,2,186,27-Apr-02,1165,10.28,56,34,2.0,2002
22,224,9.86,-0.4,1165.8989898989898,1f1,191,3-Jul-96,1257,9.82,56,28,1.0,1996
22,6354,10.1,1.4,1165.8989898989898,1,224,28-Jun-95,1172,10.24,56,27,1.0,1995
22,7744,10.12,1.7,1165.8989898989898,1,512,5-Jun-94,1165,10.29,56,26,1.0,1994
22,23770,10.25,-1.5,1165.8989898989898,5,192,19-Sep-98,1131,10.1,56,30,5.0,1998
22,25590,10.26,0,1165.8989898989898,1,440,26-Jun-03,1118,10.26,56,35,1.0,2003
22,23770,10.25,1.3,1165.8989898989898,1,223,8-Jun-02,1122,10.38,56,34,1.0,2002
22,7744,10.12,-0.3,1165.8989898989898,1,81,26-Jun-02,1166,10.09,56,34,1.0,2002
22,7744,10.12,0.8,1165.8989898989898,3,183,3-Jul-95,1165,10.2,56,27,3.0,1995
22,381,9.89,4.1,1165.8989898989898,1qf4,67,24-Aug-91,1221,10.3,56,23,1.0,1991
22,6354,10.1,0.6,1165.8989898989898,2,517,3-Jun-94,1172,10.16,56,26,2.0,1994
22,7017,10.11,0.7,1165.8989898989898,1f1,518,12-Jun-97,1169,10.18,56,29,1.0,1997
22,6354,10.1,0.2,1165.8989898989898,5,237,4-Jul-94,1172,10.12,56,26,5.0,1994
22,5722,10.09,2.1,1165.8989898989898,2qf4,184,5-Aug-95,1164,10.3,56,27,2.0,1995
22,25590,10.26,0.3,1165.8989898989898,1,512,14-Jul-04,1118,10.29,56,36,1.0,2004
22,23770,10.25,0.2,1165.8989898989898,7,94,3-Sep-04,1122,10.27,56,36,7.0,2004
22,23770,10.25,0.4,1165.8989898989898,1h3,202,18-Mar-88,1122,10.29,56,20,1.0,1988
22,23770,10.25,0,1165.8989898989898,h,140,18-Aug-98,1122,10.25,56,30,,1998
22,25590,10.26,-0.7,1165.8989898989898,3f1,237,22-Aug-95,1122,10.19,56,27,3.0,1995
22,5722,10.09,0.3,1165.8989898989898,1,519,24-Apr-92,1176,10.12,56,24,1.0,1992
22,519,9.91,1,1165.8989898989898,2f1,41,2-Jul-97,1238,10.01,56,29,2.0,1997
22,5146,10.08,1.6,1165.8989898989898,1,279,20-Mar-98,1179,10.24,56,30,1.0,1998
22,4606,10.07,1.8,1165.8989898989898,h,506,24-Apr-98,1182,10.25,56,30,,1998
22,6354,10.1,-0.2,1165.8989898989898,3sf1,184,6-Aug-95,1173,10.08,56,27,3.0,1995
22,4606,10.07,0.2,1165.8989898989898,2sf2,237,4-Jul-94,1182,10.09,56,26,2.0,1994
23,25590,10.26,6.2,1150.2102189781021,1,520,3-Sep-06,1081,10.88,35,18,1.0,2006
23,33876,10.3,1.6,1150.2102189781021,1h5,315,24-Jun-16,1105,10.46,35,27,1.0,2016
23,18909,10.22,1.5,1150.2102189781021,1f2,19,2-Sep-12,1132,10.37,35,24,1.0,2012
23,9471,10.14,1.2,1150.2102189781021,2,315,30-Jul-11,1159,10.26,35,22,2.0,2011
23,25590,10.26,3.6,1150.2102189781021,2,304,10-Jun-05,1097,10.62,35,16,2.0,2005
23,29380,10.28,1.8,1150.2102189781021,2f1,89,10-Sep-08,1112,10.46,35,20,2.0,2008
23,5146,10.08,1.4,1150.2102189781021,5,49,8-Jun-14,1179,10.22,35,25,5.0,2014
23,16027,10.2,0.4,1150.2102189781021,6f2,21,28-Aug-09,1138,10.24,35,20,6.0,2009
23,29380,10.28,-1.7,1150.2102189781021,2h2,360,27-Aug-11,1122,10.11,35,22,2.0,2011
23,29380,10.28,0.8,1150.2102189781021,1,521,8-May-11,1112,10.36,35,22,1.0,2011
23,9471,10.14,2,1150.2102189781021,1sf2,349,16-Jul-11,1159,10.34,35,22,1.0,2011
23,18909,10.22,-0.4,1150.2102189781021,3,21,13-Aug-14,1134,10.18,35,25,3.0,2014
23,5722,10.09,3.5,1150.2102189781021,1,349,16-Jul-11,1155,10.44,35,22,1.0,2011
23,14702,10.19,1.7,1150.2102189781021,4er1,344,13-Aug-23,1142,10.36,35,34,4.0,2023
23,9471,10.14,1.3,1150.2102189781021,6,94,16-Sep-11,1159,10.27,35,23,6.0,2011
23,12446,10.17,1.2,1150.2102189781021,2h2,27,20-Apr-24,1148,10.29,35,35,2.0,2024
23,16027,10.2,-0.3,1150.2102189781021,1,521,11-May-08,1139,10.17,35,19,1.0,2008
23,14702,10.19,-0.2,1150.2102189781021,4,0,20-Aug-17,1143,10.17,35,28,4.0,2017
23,25590,10.26,1.6,1150.2102189781021,6,315,12-Jul-08,1118,10.42,35,19,6.0,2008
23,1954,10.0,5.6,1150.2102189781021,3sf3,345,25-Jun-22,1173,10.56,35,33,3.0,2022
23,27452,10.27,1.5,1150.2102189781021,1,198,17-Sep-11,1115,10.42,35,23,1.0,2011
23,12446,10.17,0.3,1150.2102189781021,3,177,20-Sep-08,1148,10.2,35,20,3.0,2008
23,7017,10.11,1,1150.2102189781021,1er,296,22-Jun-19,1169,10.21,35,30,1.0,2019
23,25590,10.26,0.5,1150.2102189781021,2h1,162,10-Sep-11,1118,10.31,35,23,2.0,2011
23,5146,10.08,1.9,1150.2102189781021,2,315,13-Jul-13,1179,10.27,35,24,2.0,2013
23,2531,10.02,3,1150.2102189781021,5,315,25-Jun-16,1181,10.32,35,27,5.0,2016
23,12446,10.17,1.1,1150.2102189781021,2f1,522,28-May-11,1148,10.28,35,22,2.0,2011
23,25590,10.26,1.6,1150.2102189781021,1f2,304,20-Jul-14,1118,10.42,35,25,1.0,2014
23,8587,10.13,2,1150.2102189781021,5,177,20-Sep-09,1162,10.33,35,21,5.0,2009
23,33876,10.3,-1.4,1150.2102189781021,2h4,72,8-Apr-18,1113,10.16,35,29,2.0,2018
23,14702,10.19,0.1,1150.2102189781021,1,521,10-May-09,1142,10.2,35,20,1.0,2009
23,33876,10.3,0.2,1150.2102189781021,2f2,19,14-Jun-09,1105,10.32,35,20,2.0,2009
23,8587,10.13,1.1,1150.2102189781021,2f1,522,28-May-11,1162,10.24,35,22,2.0,2011
23,12446,10.17,-0.1,1150.2102189781021,4,49,1-Jun-09,1148,10.16,35,20,4.0,2009
23,8587,10.13,2.2,1150.2102189781021,1f2,434,3-Jul-11,1149,10.35,35,22,1.0,2011
23,33876,10.3,0.1,1150.2102189781021,2sf2,218,27-Jun-12,1105,10.31,35,23,2.0,2012
23,14702,10.19,-0.4,1150.2102189781021,1,372,23-Sep-08,1144,10.15,35,20,1.0,2008
23,11386,10.16,0.9,1150.2102189781021,1sf3,315,30-Jul-11,1152,10.25,35,22,1.0,2011
23,11386,10.16,2.9,1150.2102189781021,2er1,344,11-Jun-22,1135,10.45,35,33,2.0,2022
23,29380,10.28,1,1150.2102189781021,1h1,351,29-Jul-09,1112,10.38,35,20,1.0,2009
23,1954,10.0,3.5,1150.2102189781021,3h1,434,30-Jun-19,1185,10.35,35,30,3.0,2019
23,11386,10.16,0.3,1150.2102189781021,2f2,16,26-Jul-13,1152,10.19,35,24,2.0,2013
23,29380,10.28,0.1,1150.2102189781021,6h1,0,18-Aug-18,1112,10.29,35,29,6.0,2018
23,12446,10.17,3.6,1150.2102189781021,1h14,7,15-Apr-17,1127,10.53,35,28,1.0,2017
23,11386,10.16,-0.1,1150.2102189781021,3h6,48,10-Aug-13,1152,10.15,35,24,3.0,2013
23,31544,10.29,-0.6,1150.2102189781021,4h1,159,5-Aug-11,1111,10.23,35,22,4.0,2011
23,11386,10.16,1,1150.2102189781021,1sf2,315,29-Jun-14,1152,10.26,35,25,1.0,2014
23,18909,10.22,0.4,1150.2102189781021,2f3,81,16-Jul-08,1132,10.26,35,19,2.0,2008
23,439,9.9,4.4,1150.2102189781021,1f3,7,15-Apr-17,1215,10.34,35,28,1.0,2017
23,11386,10.16,1.6,1150.2102189781021,1f1,351,18-Jul-15,1152,10.32,35,26,1.0,2015
23,11386,10.16,2.1,1150.2102189781021,3,351,21-May-17,1140,10.37,35,28,3.0,2017
23,11386,10.16,0.3,1150.2102189781021,4,16,9-Jul-17,1152,10.19,35,28,4.0,2017
23,27452,10.27,0.4,1150.2102189781021,2h3,218,27-Jun-12,1115,10.31,35,23,2.0,2012
23,12446,10.17,0.4,1150.2102189781021,1h2,49,8-Jun-14,1148,10.21,35,25,1.0,2014
23,12446,10.17,1.8,1150.2102189781021,1h6,7,10-May-14,1148,10.35,35,25,1.0,2014
23,12446,10.17,1,1150.2102189781021,2f1,14,4-Apr-14,1148,10.27,35,25,2.0,2014
23,25590,10.26,2.1,1150.2102189781021,1h7,345,24-Jun-22,1106,10.47,35,33,1.0,2022
23,27452,10.27,0.6,1150.2102189781021,8,49,9-Jun-19,1115,10.33,35,30,8.0,2019
23,14702,10.19,-0.4,1150.2102189781021,5,78,17-Jun-14,1144,10.15,35,25,5.0,2014
23,9471,10.14,1.5,1150.2102189781021,4f1,7,10-May-14,1159,10.29,35,25,4.0,2014
23,31544,10.29,0,1150.2102189781021,6,315,30-Jun-18,1108,10.29,35,29,6.0,2018
23,10382,10.15,1.4,1150.2102189781021,2h1,123,5-Jun-17,1155,10.29,35,28,2.0,2017
23,13525,10.18,0.4,1150.2102189781021,5,123,5-Jun-17,1145,10.22,35,28,5.0,2017
23,33876,10.3,-0.1,1150.2102189781021,1f1,81,16-Jul-08,1105,10.29,35,19,1.0,2008
23,23770,10.25,0,1150.2102189781021,4sf1,9,28-Jul-14,1122,10.25,35,25,4.0,2014
23,29380,10.28,0.8,1150.2102189781021,1f2,78,27-Jun-13,1112,10.36,35,24,1.0,2013
23,7744,10.12,5.6,1150.2102189781021,2f6,523,23-Aug-20,1132,10.68,35,31,2.0,2020
23,27452,10.27,1.2,1150.2102189781021,2h2,118,23-May-18,1115,10.39,35,29,2.0,2018
23,13525,10.18,0.7,1150.2102189781021,1h3,7,30-Apr-16,1145,10.25,35,27,1.0,2016
23,20480,10.23,2,1150.2102189781021,2f2,344,13-Aug-23,1128,10.43,35,34,2.0,2023
23,7744,10.12,4.8,1150.2102189781021,2h3,27,23-Apr-22,1137,10.6,35,33,2.0,2022
23,7744,10.12,2.5,1150.2102189781021,5,345,25-Jun-22,1150,10.37,35,33,5.0,2022
23,13525,10.18,1.7,1150.2102189781021,6,123,4-Jun-18,1145,10.35,35,29,6.0,2018
23,13525,10.18,0.2,1150.2102189781021,8h2,16,21-Jul-18,1145,10.2,35,29,8.0,2018
23,17420,10.21,1.5,1150.2102189781021,4,133,8-Jul-13,1135,10.36,35,24,4.0,2013
23,25590,10.26,0.2,1150.2102189781021,1f1,524,2-Jun-19,1118,10.28,35,30,1.0,2019
23,20480,10.23,0.6,1150.2102189781021,1f1,350,28-Aug-19,1128,10.29,35,30,1.0,2019
23,17420,10.21,0.3,1150.2102189781021,7f1,9,11-Jul-14,1135,10.24,35,25,7.0,2014
23,20480,10.23,-0.5,1150.2102189781021,2er1,344,16-Jul-23,1131,10.18,35,34,2.0,2023
23,13525,10.18,1.1,1150.2102189781021,5f1,7,30-Apr-16,1145,10.29,35,27,5.0,2016
23,17420,10.21,-1.5,1150.2102189781021,4,33,6-Sep-09,1144,10.06,35,21,4.0,2009
23,8587,10.13,0.1,1150.2102189781021,4f1,434,30-Jun-19,1162,10.14,35,30,4.0,2019
23,25590,10.26,0.3,1150.2102189781021,4sf3,72,8-Apr-18,1118,10.29,35,29,4.0,2018
23,27452,10.27,-0.2,1150.2102189781021,4h2,159,25-Jul-08,1116,10.25,35,19,4.0,2008
23,31544,10.29,1.2,1150.2102189781021,1h1,315,10-Jul-09,1108,10.41,35,20,1.0,2009
23,8587,10.13,1,1150.2102189781021,5,19,27-Aug-17,1162,10.23,35,28,5.0,2017
23,13525,10.18,1,1150.2102189781021,1f1,351,29-Jul-09,1145,10.28,35,20,1.0,2009
23,23770,10.25,0.1,1150.2102189781021,4,19,2-Sep-18,1122,10.26,35,30,4.0,2018
23,10382,10.15,1.5,1150.2102189781021,1,525,17-Jul-09,1155,10.3,35,20,1.0,2009
23,14702,10.19,0.8,1150.2102189781021,2sf3,315,1-Jul-17,1142,10.27,35,28,2.0,2017
23,33876,10.3,1.1,1150.2102189781021,3,263,2-Jun-14,1105,10.41,35,25,3.0,2014
23,13525,10.18,1.4,1150.2102189781021,1h2,49,1-Jun-09,1145,10.32,35,20,1.0,2009
23,31544,10.29,1.6,1150.2102189781021,3h2,526,9-Aug-19,1108,10.45,35,30,3.0,2019
23,29380,10.28,-0.8,1150.2102189781021,2sf3,349,1-Aug-15,1116,10.2,35,26,2.0,2015
23,33876,10.3,0.3,1150.2102189781021,4f2,41,2-Sep-08,1105,10.33,35,20,4.0,2008
23,8587,10.13,1.6,1150.2102189781021,1er1,351,22-Jul-17,1162,10.29,35,28,1.0,2017
23,13525,10.18,1.4,1150.2102189781021,1h5,521,11-May-08,1145,10.32,35,19,1.0,2008
23,6354,10.1,4.7,1150.2102189781021,4f1,27,23-Apr-22,1144,10.57,35,33,4.0,2022
23,23770,10.25,0.8,1150.2102189781021,1f4,351,22-Jul-17,1122,10.33,35,28,1.0,2017
23,23770,10.25,0.5,1150.2102189781021,1f2,351,16-Jul-16,1122,10.3,35,27,1.0,2016
23,29380,10.28,-0.3,1150.2102189781021,3h2,33,7-Sep-08,1113,10.25,35,20,3.0,2008
23,22081,10.24,-0.1,1150.2102189781021,3h1,123,4-Jun-18,1125,10.23,35,29,3.0,2018
23,17420,10.21,-0.8,1150.2102189781021,1sf1,21,13-Aug-14,1139,10.13,35,25,1.0,2014
23,25590,10.26,0.6,1150.2102189781021,3f2,198,21-Jun-13,1118,10.32,35,24,3.0,2013
23,20480,10.23,0.3,1150.2102189781021,6h2,16,22-Jul-16,1128,10.26,35,27,6.0,2016
23,16027,10.2,0.5,1150.2102189781021,2,296,22-Jun-19,1138,10.25,35,30,2.0,2019
23,20480,10.23,1,1150.2102189781021,5h2,0,10-Jul-11,1128,10.33,35,22,5.0,2011
23,31544,10.29,-0.4,1150.2102189781021,1h4,315,4-Jul-15,1110,10.25,35,26,1.0,2015
23,14702,10.19,0,1150.2102189781021,1h5,21,12-Aug-14,1142,10.19,35,25,1.0,2014
23,6354,10.1,3.5,1150.2102189781021,1,351,22-May-11,1151,10.45,35,22,1.0,2011
23,27452,10.27,0.8,1150.2102189781021,3f1,14,20-Apr-13,1115,10.35,35,24,3.0,2013
23,1277,9.97,3.3,1150.2102189781021,1f2,14,28-Apr-17,1198,10.3,35,28,1.0,2017
23,27452,10.27,0.2,1150.2102189781021,7,94,1-Sep-17,1115,10.29,35,29,7.0,2017
23,14702,10.19,2.3,1150.2102189781021,3,146,6-Sep-16,1129,10.42,35,28,3.0,2016
23,12446,10.17,0.9,1150.2102189781021,2f1,522,6-Jun-09,1148,10.26,35,20,2.0,2009
23,17420,10.21,1.5,1150.2102189781021,2f1,344,16-Jul-23,1135,10.36,35,34,2.0,2023
23,16027,10.2,0,1150.2102189781021,3,315,1-Jul-17,1138,10.2,35,28,3.0,2017
23,16027,10.2,1.5,1150.2102189781021,5,117,13-Jun-17,1138,10.35,35,28,5.0,2017
23,18909,10.22,0.4,1150.2102189781021,1f2,176,6-Jun-16,1132,10.26,35,27,1.0,2016
23,6354,10.1,1.4,1150.2102189781021,4,33,7-Sep-08,1172,10.24,35,20,4.0,2008
23,16027,10.2,2,1150.2102189781021,5,45,21-Aug-14,1138,10.4,35,25,5.0,2014
23,16027,10.2,1,1150.2102189781021,4f1,146,4-Sep-12,1138,10.3,35,24,4.0,2012
23,9471,10.14,0.3,1150.2102189781021,2,315,29-Jun-14,1159,10.17,35,25,2.0,2014
23,5146,10.08,1.7,1150.2102189781021,2er1,351,16-Jul-16,1179,10.25,35,27,2.0,2016
23,20480,10.23,-0.8,1150.2102189781021,3sf3,360,28-Aug-11,1132,10.15,35,22,3.0,2011
23,31544,10.29,1.4,1150.2102189781021,1,351,22-May-16,1108,10.43,35,27,1.0,2016
23,14702,10.19,1.6,1150.2102189781021,1er1,351,18-Jul-15,1142,10.35,35,26,1.0,2015
23,20480,10.23,1.5,1150.2102189781021,1sf1,315,13-Jul-13,1128,10.38,35,24,1.0,2013
23,23770,10.25,0.1,1150.2102189781021,4,162,10-Sep-11,1122,10.26,35,23,4.0,2011
23,16027,10.2,2.2,1150.2102189781021,1f1,344,11-Jun-22,1125,10.42,35,33,1.0,2022
23,17420,10.21,-0.7,1150.2102189781021,1,387,24-Jun-17,1139,10.14,35,28,1.0,2017
23,17420,10.21,0.8,1150.2102189781021,2h2,117,13-Jun-17,1135,10.29,35,28,2.0,2017
23,29380,10.28,-0.4,1150.2102189781021,7h2,16,20-Jul-19,1114,10.24,35,30,7.0,2019
23,17420,10.21,2.2,1150.2102189781021,2sf2,315,25-Jun-16,1122,10.43,35,27,2.0,2016
23,22081,10.24,1,1150.2102189781021,1f2,14,22-Apr-16,1125,10.34,35,27,1.0,2016
24,5722,10.09,0.8,1168.4454428754814,5h1,16,21-Jul-18,1176,10.17,34,28,5.0,2018
24,18909,10.22,0.4,1168.4454428754814,4f1,12,13-Apr-19,1132,10.26,34,29,4.0,2019
24,18909,10.22,-0.8,1168.4454428754814,1,75,14-Sep-19,1136,10.14,34,29,1.0,2019
24,8587,10.13,-0.8,1168.4454428754814,4,45,4-Jul-21,1166,10.05,34,31,4.0,2021
24,18909,10.22,1.1,1168.4454428754814,3f3,37,23-Jul-20,1132,10.33,34,30,3.0,2020
24,18909,10.22,0,1168.4454428754814,5,47,14-May-16,1132,10.22,34,26,5.0,2016
24,1101,9.96,3.2,1168.4454428754814,3,2,7-Jun-13,1201,10.28,34,23,3.0,2013
24,25590,10.26,0,1168.4454428754814,4f1,176,18-Jul-17,1118,10.26,34,27,4.0,2017
24,1489,9.98,0.7,1168.4454428754814,2,66,21-Jul-17,1213,10.05,34,27,2.0,2017
24,18909,10.22,-1.5,1168.4454428754814,1,142,1-Sep-13,1141,10.07,34,23,1.0,2013
24,8587,10.13,2,1168.4454428754814,3,527,7-May-22,1162,10.33,34,32,3.0,2022
24,8587,10.13,-0.2,1168.4454428754814,1h1,53,16-Jun-19,1163,10.11,34,29,1.0,2019
24,106,9.82,3,1168.4454428754814,1f1,7,16-May-15,1251,10.12,34,25,1.0,2015
24,18909,10.22,0.2,1168.4454428754814,5,94,1-Sep-17,1132,10.24,34,27,5.0,2017
24,25590,10.26,-0.8,1168.4454428754814,1f2,142,16-Jul-17,1122,10.18,34,27,1.0,2017
24,5722,10.09,0.3,1168.4454428754814,1h1,29,9-May-21,1176,10.12,34,31,1.0,2021
24,18909,10.22,-0.3,1168.4454428754814,4f1,81,9-Jul-18,1133,10.19,34,28,4.0,2018
24,1101,9.96,1.2,1168.4454428754814,1h1,43,9-Jun-18,1220,10.08,34,28,1.0,2018
24,23770,10.25,0.4,1168.4454428754814,5h4,5,23-Jun-22,1122,10.29,34,32,5.0,2022
24,33876,10.3,1.9,1168.4454428754814,1h5,8,29-Mar-13,1105,10.49,34,23,1.0,2013
24,17420,10.21,0.1,1168.4454428754814,4h1,16,22-Jul-16,1135,10.22,34,26,4.0,2016
24,17420,10.21,2,1168.4454428754814,6sf2,5,3-Jul-16,1135,10.41,34,26,6.0,2016
24,10382,10.15,-0.6,1168.4454428754814,1h1,53,23-May-21,1158,10.09,34,31,1.0,2021
24,10382,10.15,2.4,1168.4454428754814,5h1,32,10-Apr-21,1141,10.39,34,31,5.0,2021
24,10382,10.15,-0.1,1168.4454428754814,2sf2,528,26-Jul-19,1155,10.14,34,29,2.0,2019
24,10382,10.15,0.2,1168.4454428754814,3,115,21-May-19,1155,10.17,34,29,3.0,2019
24,10382,10.15,0.1,1168.4454428754814,3,19,2-Sep-18,1155,10.16,34,28,3.0,2018
24,29380,10.28,2.1,1168.4454428754814,5f1,14,5-Apr-13,1100,10.49,34,23,5.0,2013
24,6354,10.1,0.9,1168.4454428754814,3,73,4-Jul-17,1172,10.19,34,27,3.0,2017
24,6354,10.1,5,1168.4454428754814,3f1,15,21-Apr-12,1142,10.6,34,22,3.0,2012
24,6354,10.1,0,1168.4454428754814,5,21,24-Aug-17,1172,10.1,34,27,5.0,2017
24,6354,10.1,1.1,1168.4454428754814,3,53,16-Jun-19,1172,10.21,34,29,3.0,2019
24,6354,10.1,-0.4,1168.4454428754814,1h5,27,30-May-21,1174,10.06,34,31,1.0,2021
24,23770,10.25,-0.8,1168.4454428754814,5,0,5-Jun-16,1126,10.17,34,26,5.0,2016
24,23770,10.25,-0.7,1168.4454428754814,8,243,23-Jun-17,1126,10.18,34,27,8.0,2017
24,6354,10.1,1.4,1168.4454428754814,7sf1,5,24-Jun-22,1172,10.24,34,32,7.0,2022
24,1489,9.98,2.9,1168.4454428754814,8,5,21-Aug-21,1196,10.27,34,31,8.0,2021
24,4606,10.07,0.3,1168.4454428754814,3,16,9-Jul-17,1182,10.1,34,27,3.0,2017
24,4606,10.07,0.4,1168.4454428754814,2,16,22-Jul-16,1182,10.11,34,26,2.0,2016
24,23770,10.25,0.8,1168.4454428754814,4,10,4-Sep-18,1122,10.33,34,28,4.0,2018
24,4606,10.07,2.1,1168.4454428754814,1,38,27-Apr-13,1170,10.28,34,23,1.0,2013
24,16027,10.2,0,1168.4454428754814,1f3,13,4-Jul-20,1138,10.2,34,30,1.0,2020
24,1277,9.97,5.5,1168.4454428754814,2h4,13,4-Jun-22,1184,10.52,34,32,2.0,2022
24,17420,10.21,-1,1168.4454428754814,6,528,26-Jul-19,1141,10.11,34,29,6.0,2019
24,1101,9.96,4.1,1168.4454428754814,1h3,27,1-May-22,1196,10.37,34,32,1.0,2022
24,7017,10.11,0.5,1168.4454428754814,2f1,12,21-Apr-18,1169,10.16,34,28,2.0,2018
24,7017,10.11,1.4,1168.4454428754814,7,41,9-Jul-15,1169,10.25,34,25,7.0,2015
24,1716,9.99,1.9,1168.4454428754814,2,29,9-May-21,1210,10.18,34,31,2.0,2021
24,1716,9.99,1.8,1168.4454428754814,1f1,43,6-Jul-19,1210,10.17,34,29,1.0,2019
24,11386,10.16,0.1,1168.4454428754814,1f1,420,23-Mar-12,1152,10.17,34,22,1.0,2012
24,27452,10.27,0.2,1168.4454428754814,2f1,529,31-Mar-12,1115,10.29,34,22,2.0,2012
24,1716,9.99,0.3,1168.4454428754814,1h3,228,23-May-13,1210,10.02,34,23,1.0,2013
24,177,9.85,2.1,1168.4454428754814,1h1,5,25-Jun-15,1247,10.06,34,25,1.0,2015
24,9471,10.14,2.8,1168.4454428754814,2h4,15,12-May-12,1143,10.42,34,22,2.0,2012
24,2845,10.03,0.6,1168.4454428754814,2f1,14,22-Apr-16,1196,10.09,34,26,2.0,2016
24,9471,10.14,0.8,1168.4454428754814,1f1,529,13-Apr-13,1159,10.22,34,23,1.0,2013
24,381,9.89,0.2,1168.4454428754814,1f1,27,30-May-21,1245,9.91,34,31,1.0,2021
24,9471,10.14,1.9,1168.4454428754814,5,73,18-Jul-16,1159,10.33,34,26,5.0,2016
24,16027,10.2,-1.6,1168.4454428754814,3sf2,243,23-Jun-17,1147,10.04,34,27,3.0,2017
24,9471,10.14,0.9,1168.4454428754814,7,47,18-May-19,1159,10.23,34,29,7.0,2019
24,9471,10.14,-0.8,1168.4454428754814,1h2,528,25-Jul-19,1163,10.06,34,29,1.0,2019
24,1277,9.97,1.5,1168.4454428754814,1h3,243,22-Jun-17,1217,10.12,34,27,1.0,2017
24,3236,10.04,1.2,1168.4454428754814,4,73,6-Jul-21,1193,10.16,34,31,4.0,2021
24,17420,10.21,1.2,1168.4454428754814,7h2,29,16-Apr-22,1135,10.33,34,32,7.0,2022
24,17420,10.21,0.4,1168.4454428754814,7,107,13-Jul-21,1135,10.25,34,31,7.0,2021
24,519,9.91,3.2,1168.4454428754814,1h3,7,16-May-15,1219,10.23,34,25,1.0,2015
24,9471,10.14,0.5,1168.4454428754814,2,530,12-May-13,1159,10.19,34,23,2.0,2013
24,25590,10.26,1,1168.4454428754814,8f1,69,2-Jun-16,1118,10.36,34,26,8.0,2016
24,1954,10.0,0,1168.4454428754814,4,5,26-Jun-15,1206,10,34,25,4.0,2015
24,1954,10.0,2.7,1168.4454428754814,1h2,2,5-Jun-13,1190,10.27,34,23,1.0,2013
24,33876,10.3,-1.1,1168.4454428754814,5h1,531,12-May-22,1111,10.19,34,32,5.0,2022
24,2237,10.01,2.6,1168.4454428754814,1h2,7,20-Apr-19,1188,10.27,34,29,1.0,2019
24,8587,10.13,-0.7,1168.4454428754814,3,175,20-May-18,1166,10.06,34,28,3.0,2018
24,5146,10.08,1.4,1168.4454428754814,1f1,43,6-Jun-15,1179,10.22,34,25,1.0,2015
24,5146,10.08,1.7,1168.4454428754814,1h7,43,10-Jun-17,1179,10.25,34,27,1.0,2017
24,13525,10.18,1.4,1168.4454428754814,5,96,12-Jun-22,1145,10.32,34,32,5.0,2022
24,5722,10.09,1.2,1168.4454428754814,1f1,529,20-Apr-13,1176,10.21,34,23,1.0,2013
24,33876,10.3,-0.4,1168.4454428754814,9,69,31-May-18,1107,10.26,34,28,9.0,2018
24,5146,10.08,-1.1,1168.4454428754814,2f1,73,7-Jul-15,1185,9.97,34,25,2.0,2015
24,12446,10.17,NWI,1168.4454428754814,1h1,43,8-Jun-19,1118,#VALUE!,34,29,1.0,2019
24,13525,10.18,1.4,1168.4454428754814,5f1,114,17-Apr-21,1145,10.32,34,31,5.0,2021
24,27452,10.27,0.9,1168.4454428754814,5,146,29-Aug-17,1115,10.36,34,27,5.0,2017
